      443725           5           5           5
     3685228           5           5           5
     8887586          29          29          29
     8887586           5           5           5
     9112284           5           5           5
     9112285           5           5           5
     8557578           5           5           5
     8974924           5           5           5
     8669402           5           5           5
     8669402          17          17          17
     8669402           5           5           5
     1946886           5           5           5
     1946886           5           5           5
     1946887           5           5           5
     6221896           5           5           5
     6221897           5           5           5
     6221897           5           5           5
     6279742          13          19          19
     6279742           5           5           5
     6279742           5           5           5
      443722           5           5           5
     8656130          24          25          25
     8656130           5           5           5
     8656130           5           5           5
     8656130           5           5           5
     2071003          30          30          30
     2071003           5           5           5
     6221845           5           5           5
     8887567          13          13          13
     8887567          24          24          24
     8887567           5           5           5
     8887567           5           5           5
     8887567           5           5           5
     9928613          11          11          11
     9928613           5           5           5
     9928614           5           5           5
     9928614           3           3           3
     9928614           5           5           5
     9928614           5           5           5
     9078091          13          13          13
     9078091           5           5           5
     6221901           5           5           5
    10449077           5           5           5
     8148276           5           5           5
     8961644           5           5           5
     1962867          46          46          46
     1962867           5           5           5
    10441859          30          30          30
    10441859           5           5           5
     3589972          16          16          16
     3589972           5           5           5
     8974915           5           5           5
     6221802           5           5           5
     6221802          22          22          22
     6221802           5           5           5
     6221833          19          19          19
     6221833           5           5           5
     6221833           5           5           5
     1946912          30          30          30
     1946912           6           6           6
     1946913           5           5           5
     1946913          17          17          17
     1946913           6           6           6
     1946913           6           6           6
     1946913          22          22          22
     1946913           6           6           6
     1962879           6           6           6
     9078186           6           6           6
     2257075           6           6           6
     2257076           6           6           6
     2257077           6           6           6
     2257077           6           6           6
     8669464           6           6           6
     8286545           6           6           6
     8148304           5           5           5
     8148304           6           6           6
     4136968          40          36          36
     4136968           6           6           6
     8961696          36          36          36
     8961696           6           6           6
     6279946          24          24          24
     6279946           6           6           6
     6279905           6           6           6
     8669446           6           6           6
     8148363          13          13          13
     8148363           6           6           6
     9074920           6           6           6
     6599126           6           6           6
     6599103          23          23          23
     6599103           6           6           6
     6599103          30          30          30
     6599103           6           6           6
     6599103           6           6           6
     6599104           6           6           6
     6599104           6           6           6
     6599105           5           5           5
     6599105           6           6           6
     8286612           9           9           9
     8286612           6           6           6
     8286612           6           6           6
     8286601          13          13          13
     8286601           6           6           6
      443744           6           6           6
     9078141           6           6           6
     9078141           6           6           6
     1962883           6           6           6
     6279970          12          12          12
     6279970           6           6           6
     6279971          21          21          21
     6279971           6           6           6
    10386555           7           7           7
     9928716           7           7           7
     8669752           7           7           7
     6599230           7           7           7
     6599230          24          24          24
     6599231           7           7           7
     7017962          29          29          29
     7017962           7           7           7
     7017962          23          23          23
     7017962           7           7           7
     7017962           7           7           7
     7017963          19          19          19
     7017964           7           7           7
     8975001           7           7           7
     8975001           7           7           7
     8975002           7           7           7
     4711005           7           7           7
     8148738          32          32          32
     8148738           7           7           7
     9078352          29          29          29
     9078352           7           7           7
     8669620          12          12          12
     8669620           7           7           7
     8669511          10          10          10
     8669511           7           7           7
    10050451          24          24          24
    10050451           7           7           7
    10050361           7           7           7
         108           7           7           7
     3590073          23          23          23
     3590073           7           7           7
    10050309           7           7           7
     9078369          30          30          30
     9078369          18          18          18
     9078369           7           7           7
     9950966           7           7           7
     9950966          24          24          24
     9950966           7           7           7
     9078470           7           7           7
     6912773           7           7           7
     6912774          19          19          19
     6912774           7           7           7
     6912774          30          30          30
     6912774           7           7           7
     6912774           7           7           7
     6912775           4           4           4
     6912775           7           7           7
     6912776           7           7           7
     6222184          19          19          19
     6222184           7           7           7
     6222184          12          12          12
     6222184           7           7           7
     6222184           7           7           7
     6222182           7           7           7
     6222183           7           7           7
     6222183           7           7           7
     8148535          18          18          18
     6280214          29          29          29
     9078460          29          29          29
     9078460           7           7           7
     3685395          24          24          24
     3685395           7           7           7
     3685396          18          13          13
     3685396           7           7           7
     3685396           7           7           7
     6222162           7           7           7
     8656143          30          30          30
     8656143           7           7           7
     8287098           7           7           7
    10050311          47          47          47
    10050311           7           7           7
    10050311           7           7           7
     8148464          40          41          41
     8148464           7           7           7
     8148464           7           7           7
     6281043          24          24          24
     6281043           7           7           7
     7018095           7           7           7
     7018096          29          29          29
     8669666           7           7           7
     6280856           7           7           7
     6280856           7           7           7
     6280857           7           7           7
     6280630          19          19          19
     6280630           7           7           7
     6280631           7           7           7
     3590077          10          10          10
     3590077           7           7           7
     3590077           7           7           7
     3590078           7           7           7
      266092          13          13          13
      266092           7           7           7
     8287047           7           7           7
     9078564          13          13          13
     9078564           7           7           7
     8669584          29          29          29
     8669584           7           7           7
     9112402          18          18          18
     9112402           7           7           7
     8879469           7           7           7
     6280712           7           7           7
     6280712          24          24          24
     6280712           7           7           7
     6280712          16          16          16
     6280712           7           7           7
     6280713           7           7           7
     8148639           7           7           7
     8669514          30          30          30
     8669514           7           7           7
     9078449           7           7           7
     3685342           7           7           7
     6280686           7           7           7
     6280687           7           7           7
     8287177           7           7           7
     8287177           7           7           7
     9706362           7           7           7
     9706363          13          13          13
     9706363           7           7           7
     9706363           7           7           7
     6280705           7           7           7
     7018142          16          16          16
     7018142           7           7           7
     7018143           7           7           7
     7018143           7           7           7
     3590112           7           7           7
     3590112           7           7           7
     8887937           7           7           7
     6543285           7           7           7
     6543287           7           7           7
     6543287           7           7           7
     8669662           7           7           7
     8888173           7           7           7
     6280482          20          20          20
     6280482           7           7           7
     8961754          36          36          36
     8961754           7           7           7
     9558187           7           7           7
     9558187           7           7           7
     9558187           7           7           7
     8287120          36          36          36
     8287120           7           7           7
     8669736           7           7           7
     9078316           7           7           7
     8961779           5           5           5
     8961779           7           7           7
     8961779           6           6           6
     8961779           7           7           7
     8961780          13          13          13
     8961780           7           7           7
     6280473           7           7           7
     6280473          30          30          30
     6280473           7           7           7
     8286762           7           7           7
     8656155           4           4           4
    10441877           7           7           7
    10441877          12          12          12
    10441877           7           7           7
    10441877           7           7           7
    10423675          12          12          12
    10423675          12          12          12
    10423675           7           7           7
     6281228           7           7           7
     6281228          30          30          30
     6281228           7           7           7
     6280842           7           7           7
     8148564           7           7           7
     9737596           7           7           7
     9737596           7           7           7
     9154054           7           7           7
     6599253          28          28          28
     6599253           7           7           7
     6599255          30          30          30
     6599255           6           6           6
     6599255           7           7           7
     6281016           5           5           5
     6281016           7           7           7
     9078254           7           7           7
     8669529           7           7           7
     8286931           7           7           7
     8148507           7           7           7
     8148507           7           7           7
     9558195           7           7           7
     9558196           7           7           7
     6280490           7           7           7
     9737598           7           7           7
     2247136           7           7           7
     2247138           7           7           7
    10441894          30          30          30
    10441894           7           7           7
     7017949           7           7           7
     7017949           7           7           7
     7017949           7           7           7
     7017950           7           7           7
     7017951           5           5           5
     7017951          12           5           5
     7017951           7           7           7
     9737610           7           7           7
     8584701           7           7           7
     8148418           7           7           7
    10423680           7           7           7
     9074970           7           7           7
     8975009          30          30          30
     8975009           7           7           7
     8879528           7           7           7
     8879528          26          27          27
     8879528           7           7           7
     9706310           7           7           7
     9706310           7           7           7
     9706310           7           7           7
     8888365           4           4           4
     8888365           8           8           8
      266117           8           8           8
      266117           8           8           8
      266117           8           8           8
     8888354          29          29          29
     8888354           8           8           8
     8287224           8           8           8
     8975097           8           8           8
     6281267           8           8           8
     6807011           8           8           8
     6281280           8           8           8
     6281280           8           8           8
     6281281          30          30          30
     6281281          18          18          18
     6281281           8           8           8
     6281258           8           8           8
     6281388           9           9           9
     6281388          15          15          15
     6281388           9           9           9
     6281389           9           9           9
     6281389           9           9           9
     6281708          16          16          16
     6281708           9           9           9
     6281709           9           9           9
     6281709           9           9           9
     9078707           9           9           9
     8669905           8           9           9
     1962973           9           9           9
     9078686           9           9           9
     3685620           9           9           9
     6281420          12          12          12
     6281420           9           9           9
     6281421           9           9           9
     6281421          16          16          16
     6281421           9           9           9
     3685627           9           9           9
     6599430           9           9           9
     6599430          30          30          30
     6599430           9           9           9
     6599430           9           9           9
     9078722           9           9           9
     9078691           9           9           9
     9078691           9           9           9
     9078691           9           9           9
     6599406           5           5           5
     6599406           9           9           9
     6599408          30          30          30
     6599408           9           9           9
     6281414          13          13          13
     6281414           9           9           9
     6281415           6           6           6
     6281328           9           9           9
     6281328           9           9           9
     8287257          25          25          25
     8287257          10           9           9
     8287257           9           9           9
     9078692           9           9           9
     6281603           9           9           9
     6281665           9           9           9
     3685709          21          21          21
     3685709          10          10          10
     6282002          10          10          10
     6282002          10          10          10
     6282003           4           4           4
     6282003          22          22          22
     6282003          10          10          10
     8669966          10          10          10
     9112704          13          13          13
     9112704          10          10          10
     9112704          10          10          10
     9112705          10          10          10
    10386564          10          10          10
     8287422          10          10          10
     8670015          10          10          10
     8670015           7           7           7
     8670015          10          10          10
     8669923          23          23          23
     8669923          10          10          10
     8669923          10          10          10
     6281938          10          10          10
     6281939          10          10          10
     6281939          10          10          10
     8670032          10          10          10
     2071213           7           7           7
     2071213          10          10          10
     9112730          10          10          10
     6281873          10          10          10
     9112718          24          24          24
     9112718          10          10          10
     8670016          10          10          10
     8287398          29          29          29
     8287398          10          10          10
     9112710          10          10          10
     6281953          18          18          18
     6281953          10          10          10
     9339125          23          23          23
     9339125          10          10          10
     8670043          11          11          11
     8670043          11          11          11
     4565248          12          12          12
     4565249          29          29          29
     4565249          25          25          25
     4565249          24          24          24
     4565249          12          12          12
     9079045          12          12          12
     8888809          12          12          12
     6282270          23          23          23
     6282270          12          12          12
     7497580          12          12          12
     7497582          12          12          12
     7497583          12          12          12
     7497583          12          12          12
     8888852          28          28          28
     8888852          12          12          12
     6807123          12          12          12
     6807125          12          12          12
     8888909           4           4           4
     8888909          12          12          12
     6282308          12          12          12
     6282308          16          16          16
     6282308          12          12          12
     6282309          12          12          12
     8888893          12          12          12
     8148945          12          12          12
     8888686          12          12          12
     8975161           3           3           3
     8975161          12          12          12
     6282362          12          12          12
     7018150          12          12          12
     7018151          12          12          12
     7018151          29          29          29
     7018151          12          12          12
     7018152          23          23          23
     7018152          12          12          12
     7018152          15          15          15
     7018152          12          12          12
     3685799          26          26          26
     5344182          12          12          12
     8287475          12          12          12
     8879552          12          12          12
     9079000          12          12          12
     8888827          28          28          28
     8888827          18          18          18
     8888827          12          12          12
     6807142          12          12          12
     9950992          12          12          12
     9950992          12          12          12
     9950992          25          25          25
     9950992          12          12          12
     6807060          12          12          12
     6807062          36          36          36
     6807062          35          35          35
     6807062          29          29          29
     6807062          24          24          24
     6807062          12          12          12
     6807062          12          12          12
     6282324          30          30          30
     6282324          12          12          12
     4565275          12          12          12
     4565276          12          12          12
     4565277           5           5           5
     4565277          12          12          12
     9112770          12          12          12
     8888729          13          13          13
     8888729          12          12          12
     9079190          24          24          24
     9079190          13          13          13
     8888954          13          13          13
     6543482          29          29          29
     6543482          13          13          13
     6543482           6           6           6
    10050577          13          13          13
     8889100           5           4           4
     8889100          13          13          13
     8889100          13          13          13
     8889016          13          13          13
     6543441          13          13          13
     6543441          13          13          13
     6543441          12          12          12
     6543441          13          13          13
     6543441          30          30          30
     6543441          13          13          13
     6543442          24          24          24
     6543442          13          13          13
     6543442          30          30          30
     6543442          13          13          13
     6543443          13          13          13
     6543443          13          13          13
     6543443           5           5           5
     6543443          13          13          13
     6222366          13          13          13
     6222366          13          13          13
     6222367          13          13          13
     8670318          13          13          13
     8670338          30          30          30
     8670338          13          13          13
     8670338          13          13          13
     8670338          30          30          30
     9112797           7           7           7
     9112797          13          13          13
     9112797          13          13          13
     9079221          21          21          21
     9079221          29          29          29
     9079221          13          13          13
    10050585          13          13          13
     6282482          13          13          13
     6282482          13          13          13
     6282482          13          13          13
    10050602          18          13          13
     9112817          24          24          24
     9112817          13          13          13
     8287704          13          13          13
     6282489          13          13          13
     9079163          15          15          15
     9079163          13          13          13
    10050573          13          13          13
    10050573          13          13          13
     6222341          13          13          13
     8889013          19          19          19
     8889013          13          13          13
     7018266          13          13          13
     7018266          13          13          13
     7018268          13          13          13
     8148996          13          13          13
     6282643          14          14          14
     6282644          14          14          14
     9079226          14          14          14
     8287847          27          27          27
     8287847          29          29          29
     8287847          14          14          14
     6282638          14          14          14
     6282908          15          15          15
     6282909          33          33          33
     6282909          15          15          15
     6282909          15          15          15
     6282909          15          15          15
     9079374          15          15          15
     8975244          34          34          34
     8975244          21          21          21
     8975244          15          15          15
     6282720          15          15          15
     6282720          15          15          15
     8670425          39          46          46
     8670425          15          15          15
     6283050          15          15          15
     6283050          15          15          15
     8670437          26          26          26
     8670437          15          15          15
     9112906          15          15          15
     6283049          15          15          15
     6282715          15          15          15
     6599679          30          30          30
     6599679          15          15          15
     8656219          26          26          26
     8656219          15          15          15
     8656219          15          15          15
     6283008          15          15          15
     8287919          15          15          15
     6282794          20          20          20
     6282794          15          15          15
     6282794           5           5           5
     6282794          15          15          15
     6282794          24          24          24
     6282794          15          15          15
     6282794          20          20          20
     8670386          15          15          15
     8670485          14          14          14
     8670485          15          15          15
     6283096          16          16          16
     6283096          16          16          16
     2071322          16          16          16
    10441912          17          17          17
    10441912          35          35          35
    10441912          29          29          29
    10441912          17          17          17
     6283239           5           5           5
     6283239          17          17          17
    10441905           2           2           2
    10441905          17          17          17
     8670618          17          17          17
     4137112          17          17          17
     4137113          26          26          26
     4137113          17          17          17
     4137113          22          22          22
     4137113          17          17          17
     4137114          23          17          17
     4137114          17          17          17
     4137114          17          17          17
     9079401          20          20          20
     9079401          18          17          17
     9079401          22          22          22
     9079401          17          17          17
     8889368          22          22          22
     8889368          17          17          17
     6599686          12          12          12
     6599686          17          17          17
     6599686          17          17          17
     6599686          28          28          28
     6599686          17          17          17
     6599687          30          30          30
     3685958          17          17          17
     6283120           4           4           4
     6283120          11          17          17
    10345140          11          12          12
    10345140          17          17          17
    10386630          17          17          17
     9910953          30          30          30
     9910953          17          17          17
     9910954          17          17          17
     6283320          17          17          17
       70739          17          17          17
     6283263          17          17          17
     6283263          17          17          17
     8288076          17          17          17
     8288068          17          17          17
     8670524          46          46          46
     8670524          17          17          17
     8670524          17          17          17
     8975253          17          17          17
     8975254          17          17          17
     8149106          17          17          17
     8149106          30          30          30
     8149106          17          17          17
     8288109          23          23          23
     8288109          17          17          17
     8889394          35          35          35
     8889394          17          17          17
     9079461          17          17          17
     6283111          24          24          24
     6283111          17          17          17
     6283111          30          30          30
     6283111          17          17          17
     6222426          17          17          17
     6222427          30          30          30
     6222427          17          17          17
     9558215          18          18          18
     9558215          18          18          18
     8889422          28          28          28
     8889422          18          18          18
     6283579          29          29          29
     6283579          19          19          19
     9075019          19          19          19
     6283387          22          28          28
     6283387          19          19          19
     6283387          27          27          27
     6283387          28          28          28
     6283387          19          19          19
     8975302          19          19          19
     6283614          24          24          24
     6283614          19          19          19
     6283493          18          18          18
     9928849          19          19          19
     9928849          19          19          19
    10441921          19          19          19
     9079615          19          19          19
     9849941          41          41          41
     9849941          19          19          19
     9339144          19          19          19
     9079603          19          19          19
     8149178          19          19          19
     8149178          19          19          19
     8889548          19          19          19
       70762          19          19          19
     6599709          19          19          19
     6283526          36          36          36
     6283526          19          19          19
     6283527          30          30          30
     6283527          19          19          19
       70760          30          30          30
       70760          24          24          24
       70760          19          19          19
     9157274          19          19          19
    10050702          19          19          19
     6222474           4           4           4
     6222474          19          19          19
     6222474          36          36          36
     6222474          35          35          35
     6222474          25          25          25
     6222474          46          46          46
     6222474          19          19          19
     6222474          19          19          19
    10441915          19          19          19
     9079576           5           5           5
     9079576          19          19          19
     9154082          32          32          32
     9154082          19          19          19
     9154082          19          19          19
     6283610          19          19          19
    10449143          30          30          30
    10449143          19          19          19
     6222477          19          19          19
     8961896          20          20          20
     8975324          20          20          20
     6283662          20          20          20
     6283798          21          21          21
     9079693          18          18          18
     9079693          21          21          21
     8656257          15          15          15
     8656257          21          21          21
     9113191          21          21          21
     4137232          21          21          21
     4137233          22          22          22
     4137233          21          21          21
     4137234          23          23          23
     4137234          21          21          21
     8889726          20          21          21
     6283868          21          21          21
     9075026          22          22          22
     9075026          21          21          21
     9075026          36          30          30
     9075026          21          21          21
     6283829          21          21          21
     6283942          33          33          33
     6283942          21          21          21
     6284198          22          22          22
     6284199          10          10          10
     6284199          22          22          22
     6284199          22          22          22
     2071420          22          22          22
     6284166          24          24          24
     6284166          22          22          22
         147          29          36          36
         147          23          23          23
         148          23          23          23
         148          23          23          23
    10050720          24          24          24
    10050720          24          24          24
     9113305          24          24          24
     9113305          24          24          24
     8670898          24          24          24
     6599880          24          24          24
     6599881          29          29          29
     6599881          24          24          24
     6599881          24          24          24
     6599882          24          24          24
     8670890          24          24          24
     7018354          22          22          22
     7018354          24          24          24
     7018355          24          24          24
    10423715          24          24          24
    10423715          17          17          17
    10423715          24          24          24
     6599877          25          25          25
     6599877          24          24          24
       70799          24          24          24
       70799          24          24          24
       70800          24          24          24
     6599887          17          17          17
     6599874          24          24          24
     6599874          24          24          24
     6284506          30          30          30
     6284506          25          25          25
     6284507          24          24          24
     6284507          25          25          25
     9113385          25          25          25
    10441930          46          46          46
    10441930          29          29          29
    10441930          39          39          39
    10441930          25          25          25
    10441930          12          12          12
    10441930          17          17          17
    10441930          25          25          25
    10050839          30          30          30
    10050839          25          25          25
     8890071          25          25          25
     4137308          36          36          36
     4137308          25          25          25
     6284813          27          27          27
     9929002          18          18          18
     9929002          25          25          25
     9558239          36          36          36
     9558239          46          46          46
     9558239          25          25          25
     9558239          20          20          20
     9558239          25          25          25
     8889990          27          27          27
     8889990          25          25          25
     8889990          25          25          25
     2071514          25          25          25
     6284787          15          15          15
     6284787          25          25          25
     7018366          25          25          25
    10386719          25          25          25
    10050813          25          25          25
     6284618          25          25          25
    10050852          30          30          30
    10050852          25          25          25
     9978409          25          25          25
     9978410          25          25          25
     9978410          30          30          30
     9978410          25          25          25
     8670945          25          25          25
     8670945          16          16          16
     8670945          25          25          25
     6284545          25          25          25
     6284545          25          25          25
     8961944          25          25          25
