  57 TAZ
 144 NTI
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.8   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.8   1.770
  1 1.00    0.00     2.0   2.360
  1 1.00    0.00     2.1   1.770
  1 1.00    0.00     2.1   1.770
  1 1.00    0.00     2.5   2.189
  1 1.00    0.00     1.8   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.9   1.770
  1 1.00    0.00     1.8   1.770
  1 1.00    0.00     2.0   2.360
  1 1.00    0.00     1.8   1.770
  1 1.00    0.00     2.0   1.770
  1 1.00    0.00     3.2   2.360
  1 1.00    0.00     3.6   3.199
  1 1.00    0.00     2.9   2.780
  1 1.00    0.00     2.2   2.360
  1 1.00    0.00     2.4   1.770
  1 1.00    0.00     2.1   2.360
  1 1.00    0.00     2.2   2.360
  1 1.00    0.00     2.1   2.360
  1 1.00    0.00     2.0   2.360
  1 1.00    0.00     1.9   1.770
  1 1.00    0.00     2.0   2.360
  1 1.00    0.00     2.0   2.360
  1 1.00    0.00     2.0   1.770
  1 1.00    0.00     2.1   2.360
  1 1.00    0.00     2.1   2.360
  1 1.00    0.00     2.1   2.360
  1 1.00    0.00     2.0   2.360
  1 1.00    0.00     2.0   2.360
  1 1.00    0.00     2.0   2.360
  1 1.00    0.00     1.8   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.8   1.770
  1 1.00    0.00     1.7   1.770
  1 1.00    0.00     1.8   1.770
  1 1.00    0.00     1.9   1.770
  1 1.00    0.00     1.9   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.8   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.6   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.5   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.4   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     1.3   1.770
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     1.9   1.330
  1 1.00    0.00     3.2   2.450
  1 1.00    0.00     2.6   1.330
  1 1.00    0.00     1.3   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.4   1.330
  1 1.00    0.00     0.5   1.330
  1 1.00    0.00     0.5   1.330
