,orig_zone,dest_zone,orig_node_index,dest_node_index,person_id,origin_arrival_time,dest_arrival_time,dest_expected_arrival_time,value_of_time,start_time,Activity_Time,hh_id,hh_vehicle_id,shared_ride_flag,pickup_trip_flag,transit_utility,car_utility,orig_traveler,dest_traveler,intrasuperzone_flag,seg_index,veh_seg_index
0,2,14,1,7,9845407,2.0,7.2,7.2,0.1123,2.0,553.8,3416215.0,0.0,0,1,150.0,5.2,9845407,9845407,0,0,3416215.0_0_0.0
2,14,1,2,8,9845407,561.0,569.7,569.7,0.1123,561.0,62.299999999999955,3416215.0,0.0,0,1,150.0,8.7,9845407,9845407,0,0,3416215.0_0_0.0
4,1,14,3,9,9845407,632.0,638.8,638.8,0.1123,632.0,9.200000000000045,3416215.0,0.0,0,1,150.0,6.8,9845407,9845407,0,0,3416215.0_0_0.0
6,14,2,4,10,9845407,648.0,652.6,652.6,0.1123,648.0,149.39999999999998,3416215.0,0.0,0,1,150.0,4.6,9845407,9845407,0,0,3416215.0_0_0.0
7,2,2,10,5,0,652.6,802.0,802.0,0.01,802.0,0.0,3416215.0,0.0,0,0,0.0,0.4,9845407,9845406,0,1,3416215.0_1_0.0
8,2,9,5,11,9845406,802.0,806.0,806.0,0.1123,802.0,43.0,3416215.0,0.0,0,1,150.0,4.0,9845406,9845406,0,2,3416215.0_2_0.0
10,9,2,6,12,9845406,849.0,853.3,853.3,0.1123,849.0,586.7,3416215.0,0.0,0,1,150.0,4.3,9845406,9845406,0,2,3416215.0_2_0.0
0,1,1,1,15,6637917,4.0,4.3,4.3,0.0493,4.0,124.7,1972436.0,0.0,0,1,150.0,0.3,6637917,6637917,0,0,1972436.0_0_0.0
1,1,1,15,2,0,4.3,129.0,129.0,0.01,129.0,0.0,1972436.0,0.0,0,0,0.0,0.3,6637917,6637919,0,1,1972436.0_1_0.0
2,1,14,2,16,6637919,129.0,134.2,134.2,0.0329,129.0,24.80000000000001,1972436.0,0.0,0,1,150.0,5.2,6637919,6637919,0,2,1972436.0_2_0.0
4,14,1,3,17,6637919,159.0,165.4,165.4,0.0329,159.0,195.6,1972436.0,0.0,0,1,150.0,6.4,6637919,6637919,0,2,1972436.0_2_0.0
5,1,1,17,4,0,165.4,361.0,361.0,0.01,361.0,0.0,1972436.0,0.0,0,0,0.0,0.3,6637919,6637917,0,3,1972436.0_3_0.0
6,1,2,4,18,6637917,361.0,362.1,362.1,0.0493,361.0,31.899999999999977,1972436.0,0.0,0,1,150.0,1.1,6637917,6637917,0,4,1972436.0_4_0.0
7,2,1,18,5,0,362.1,394.0,394.0,0.01,394.0,0.0,1972436.0,0.0,0,0,0.0,1.9,6637917,6637918,0,5,1972436.0_5_0.0
8,1,5,5,19,6637918,394.0,395.6,395.6,0.0493,394.0,132.39999999999998,1972436.0,0.0,0,1,150.0,1.6,6637918,6637918,0,6,1972436.0_6_0.0
10,5,1,6,20,6637918,528.0,529.9,529.9,0.0493,528.0,70.10000000000002,1972436.0,0.0,0,1,150.0,1.9,6637918,6637918,0,6,1972436.0_6_0.0
12,1,6,7,21,6637918,600.0,603.5,603.5,0.0493,600.0,80.5,1972436.0,0.0,0,1,150.0,3.5,6637918,6637918,0,6,1972436.0_6_0.0
14,6,1,8,22,6637918,684.0,687.5,687.5,0.0493,684.0,40.5,1972436.0,0.0,0,1,150.0,3.5,6637918,6637918,0,6,1972436.0_6_0.0
16,1,4,9,23,6637918,728.0,728.7,728.7,0.0493,728.0,10.299999999999955,1972436.0,0.0,0,1,150.0,0.7,6637918,6637918,0,6,1972436.0_6_0.0
18,4,1,10,24,6637918,739.0,740.3,740.3,0.0493,739.0,105.70000000000005,1972436.0,0.0,0,1,150.0,1.3,6637918,6637918,0,6,1972436.0_6_0.0
19,1,2,24,11,0,740.3,846.0,846.0,0.01,846.0,0.0,1972436.0,0.0,0,0,0.0,2.0,6637918,6637917,0,7,1972436.0_7_0.0
20,2,1,11,25,6637917,846.0,849.1,849.1,0.0493,846.0,93.89999999999998,1972436.0,0.0,0,1,150.0,3.1,6637917,6637917,0,8,1972436.0_8_0.0
21,1,18,25,12,0,849.1,943.0,943.0,0.01,943.0,0.0,1972436.0,0.0,0,0,0.0,8.5,6637917,6637919,0,9,1972436.0_9_0.0
22,18,1,12,26,6637919,943.0,949.4,949.4,0.0329,943.0,20.600000000000023,1972436.0,0.0,0,1,150.0,6.4,6637919,6637919,0,10,1972436.0_10_0.0
23,1,1,26,13,0,949.4,970.0,970.0,0.01,970.0,0.0,1972436.0,0.0,0,0,0.0,0.3,6637919,6637917,0,11,1972436.0_11_0.0
24,1,6,13,27,6637917,970.0,973.6,973.6,0.0493,970.0,118.39999999999998,1972436.0,0.0,0,1,150.0,3.6,6637917,6637917,0,12,1972436.0_12_0.0
26,6,1,14,28,6637917,1092.0,1096.3,1096.3,0.0493,1092.0,343.70000000000005,1972436.0,0.0,0,1,150.0,4.3,6637917,6637917,0,12,1972436.0_12_0.0
0,12,8,1,8,4786610,4.0,7.1,7.1,0.0368,4.0,609.9,1486880.0,0.0,0,1,150.0,3.1,4786610,4786610,0,0,1486880.0_0_0.0
2,8,12,2,9,4786610,617.0,619.6,619.6,0.0368,617.0,333.4,1486880.0,0.0,0,1,150.0,2.6,4786610,4786610,0,0,1486880.0_0_0.0
3,12,12,9,3,0,619.6,953.0,953.0,0.01,953.0,0.0,1486880.0,0.0,0,0,0.0,4.1,4786610,4786611,0,1,1486880.0_1_0.0
4,12,5,3,10,4786611,953.0,959.3,959.3,0.0368,953.0,132.70000000000005,1486880.0,0.0,0,1,150.0,6.3,4786611,4786611,0,2,1486880.0_2_0.0
6,5,12,4,11,4786611,1092.0,1096.6,1096.6,0.0368,1092.0,78.40000000000009,1486880.0,0.0,0,1,150.0,4.6,4786611,4786611,0,2,1486880.0_2_0.0
8,12,3,5,12,4786611,1175.0,1181.9,1181.9,0.0368,1175.0,14.099999999999909,1486880.0,0.0,0,1,150.0,6.9,4786611,4786611,0,2,1486880.0_2_0.0
10,3,17,6,13,4786611,1196.0,1201.4,1201.4,0.0368,1196.0,184.5999999999999,1486880.0,0.0,0,1,150.0,5.4,4786611,4786611,0,2,1486880.0_2_0.0
12,17,12,7,14,4786611,1386.0,1391.1,1391.1,0.0368,1386.0,48.90000000000009,1486880.0,0.0,0,1,150.0,5.1,4786611,4786611,0,2,1486880.0_2_0.0
0,1,16,1,15,9134990,6.0,11.7,11.7,0.1209,6.0,202.3,3118656.0,0.0,0,1,150.0,5.7,9134990,9134990,0,0,3118656.0_0_0.0
2,16,1,2,16,9134990,214.0,221.79999999999998,221.8,0.1209,214.0,20.19999999999999,3118656.0,0.0,0,1,150.0,7.8,9134990,9134990,0,0,3118656.0_0_0.0
4,1,8,3,17,9134990,242.0,245.0,245.0,0.1209,242.0,32.0,3118656.0,0.0,0,1,150.0,3.0,9134990,9134990,0,0,3118656.0_0_0.0
6,8,5,4,18,9134990,277.0,280.8,280.8,0.1209,277.0,15.199999999999989,3118656.0,0.0,0,1,150.0,3.8,9134990,9134990,0,0,3118656.0_0_0.0
8,5,1,5,19,9134990,296.0,297.8,297.8,0.1209,296.0,44.19999999999999,3118656.0,0.0,0,1,150.0,1.8,9134990,9134990,0,0,3118656.0_0_0.0
10,1,1,6,7,9134990,341.70000000000016,342.0000000000001,362.0,0.1209,342.0,0.0,3118656.0,0.0,1,1,150.0,0.3,9134990,9134991,0,1,3118656.0_1_0.0
11,1,5,7,20,9134991,342.0000000000001,343.6,343.6,0.1209,362.0,18.399999999999977,3118656.0,0.0,0,1,150.0,1.6,9134991,9134990,0,2,3118656.0_2_0.0
12,5,5,20,21,9134991,343.6,344.4000000000001,363.6,0.1209,362.0,39.39999999999998,3118656.0,0.0,0,0,0.0,0.3,9134990,9134991,0,3,3118656.0_3_0.0
14,5,15,8,22,9134991,402.99999999999994,405.79999999999995,405.8,0.1209,403.0,8.199999999999989,3118656.0,0.0,0,1,150.0,2.8,9134991,9134991,0,4,3118656.0_4_0.0
16,15,1,9,23,9134991,413.99999999999994,420.3,420.3,0.1209,414.0,173.7,3118656.0,0.0,0,1,150.0,6.3,9134991,9134991,0,4,3118656.0_4_0.0
18,1,18,10,24,9134991,594.0,602.1,602.1,0.1209,594.0,64.89999999999998,3118656.0,0.0,0,1,150.0,8.1,9134991,9134991,0,4,3118656.0_4_0.0
20,18,1,11,25,9134991,667.0,673.6,673.6,0.1209,667.0,264.4,3118656.0,0.0,0,1,150.0,6.6,9134991,9134991,0,4,3118656.0_4_0.0
21,1,5,25,12,0,673.6,938.0000000000001,938.0,0.01,938.0,0.0,3118656.0,0.0,0,0,0.0,1.9,9134991,9134990,0,5,3118656.0_5_0.0
22,5,1,12,26,9134990,938.0000000000001,940.4999999999999,940.5,0.1209,938.0,40.5,3118656.0,0.0,0,1,150.0,2.5,9134990,9134990,0,6,3118656.0_6_0.0
23,1,1,26,13,0,940.4999999999999,981.0,981.0,0.01,981.0,0.0,3118656.0,0.0,0,0,0.0,0.3,9134990,9134991,0,7,3118656.0_7_0.0
24,1,2,13,27,9134991,981.0,982.2,982.2,0.1209,981.0,75.79999999999995,3118656.0,0.0,0,1,150.0,1.2,9134991,9134991,0,8,3118656.0_8_0.0
26,2,1,14,28,9134991,1058.0,1060.1,1060.1,0.1209,1058.0,379.9000000000001,3118656.0,0.0,0,1,150.0,2.1,9134991,9134991,0,8,3118656.0_8_0.0
0,8,20,1,3,938460,6.0,12.3,12.3,0.0631,6.0,119.7,364695.0,0.0,0,1,150.0,6.3,938460,938460,0,0,364695.0_0_0.0
2,20,8,2,4,938460,132.0,136.2,136.2,0.0631,132.0,1303.8,364695.0,0.0,0,1,150.0,4.2,938460,938460,0,0,364695.0_0_0.0
0,15,1,1,9,1992867,6.0,12.4,12.4,0.0327,6.0,761.6,584674.0,0.0,0,1,150.0,6.4,1992867,1992867,0,0,584674.0_0_0.0
1,1,15,9,2,0,12.4,774.0,774.0,0.01,774.0,0.0,584674.0,0.0,0,0,0.0,4.7,1992867,1992866,0,1,584674.0_1_0.0
2,15,1,2,10,1992866,774.0,781.5,781.5,0.0327,774.0,34.5,584674.0,0.0,0,1,150.0,7.5,1992866,1992866,0,2,584674.0_2_0.0
4,1,15,3,11,1992866,816.0,821.7,821.7,0.0327,816.0,64.29999999999995,584674.0,0.0,0,1,150.0,5.7,1992866,1992866,0,2,584674.0_2_0.0
5,15,1,11,4,0,821.7,886.0,886.0,0.01,886.0,0.0,584674.0,0.0,0,0,0.0,7.6,1992866,1992867,0,3,584674.0_3_0.0
6,1,15,4,12,1992867,886.0,891.9,891.9,0.0327,886.0,91.10000000000002,584674.0,0.0,0,1,150.0,5.9,1992867,1992867,0,4,584674.0_4_0.0
7,15,15,12,5,0,891.9,983.0,983.0,0.01,983.0,0.0,584674.0,0.0,0,0,0.0,3.5,1992867,1992866,0,5,584674.0_5_0.0
8,15,14,5,13,1992866,983.0,993.0,993.0,0.0327,983.0,101.0,584674.0,0.0,0,1,150.0,10.0,1992866,1992866,0,6,584674.0_6_0.0
10,14,15,6,14,1992866,1094.0,1100.5,1100.5,0.0327,1094.0,70.5,584674.0,0.0,0,1,150.0,6.5,1992866,1992866,0,6,584674.0_6_0.0
12,15,12,7,15,1992866,1171.0,1179.6,1179.6,0.0327,1171.0,30.40000000000009,584674.0,0.0,0,1,150.0,8.6,1992866,1992866,0,6,584674.0_6_0.0
14,12,15,8,16,1992866,1210.0,1220.1,1220.1,0.0327,1210.0,219.9000000000001,584674.0,0.0,0,1,150.0,10.1,1992866,1992866,0,6,584674.0_6_0.0
0,18,10,1,11,7657616,165.0,173.8,173.8,0.2121,165.0,398.2,2238716.0,0.0,0,1,150.0,8.8,7657616,7657616,0,0,2238716.0_0_0.0
2,10,18,2,12,7657616,572.0,580.4,580.4,0.2121,572.0,23.600000000000023,2238716.0,0.0,0,1,150.0,8.4,7657616,7657616,0,0,2238716.0_0_0.0
4,18,1,3,13,7657616,604.0,610.6,610.6,0.2121,604.0,7.399999999999977,2238716.0,0.0,0,1,150.0,6.6,7657616,7657616,0,0,2238716.0_0_0.0
6,1,14,4,14,7657616,618.0,624.8,624.8,0.2121,618.0,29.200000000000045,2238716.0,0.0,0,1,150.0,6.8,7657616,7657616,0,0,2238716.0_0_0.0
8,14,5,5,15,7657616,654.0,657.7,657.7,0.2121,654.0,13.299999999999955,2238716.0,0.0,0,1,150.0,3.7,7657616,7657616,0,0,2238716.0_0_0.0
10,5,18,6,16,7657616,671.0,676.8,676.8,0.2121,671.0,198.20000000000005,2238716.0,0.0,0,1,150.0,5.8,7657616,7657616,0,0,2238716.0_0_0.0
11,18,18,16,7,0,676.8,875.0,875.0,0.01,875.0,0.0,2238716.0,0.0,0,0,0.0,3.2,7657616,7657617,0,1,2238716.0_1_0.0
12,18,13,7,17,7657617,875.0,883.1,883.1,0.2121,875.0,16.899999999999977,2238716.0,0.0,0,1,150.0,8.1,7657617,7657617,0,2,2238716.0_2_0.0
14,13,18,8,18,7657617,900.0,903.9,903.9,0.2121,900.0,50.10000000000002,2238716.0,0.0,0,1,150.0,3.9,7657617,7657617,0,2,2238716.0_2_0.0
16,18,5,9,19,7657617,954.0,961.3,961.3,0.2121,954.0,185.70000000000005,2238716.0,0.0,0,1,150.0,7.3,7657617,7657617,0,2,2238716.0_2_0.0
18,5,18,10,20,7657617,1147.0,1153.4,1153.4,0.2121,1147.0,286.5999999999999,2238716.0,0.0,0,1,150.0,6.4,7657617,7657617,0,2,2238716.0_2_0.0
0,12,2,1,13,2113028,8.0,13.2,13.2,0.3063,8.0,107.8,644755.0,0.0,0,1,150.0,5.2,2113028,2113028,0,0,644755.0_0_0.0
2,2,12,2,14,2113028,121.0,125.4,125.4,0.3063,121.0,30.599999999999994,644755.0,0.0,0,1,150.0,4.4,2113028,2113028,0,0,644755.0_0_0.0
4,12,8,3,15,2113028,156.0,159.1,159.1,0.3063,156.0,190.9,644755.0,0.0,0,1,150.0,3.1,2113028,2113028,0,0,644755.0_0_0.0
5,8,12,15,4,0,159.1,350.0,350.0,0.01,350.0,0.0,644755.0,0.0,0,0,0.0,4.9,2113028,2113029,0,1,644755.0_1_0.0
6,12,18,4,16,2113029,350.0,354.1,354.1,0.3063,350.0,181.89999999999998,644755.0,0.0,0,1,150.0,4.1,2113029,2113029,0,2,644755.0_2_0.0
8,18,12,5,17,2113029,536.0,542.4,542.4,0.3063,536.0,161.60000000000002,644755.0,0.0,0,1,150.0,6.4,2113029,2113029,0,2,644755.0_2_0.0
9,12,8,17,6,0,542.4,704.0,704.0,0.01,704.0,0.0,644755.0,0.0,0,0,0.0,3.5,2113029,2113028,0,3,644755.0_3_0.0
10,8,9,6,18,2113028,704.0,709.2,709.2,0.3063,704.0,80.79999999999995,644755.0,0.0,0,1,150.0,5.2,2113028,2113028,0,4,644755.0_4_0.0
12,9,20,7,19,2113028,790.0,793.0,793.0,0.3063,790.0,94.0,644755.0,0.0,0,1,150.0,3.0,2113028,2113028,0,4,644755.0_4_0.0
14,20,12,8,20,2113028,887.0,891.6,891.6,0.3063,887.0,24.399999999999977,644755.0,0.0,0,1,150.0,4.6,2113028,2113028,0,4,644755.0_4_0.0
16,12,19,9,21,2113028,916.0,923.8,923.8,0.3063,916.0,86.20000000000005,644755.0,0.0,0,1,150.0,7.8,2113028,2113028,0,4,644755.0_4_0.0
18,19,12,10,22,2113028,1010.0,1011.9,1011.9,0.3063,1010.0,16.100000000000023,644755.0,0.0,0,1,150.0,1.9,2113028,2113028,0,4,644755.0_4_0.0
20,12,20,11,23,2113028,1028.0,1032.4,1032.4,0.3063,1028.0,164.5999999999999,644755.0,0.0,0,1,150.0,4.4,2113028,2113028,0,4,644755.0_4_0.0
22,20,12,12,24,2113028,1197.0,1201.6,1201.6,0.3063,1197.0,238.4000000000001,644755.0,0.0,0,1,150.0,4.6,2113028,2113028,0,4,644755.0_4_0.0
0,16,5,1,5,4592114,8.0,12.7,12.7,0.068,8.0,494.3,1438256.0,0.0,0,1,150.0,4.7,4592114,4592114,0,0,1438256.0_0_0.0
2,5,16,2,6,4592114,507.0,510.9,510.9,0.068,507.0,53.10000000000002,1438256.0,0.0,0,1,150.0,3.9,4592114,4592114,0,0,1438256.0_0_0.0
3,16,16,6,3,0,510.9,564.0,564.0,0.01,564.0,0.0,1438256.0,0.0,0,0,0.0,2.0,4592114,4592115,0,1,1438256.0_1_0.0
4,16,18,3,7,4592115,564.0,567.1,567.1,0.068,564.0,118.89999999999998,1438256.0,0.0,0,1,150.0,3.1,4592115,4592115,0,2,1438256.0_2_0.0
6,18,16,4,8,4592115,686.0,690.3,690.3,0.068,686.0,749.7,1438256.0,0.0,0,1,150.0,4.3,4592115,4592115,0,2,1438256.0_2_0.0
0,1,2,1,3,1908052,262.0,263.1,263.1,0.0441,262.0,632.9,555240.0,0.0,0,1,150.0,1.1,1908052,1908052,0,0,555240.0_0_0.0
2,2,1,2,4,1908052,896.0,898.0,898.0,0.0441,896.0,542.0,555240.0,0.0,0,1,150.0,2.0,1908052,1908052,0,0,555240.0_0_0.0
0,3,5,1,10,4065427,14.0,15.1,15.1,0.3735,14.0,63.9,1265701.0,0.0,0,1,150.0,1.1,4065427,4065427,0,0,1265701.0_0_0.0
2,5,16,2,11,4065427,79.0,86.1,86.1,0.3735,79.0,315.9,1265701.0,0.0,0,1,150.0,7.1,4065427,4065427,0,0,1265701.0_0_0.0
4,16,3,3,12,4065427,402.0,407.6,407.6,0.3735,402.0,79.39999999999998,1265701.0,0.0,0,1,150.0,5.6,4065427,4065427,0,0,1265701.0_0_0.0
5,3,3,12,4,0,407.6,487.0,487.0,0.01,487.0,0.0,1265701.0,0.0,0,0,0.0,0.6,4065427,4065428,0,1,1265701.0_1_0.0
6,3,2,4,13,4065428,487.0,487.6,487.6,0.3735,487.0,273.4,1265701.0,0.0,0,1,150.0,0.6,4065428,4065428,1,2,1265701.0_2_0.0
8,2,3,5,14,4065428,761.0,761.5,761.5,0.3735,761.0,127.5,1265701.0,0.0,0,1,150.0,0.5,4065428,4065428,1,3,1265701.0_3_0.0
9,3,3,14,6,0,761.5,889.0,889.0,0.01,889.0,0.0,1265701.0,0.0,0,0,0.0,0.8,4065428,4065427,0,4,1265701.0_4_0.0
10,3,16,6,15,4065427,889.0,893.8,893.8,0.3735,889.0,105.20000000000005,1265701.0,0.0,0,1,150.0,4.8,4065427,4065427,0,5,1265701.0_5_0.0
11,16,3,15,7,0,893.8,999.0,999.0,0.01,999.0,0.0,1265701.0,0.0,0,0,0.0,5.3,4065427,4065428,0,6,1265701.0_6_0.0
12,3,1,7,16,4065428,999.0,1001.9,1001.9,0.3735,999.0,39.10000000000002,1265701.0,0.0,0,1,150.0,2.9,4065428,4065428,0,7,1265701.0_7_0.0
13,1,16,16,8,0,1001.9,1041.0,1041.0,0.01,1041.0,0.0,1265701.0,0.0,0,0,0.0,7.0,4065428,4065427,0,8,1265701.0_8_0.0
14,16,3,8,17,4065427,1041.0,1046.3,1046.3,0.3735,1041.0,138.70000000000005,1265701.0,0.0,0,1,150.0,5.3,4065427,4065427,0,9,1265701.0_9_0.0
15,3,1,17,9,0,1046.3,1185.0,1185.0,0.01,1185.0,0.0,1265701.0,0.0,0,0,0.0,2.8,4065427,4065428,0,10,1265701.0_10_0.0
16,1,3,9,18,4065428,1185.0,1186.2,1186.2,0.3735,1185.0,253.79999999999995,1265701.0,0.0,0,1,150.0,1.2,4065428,4065428,0,11,1265701.0_11_0.0
0,7,7,1,15,6925741,14.000000000000002,18.8,18.8,0.4723,14.0,265.2,2066991.0,0.0,0,1,150.0,4.8,6925741,6925741,0,0,2066991.0_0_0.0
2,7,12,2,16,6925741,284.0,290.7,290.7,0.4723,284.0,55.30000000000001,2066991.0,0.0,0,1,150.0,6.7,6925741,6925741,0,1,2066991.0_1_0.0
4,12,7,3,17,6925741,335.3999999999995,336.7999999999995,347.4,0.4723,346.0,2.6000000000000227,2066991.0,0.0,0,1,150.0,1.4,6925741,6925741,0,1,2066991.0_1_0.0
6,7,12,5,19,6925741,341.89999999999986,348.59999999999985,379.7,0.4723,373.0,16.30000000000001,2066991.0,0.0,0,1,150.0,6.7,6925741,6925741,0,1,2066991.0_1_0.0
7,12,7,19,4,0,348.59999999999985,350.0,350.0,0.01,396.0,0.0,2066991.0,0.0,0,0,0.0,1.4,6925741,6925742,0,2,2066991.0_2_0.0
8,7,17,4,18,6925742,350.0,355.3,355.3,0.4723,350.0,17.69999999999999,2066991.0,0.0,0,1,150.0,5.3,6925742,6925742,0,3,2066991.0_3_0.0
9,17,12,18,7,0,355.3,389.69999999999993,399.0,0.01,373.0,0.0,2066991.0,0.0,0,0,0.0,5.2,6925742,6925741,0,4,2066991.0_4_0.0
10,12,7,7,21,6925741,389.69999999999993,391.0999999999999,400.4,0.4723,399.0,55.60000000000002,2066991.0,0.0,0,1,150.0,1.4,6925741,6925741,0,5,2066991.0_5_0.0
11,7,17,21,6,0,391.0999999999999,396.0,396.0,0.01,456.0,0.0,2066991.0,0.0,0,0,0.0,4.9,6925741,6925742,0,6,2066991.0_6_0.0
12,17,5,6,20,6925742,396.0,400.2,400.2,0.4723,396.0,0.0,2066991.0,0.0,0,1,150.0,4.2,6925742,6925742,0,7,2066991.0_7_0.0
14,5,7,8,22,6925742,456.00000000000006,458.8,458.8,0.4723,456.0,82.19999999999999,2066991.0,0.0,0,1,150.0,2.8,6925742,6925742,0,7,2066991.0_7_0.0
15,7,7,22,9,0,458.8,541.0,541.0,0.01,541.0,0.0,2066991.0,0.0,0,0,0.0,5.3,6925742,6925741,0,8,2066991.0_8_0.0
16,7,2,9,23,6925741,541.0,547.6,547.6,0.4723,541.0,93.39999999999998,2066991.0,0.0,0,1,150.0,6.6,6925741,6925741,0,9,2066991.0_9_0.0
17,2,7,23,10,0,547.6,641.0,641.0,0.01,641.0,0.0,2066991.0,0.0,0,0,0.0,4.0,6925741,6925742,0,10,2066991.0_10_0.0
18,7,18,10,24,6925742,641.0,648.0,648.0,0.4723,641.0,240.0,2066991.0,0.0,0,1,150.0,7.0,6925742,6925742,0,11,2066991.0_11_0.0
20,18,7,11,25,6925742,888.0000000000001,892.7999999999998,892.8,0.4723,888.0,125.20000000000005,2066991.0,0.0,0,1,150.0,4.8,6925742,6925742,0,11,2066991.0_11_0.0
22,7,8,12,26,6925742,1018.0,1020.1999999999999,1020.2,0.4723,1018.0,30.799999999999955,2066991.0,0.0,0,1,150.0,2.2,6925742,6925742,0,11,2066991.0_11_0.0
24,8,7,13,27,6925742,1051.0,1051.5,1051.5,0.4723,1051.0,31.5,2066991.0,0.0,0,1,150.0,0.5,6925742,6925742,0,11,2066991.0_11_0.0
25,7,2,27,14,0,1051.5,1083.0,1083.0,0.01,1083.0,0.0,2066991.0,0.0,0,0,0.0,6.0,6925742,6925741,0,12,2066991.0_12_0.0
26,2,7,14,28,6925741,1083.0,1087.5,1087.5,0.4723,1083.0,352.5,2066991.0,0.0,0,1,150.0,4.5,6925741,6925741,0,13,2066991.0_13_0.0
0,13,14,1,10,9569740,15.0,21.2,21.2,0.0681,15.0,18.8,3308483.0,0.0,0,1,150.0,6.2,9569740,9569740,0,0,3308483.0_0_0.0
2,14,17,2,11,9569740,40.0,40.6,40.6,0.0681,40.0,76.4,3308483.0,0.0,0,1,150.0,0.6,9569740,9569740,0,0,3308483.0_0_0.0
4,17,18,3,12,9569740,117.0,119.1,119.1,0.0681,117.0,669.9,3308483.0,0.0,0,1,150.0,2.1,9569740,9569740,0,0,3308483.0_0_0.0
6,18,13,4,13,9569740,789.0,797.1,797.1,0.0681,789.0,20.899999999999977,3308483.0,0.0,0,1,150.0,8.1,9569740,9569740,0,0,3308483.0_0_0.0
7,13,13,13,5,0,797.1,818.0,818.0,0.01,818.0,0.0,3308483.0,0.0,0,0,0.0,5.0,9569740,9569739,0,1,3308483.0_1_0.0
8,13,3,5,14,9569739,818.0,824.0,824.0,0.0681,818.0,0.0,3308483.0,0.0,0,1,150.0,6.0,9569739,9569739,0,2,3308483.0_2_0.0
9,3,13,14,6,0,824.0,826.5999999999999,820.0,0.01,820.0,0.0,3308483.0,0.0,0,0,0.0,2.6,9569739,9569740,0,3,3308483.0_3_0.0
10,13,14,6,15,9569740,826.5999999999999,832.8,826.2,0.0681,820.0,48.799999999999955,3308483.0,0.0,0,1,150.0,6.2,9569740,9569740,0,4,3308483.0_4_0.0
12,14,16,7,16,9569740,875.0,877.2,877.2,0.0681,875.0,180.79999999999995,3308483.0,0.0,0,1,150.0,2.2,9569740,9569740,0,4,3308483.0_4_0.0
14,16,3,8,9,9569740,1058.0,1063.3,1093.0,0.0681,1058.0,0.0,3308483.0,0.0,1,1,150.0,5.3,9569740,9569739,0,4,3308483.0_4_0.0
15,3,13,9,18,9569739,1063.3,1066.0,1095.7,0.0681,1093.0,344.29999999999995,3308483.0,0.0,0,1,150.0,2.7,9569739,9569739,0,5,3308483.0_5_0.0
16,13,13,18,17,9569740,1066.0,1070.9,1067.2,0.0681,1440.0,25.799999999999955,3308483.0,0.0,0,0,0.0,4.9,9569739,9569740,0,6,3308483.0_6_0.0
0,10,3,1,8,2402975,16.0,21.7,21.7,0.1162,16.0,131.3,763755.0,0.0,0,1,150.0,5.7,2402975,2402975,0,0,763755.0_0_0.0
2,3,7,2,9,2402975,153.0,156.8,156.8,0.1162,153.0,65.19999999999999,763755.0,0.0,0,1,150.0,3.8,2402975,2402975,0,0,763755.0_0_0.0
3,7,10,9,3,0,156.8,222.0,222.0,0.01,222.0,0.0,763755.0,0.0,0,0,0.0,4.6,2402975,2402974,0,1,763755.0_1_0.0
4,10,10,3,10,2402974,222.0,227.5,227.5,0.1162,222.0,512.5,763755.0,0.0,0,1,150.0,5.5,2402974,2402974,0,2,763755.0_2_0.0
6,10,9,4,11,2402974,740.0,740.4,740.4,0.1162,740.0,26.600000000000023,763755.0,0.0,0,1,150.0,0.4,2402974,2402974,0,3,763755.0_3_0.0
7,9,7,11,5,0,740.4,767.0,767.0,0.01,767.0,0.0,763755.0,0.0,0,0,0.0,2.4,2402974,2402975,0,4,763755.0_4_0.0
8,7,10,5,12,2402975,767.0,771.9,771.9,0.1162,767.0,19.100000000000023,763755.0,0.0,0,1,150.0,4.9,2402975,2402975,0,5,763755.0_5_0.0
9,10,9,12,6,0,771.9,791.0,791.0,0.01,791.0,0.0,763755.0,0.0,0,0,0.0,0.4,2402975,2402974,0,6,763755.0_6_0.0
10,9,19,6,13,2402974,791.0,794.7,794.7,0.1162,791.0,32.299999999999955,763755.0,0.0,0,1,150.0,3.7,2402974,2402974,0,7,763755.0_7_0.0
12,19,10,7,14,2402974,827.0,840.9,840.9,0.1162,827.0,599.1,763755.0,0.0,0,1,150.0,13.9,2402974,2402974,0,7,763755.0_7_0.0
0,17,17,1,13,6928437,17.0,20.7,20.7,0.0296,17.0,103.3,2067665.0,0.0,0,1,150.0,3.7,6928437,6928437,0,0,2067665.0_0_0.0
2,17,18,2,14,6928437,124.0,126.1,126.1,0.0296,124.0,39.900000000000006,2067665.0,0.0,0,1,150.0,2.1,6928437,6928437,0,1,2067665.0_1_0.0
4,18,8,3,15,6928437,166.0,174.9,174.9,0.0296,166.0,20.099999999999994,2067665.0,0.0,0,1,150.0,8.9,6928437,6928437,0,1,2067665.0_1_0.0
6,8,17,4,16,6928437,195.0,198.7,198.7,0.0296,195.0,462.3,2067665.0,0.0,0,1,150.0,3.7,6928437,6928437,0,1,2067665.0_1_0.0
7,17,17,16,5,0,198.7,661.0,661.0,0.01,661.0,0.0,2067665.0,0.0,0,0,0.0,3.7,6928437,6928438,0,2,2067665.0_2_0.0
