,orig_zone,dest_zone,orig_node_index,dest_node_index,person_id,origin_arrival_time,dest_arrival_time,dest_expected_arrival_time,value_of_time,start_time,Activity_Time,hh_id,hh_vehicle_id,shared_ride_flag,pickup_trip_flag,transit_utility,car_utility,orig_traveler,dest_traveler,intrasuperzone_flag,seg_index,veh_seg_index
6,7,10,4,8,3753250,1354.0,1360.2,1360.2,0.4717,1354.0,79.79999999999995,1114304.0,0.0,0,1,150.0,6.2,3753250,3753250,0,6,1114304.0_6_0.0
0,11,7,1,8,4786387,191.0,194.2,194.2,0.2808,191.0,114.80000000000001,1486824.0,0.0,0,1,150.0,3.2,4786387,4786387,0,0,1486824.0_0_0.0
1,7,11,8,2,0,194.2,308.99998436510583,309.0,0.01,309.0,0.0,1486824.0,0.0,0,0,0.0,4.6,4786387,4786386,0,1,1486824.0_1_0.0
2,11,10,2,9,4786386,308.99998436510583,312.1999843651058,312.2,0.2808,309.0,2.8000000000000114,1486824.0,0.0,0,1,150.0,3.2,4786386,4786386,0,2,1486824.0_2_0.0
4,10,18,3,10,4786386,315.0,322.6,322.6,0.2808,315.0,374.4,1486824.0,0.0,0,1,150.0,7.6,4786386,4786386,0,2,1486824.0_2_0.0
5,18,7,10,4,0,322.6,697.0,697.0,0.01,697.0,0.0,1486824.0,0.0,0,0,0.0,8.1,4786386,4786387,0,3,1486824.0_3_0.0
6,7,10,4,11,4786387,697.0,701.9,701.9,0.2808,697.0,21.100000000000023,1486824.0,0.0,0,1,150.0,4.9,4786387,4786387,0,4,1486824.0_4_0.0
8,10,2,5,12,4786387,723.0,730.5,730.5,0.2808,723.0,8.5,1486824.0,0.0,0,1,150.0,7.5,4786387,4786387,0,4,1486824.0_4_0.0
10,2,11,7,14,4786387,731.0,739.7,753.7,0.2808,745.0,686.3,1486824.0,0.0,0,1,150.0,8.7,4786387,4786387,0,4,1486824.0_4_0.0
11,11,18,14,6,0,739.7,749.8,739.0,0.01,1440.0,0.0,1486824.0,0.0,0,0,0.0,10.1,4786387,4786386,0,5,1486824.0_5_0.0
12,18,11,6,13,4786386,749.8,754.5999999999999,743.8,0.2808,739.0,1.2000000000000455,1486824.0,0.0,0,1,150.0,4.8,4786386,4786386,0,6,1486824.0_6_0.0
0,12,20,1,6,4786682,191.0,195.3,195.3,0.0252,191.0,9.699999999999989,1486898.0,0.0,0,1,150.0,4.3,4786682,4786682,0,0,1486898.0_0_0.0
2,20,19,2,7,4786682,205.0,205.2,205.2,0.0252,205.0,9.800000000000011,1486898.0,0.0,0,1,150.0,0.2,4786682,4786682,0,0,1486898.0_0_0.0
4,19,4,3,8,4786682,215.0,219.9,219.9,0.0252,215.0,33.099999999999994,1486898.0,0.0,0,1,150.0,4.9,4786682,4786682,0,0,1486898.0_0_0.0
6,4,10,4,9,4786682,253.0,259.0,259.0,0.0252,253.0,515.0,1486898.0,0.0,0,1,150.0,6.0,4786682,4786682,0,0,1486898.0_0_0.0
8,10,12,5,10,4786682,774.0,775.8,775.8,0.0252,774.0,664.2,1486898.0,0.0,0,1,150.0,1.8,4786682,4786682,0,0,1486898.0_0_0.0
0,13,6,1,20,4068128,190.01,196.01,197.0,0.0727,191.0,0.0,1266601.0,0.0,0,1,150.0,6.0,4068128,4068128,0,0,1266601.0_0_0.0
1,6,13,20,2,0,196.01,202.71000000000004,197.0,0.01,197.0,0.0,1266601.0,0.0,0,0,0.0,6.7,4068128,4068127,0,1,1266601.0_1_0.0
2,13,6,2,21,4068127,202.71000000000004,208.71000000000004,203.0,0.0727,197.0,2.0,1266601.0,0.0,0,1,150.0,6.0,4068127,4068127,0,2,1266601.0_2_0.0
4,6,4,3,22,4068127,208.71000000000004,211.71000000000004,208.0,0.0727,205.0,28.0,1266601.0,0.0,0,1,150.0,3.0,4068127,4068127,0,2,1266601.0_2_0.0
5,4,6,22,4,0,211.71000000000004,235.99999999999997,236.0,0.01,236.0,0.0,1266601.0,0.0,0,0,0.0,3.9,4068127,4068128,0,3,1266601.0_3_0.0
6,6,13,4,23,4068128,235.99999999999997,242.7,242.7,0.0727,236.0,27.30000000000001,1266601.0,0.0,0,1,150.0,6.7,4068128,4068128,0,4,1266601.0_4_0.0
8,13,14,5,24,4068128,270.0,276.2,276.2,0.0727,270.0,16.80000000000001,1266601.0,0.0,0,1,150.0,6.2,4068128,4068128,0,4,1266601.0_4_0.0
9,14,4,24,6,0,276.2,293.0,293.0,0.01,293.0,0.0,1266601.0,0.0,0,0,0.0,6.0,4068128,4068127,0,5,1266601.0_5_0.0
10,4,2,6,25,4068127,293.0,296.3,296.3,0.0727,293.0,26.69999999999999,1266601.0,0.0,0,1,150.0,3.3,4068127,4068127,0,6,1266601.0_6_0.0
11,2,14,25,7,0,296.3,323.0,323.0,0.01,323.0,0.0,1266601.0,0.0,0,0,0.0,4.5,4068127,4068128,0,7,1266601.0_7_0.0
12,14,13,7,26,4068128,323.0,326.3,326.3,0.0727,323.0,180.7,1266601.0,0.0,0,1,150.0,3.3,4068128,4068128,0,8,1266601.0_8_0.0
14,13,18,8,27,4068128,507.0,510.80000000000007,510.8,0.0727,507.0,929.2,1266601.0,0.0,0,1,150.0,3.8,4068128,4068128,0,8,1266601.0_8_0.0
0,18,13,9,28,4068128,591.0,599.1,599.1,0.0727,591.0,42.89999999999998,1266601.0,0.0,0,1,150.0,8.1,4068128,4068128,0,8,1266601.0_8_0.0
2,13,14,10,29,4068128,642.0,648.2,648.2,0.0727,642.0,10.799999999999955,1266601.0,0.0,0,1,150.0,6.2,4068128,4068128,0,8,1266601.0_8_0.0
4,14,13,11,30,4068128,659.0,663.1,663.1,0.0727,659.0,87.89999999999998,1266601.0,0.0,0,1,150.0,4.1,4068128,4068128,0,8,1266601.0_8_0.0
5,13,2,30,12,0,663.1,751.0,751.0,0.01,751.0,0.0,1266601.0,0.0,0,0,0.0,6.7,4068128,4068127,0,9,1266601.0_9_0.0
6,2,13,12,31,4068127,751.0,755.0,755.0,0.0727,751.0,87.0,1266601.0,0.0,0,1,150.0,4.0,4068127,4068127,0,10,1266601.0_10_0.0
8,13,9,13,32,4068127,842.0,847.3,847.3,0.0727,842.0,57.700000000000045,1266601.0,0.0,0,1,150.0,5.3,4068127,4068127,0,10,1266601.0_10_0.0
9,9,13,32,14,0,847.3,905.0,905.0,0.01,905.0,0.0,1266601.0,0.0,0,0,0.0,3.1,4068127,4068128,0,11,1266601.0_11_0.0
10,13,14,14,33,4068128,905.0,911.2,911.2,0.0727,905.0,128.79999999999995,1266601.0,0.0,0,1,150.0,6.2,4068128,4068128,0,12,1266601.0_12_0.0
12,14,13,15,34,4068128,1040.0,1045.0,1045.0,0.0727,1040.0,9.0,1266601.0,0.0,0,1,150.0,5.0,4068128,4068128,0,12,1266601.0_12_0.0
14,13,18,16,35,4068128,1054.0,1058.2,1058.2,0.0727,1054.0,6.7999999999999545,1266601.0,0.0,0,1,150.0,4.2,4068128,4068128,0,12,1266601.0_12_0.0
16,18,17,17,36,4068128,1065.0,1066.6,1066.6,0.0727,1065.0,15.400000000000091,1266601.0,0.0,0,1,150.0,1.6,4068128,4068128,0,12,1266601.0_12_0.0
17,17,9,36,18,0,1066.6,1082.0,1082.0,0.01,1082.0,0.0,1266601.0,0.0,0,0,0.0,3.3,4068128,4068127,0,13,1266601.0_13_0.0
18,9,13,18,37,4068127,1082.0,1088.4,1088.4,0.0727,1082.0,15.599999999999909,1266601.0,0.0,0,1,150.0,6.4,4068127,4068127,0,14,1266601.0_14_0.0
19,13,17,37,19,0,1088.4,1104.0,1104.0,0.01,1104.0,0.0,1266601.0,0.0,0,0,0.0,0.9,4068127,4068128,0,15,1266601.0_15_0.0
20,17,13,19,38,4068128,1104.0,1111.2,1111.2,0.0727,1104.0,328.79999999999995,1266601.0,0.0,0,1,150.0,7.2,4068128,4068128,0,16,1266601.0_16_0.0
0,18,7,1,4,6350656,191.0,199.1,199.1,0.111,191.0,234.9,1845027.0,0.0,0,1,150.0,8.1,6350656,6350656,0,0,1845027.0_0_0.0
1,7,18,4,2,0,199.1,434.0,434.0,0.01,434.0,0.0,1845027.0,0.0,0,0,0.0,6.0,6350656,6350657,0,1,1845027.0_1_0.0
2,18,18,2,5,6350657,434.0,436.9,436.9,0.111,434.0,373.1,1845027.0,0.0,0,1,150.0,2.9,6350657,6350657,0,2,1845027.0_2_0.0
3,18,7,5,3,0,436.9,810.0,810.0,0.01,810.0,0.0,1845027.0,0.0,0,0,0.0,8.1,6350657,6350656,0,3,1845027.0_3_0.0
4,7,18,3,6,6350656,810.0,817.2,817.2,0.111,810.0,622.8,1845027.0,0.0,0,1,150.0,7.2,6350656,6350656,0,4,1845027.0_4_0.0
0,19,5,1,7,5593063,191.0,195.5,195.5,0.0268,191.0,80.5,1669332.0,0.0,0,1,150.0,4.5,5593063,5593063,0,0,1669332.0_0_0.0
2,5,10,2,8,5593063,276.0,282.1,282.1,0.0268,276.0,416.9,1669332.0,0.0,0,1,150.0,6.1,5593063,5593063,0,0,1669332.0_0_0.0
4,10,14,3,9,5593063,699.0,708.7,708.7,0.0268,699.0,23.299999999999955,1669332.0,0.0,0,1,150.0,9.7,5593063,5593063,0,0,1669332.0_0_0.0
6,14,12,4,10,5593063,732.0,738.6,738.6,0.0268,732.0,25.399999999999977,1669332.0,0.0,0,1,150.0,6.6,5593063,5593063,0,0,1669332.0_0_0.0
8,12,6,5,11,5593063,764.0,770.5,770.5,0.0268,764.0,24.5,1669332.0,0.0,0,1,150.0,6.5,5593063,5593063,0,0,1669332.0_0_0.0
10,6,19,6,12,5593063,795.0,800.1,800.1,0.0268,795.0,639.9,1669332.0,0.0,0,1,150.0,5.1,5593063,5593063,0,0,1669332.0_0_0.0
0,19,20,1,14,9914031,191.0,194.4,194.4,0.1495,191.0,105.6,3430518.0,0.0,0,1,150.0,3.4,9914031,9914031,0,0,3430518.0_0_0.0
1,20,19,14,2,0,194.4,300.0,300.0,0.01,300.0,0.0,3430518.0,0.0,0,0,0.0,0.2,9914031,9914032,0,1,3430518.0_1_0.0
2,19,20,2,15,9914032,300.0,303.4,303.4,0.1495,300.0,11.600000000000023,3430518.0,0.0,0,1,150.0,3.4,9914032,9914032,0,2,3430518.0_2_0.0
3,20,20,15,3,0,303.4,315.0,315.0,0.01,315.0,0.0,3430518.0,0.0,0,0,0.0,1.0,9914032,9914031,0,3,3430518.0_3_0.0
4,20,19,3,16,9914031,315.0,315.2,315.2,0.1495,315.0,103.80000000000001,3430518.0,0.0,0,1,150.0,0.2,9914031,9914031,0,4,3430518.0_4_0.0
6,19,20,4,17,9914031,419.0,422.4,422.4,0.1495,419.0,29.600000000000023,3430518.0,0.0,0,1,150.0,3.4,9914031,9914031,0,4,3430518.0_4_0.0
7,20,20,17,5,0,422.4,452.0,452.0,0.01,452.0,0.0,3430518.0,0.0,0,0,0.0,1.0,9914031,9914032,0,5,3430518.0_5_0.0
8,20,19,5,18,9914032,452.0,452.2,452.2,0.1495,452.0,79.80000000000001,3430518.0,0.0,0,1,150.0,0.2,9914032,9914032,0,6,3430518.0_6_0.0
9,19,20,18,6,0,452.2,532.0,532.0,0.01,532.0,0.0,3430518.0,0.0,0,0,0.0,3.4,9914032,9914031,0,7,3430518.0_7_0.0
10,20,18,6,19,9914031,532.0,536.0,536.0,0.1495,532.0,11.0,3430518.0,0.0,0,1,150.0,4.0,9914031,9914031,0,8,3430518.0_8_0.0
12,18,19,7,20,9914031,547.0,549.8,549.8,0.1495,547.0,139.20000000000005,3430518.0,0.0,0,1,150.0,2.8,9914031,9914031,0,8,3430518.0_8_0.0
13,19,19,20,8,0,549.8,689.0,689.0,0.01,689.0,0.0,3430518.0,0.0,0,0,0.0,3.7,9914031,9914032,0,9,3430518.0_9_0.0
14,19,15,8,21,9914032,689.0,691.3,691.3,0.1495,689.0,15.700000000000045,3430518.0,0.0,0,1,150.0,2.3,9914032,9914032,0,10,3430518.0_10_0.0
16,15,17,9,22,9914032,707.0,712.6,712.6,0.1495,707.0,12.399999999999977,3430518.0,0.0,0,1,150.0,5.6,9914032,9914032,0,10,3430518.0_10_0.0
18,17,19,10,23,9914032,725.0,730.9,730.9,0.1495,725.0,79.10000000000002,3430518.0,0.0,0,1,150.0,5.9,9914032,9914032,0,10,3430518.0_10_0.0
19,19,19,23,11,0,730.9,810.0,810.0,0.01,810.0,0.0,3430518.0,0.0,0,0,0.0,3.9,9914032,9914031,0,11,3430518.0_11_0.0
20,19,17,11,24,9914031,810.0,812.7,812.7,0.1495,810.0,20.299999999999955,3430518.0,0.0,0,1,150.0,2.7,9914031,9914031,0,12,3430518.0_12_0.0
22,17,16,12,25,9914031,833.0,833.5,833.5,0.1495,833.0,78.5,3430518.0,0.0,0,1,150.0,0.5,9914031,9914031,0,12,3430518.0_12_0.0
24,16,19,13,26,9914031,912.0,918.0,918.0,0.1495,912.0,522.0,3430518.0,0.0,0,1,150.0,6.0,9914031,9914031,0,12,3430518.0_12_0.0
0,1,5,1,10,6823143,192.0,193.6,193.6,0.2052,192.0,146.4,2034178.0,0.0,0,1,150.0,1.6,6823143,6823143,0,0,2034178.0_0_0.0
1,5,1,10,2,0,193.6,340.0,340.0,0.01,340.0,0.0,2034178.0,0.0,0,0,0.0,1.8,6823143,6823145,0,1,2034178.0_1_0.0
2,1,12,2,11,6823145,340.0,345.90000000000003,345.9,0.2052,340.0,5.100000000000023,2034178.0,0.0,0,1,150.0,5.9,6823145,6823145,0,2,2034178.0_2_0.0
4,12,5,3,12,6823145,351.00000000000006,355.50000000000006,355.5,0.2052,351.0,386.5,2034178.0,0.0,0,1,150.0,4.5,6823145,6823145,0,2,2034178.0_2_0.0
6,5,15,4,13,6823145,742.0,745.2,745.2,0.2052,742.0,4.7999999999999545,2034178.0,0.0,0,1,150.0,3.2,6823145,6823145,0,2,2034178.0_2_0.0
7,15,5,13,5,0,745.2,750.0,750.0,0.01,750.0,0.0,2034178.0,0.0,0,0,0.0,4.2,6823145,6823143,0,3,2034178.0_3_0.0
8,5,12,5,14,6823143,750.0,754.2999999999998,754.3,0.2052,750.0,0.0,2034178.0,0.0,0,1,150.0,4.3,6823143,6823143,0,4,2034178.0_4_0.0
9,12,15,14,6,0,754.2999999999998,762.9999999999999,752.0,0.01,752.0,0.0,2034178.0,0.0,0,0,0.0,8.7,6823143,6823145,0,5,2034178.0_5_0.0
10,15,3,6,15,6823145,762.9999999999999,768.7999999999998,757.8,0.2052,752.0,36.200000000000045,2034178.0,0.0,0,1,150.0,5.8,6823145,6823145,0,6,2034178.0_6_0.0
12,3,1,7,16,6823145,794.0,797.3,797.3,0.2052,794.0,9.700000000000045,2034178.0,0.0,0,1,150.0,3.3,6823145,6823145,0,6,2034178.0_6_0.0
13,1,12,16,8,0,797.3,807.0,807.0,0.01,807.0,0.0,2034178.0,0.0,0,0,0.0,6.6,6823145,6823143,0,7,2034178.0_7_0.0
14,12,5,8,17,6823143,807.0,812.4000000000001,812.4,0.2052,807.0,21.600000000000023,2034178.0,0.0,0,1,150.0,5.4,6823143,6823143,0,8,2034178.0_8_0.0
16,5,1,9,18,6823143,834.0,837.3,837.3,0.2052,834.0,602.7,2034178.0,0.0,0,1,150.0,3.3,6823143,6823143,0,8,2034178.0_8_0.0
0,3,5,1,5,4196654,192.0,193.1,193.1,0.0533,192.0,20.900000000000006,1309443.0,0.0,0,1,150.0,1.1,4196654,4196654,0,0,1309443.0_0_0.0
1,5,3,5,2,0,193.1,214.0,214.0,0.01,214.0,0.0,1309443.0,0.0,0,0,0.0,0.5,4196654,4196653,0,1,1309443.0_1_0.0
2,3,14,2,6,4196653,214.0,217.4,217.4,0.0533,214.0,514.6,1309443.0,0.0,0,1,150.0,3.4,4196653,4196653,0,2,1309443.0_2_0.0
3,14,5,6,3,0,217.4,732.0,732.0,0.01,732.0,0.0,1309443.0,0.0,0,0,0.0,4.6,4196653,4196654,0,3,1309443.0_3_0.0
4,5,3,3,7,4196654,732.0,734.4,734.4,0.0533,732.0,132.60000000000002,1309443.0,0.0,0,1,150.0,2.4,4196654,4196654,0,4,1309443.0_4_0.0
5,3,14,7,4,0,734.4,867.0,867.0,0.01,867.0,0.0,1309443.0,0.0,0,0,0.0,4.4,4196654,4196653,0,5,1309443.0_5_0.0
6,14,3,4,8,4196653,867.0,872.8,872.8,0.0533,867.0,567.2,1309443.0,0.0,0,1,150.0,5.8,4196653,4196653,0,6,1309443.0_6_0.0
0,17,18,1,11,2117796,192.0,194.1,194.1,0.0572,192.0,5.900000000000006,647139.0,0.0,0,1,150.0,2.1,2117796,2117796,0,0,647139.0_0_0.0
2,18,17,2,12,2117796,200.0,204.1,204.1,0.0572,200.0,163.9,647139.0,0.0,0,1,150.0,4.1,2117796,2117796,0,0,647139.0_0_0.0
4,17,16,3,13,2117796,368.0,368.5,368.5,0.0572,368.0,17.5,647139.0,0.0,0,1,150.0,0.5,2117796,2117796,0,0,647139.0_0_0.0
6,16,17,4,14,2117796,386.0,389.7,389.7,0.0572,386.0,5.300000000000011,647139.0,0.0,0,1,150.0,3.7,2117796,2117796,0,0,647139.0_0_0.0
8,17,18,5,15,2117796,395.0,397.1,397.1,0.0572,395.0,223.89999999999998,647139.0,0.0,0,1,150.0,2.1,2117796,2117796,0,0,647139.0_0_0.0
10,18,17,6,16,2117796,621.0,622.4,622.4,0.0572,621.0,217.60000000000002,647139.0,0.0,0,1,150.0,1.4,2117796,2117796,0,0,647139.0_0_0.0
11,17,17,16,7,0,622.4,840.0,840.0,0.01,840.0,0.0,647139.0,0.0,0,0,0.0,4.2,2117796,2117797,0,1,647139.0_1_0.0
12,17,4,7,17,2117797,840.0,845.8,845.8,0.0572,840.0,96.20000000000005,647139.0,0.0,0,1,150.0,5.8,2117797,2117797,0,2,647139.0_2_0.0
14,4,17,8,18,2117797,942.0,949.3,949.3,0.0572,942.0,198.70000000000005,647139.0,0.0,0,1,150.0,7.3,2117797,2117797,0,2,647139.0_2_0.0
15,17,17,18,9,0,949.3,1148.0,1148.0,0.01,1148.0,0.0,647139.0,0.0,0,0,0.0,4.6,2117797,2117796,0,3,647139.0_3_0.0
16,17,18,9,19,2117796,1148.0,1150.1,1150.1,0.0572,1148.0,98.90000000000009,647139.0,0.0,0,1,150.0,2.1,2117796,2117796,0,4,647139.0_4_0.0
18,18,17,10,20,2117796,1249.0,1250.7,1250.7,0.0572,1249.0,189.29999999999995,647139.0,0.0,0,1,150.0,1.7,2117796,2117796,0,4,647139.0_4_0.0
0,3,5,1,9,6638079,193.0,194.1,194.1,0.1846,193.0,43.900000000000006,1972490.0,0.0,0,1,150.0,1.1,6638079,6638079,0,0,1972490.0_0_0.0
1,5,3,9,2,0,194.1,238.0,238.0,0.01,238.0,0.0,1972490.0,0.0,0,0,0.0,0.5,6638079,6638080,0,1,1972490.0_1_0.0
2,3,3,2,10,6638080,238.0,238.6,238.6,0.1846,238.0,62.400000000000006,1972490.0,0.0,0,1,150.0,0.6,6638080,6638080,0,2,1972490.0_2_0.0
4,3,5,3,11,6638080,301.0,302.1,302.1,0.1846,301.0,407.9,1972490.0,0.0,0,1,150.0,1.1,6638080,6638080,0,3,1972490.0_3_0.0
5,5,5,11,4,0,302.1,710.0,710.0,0.01,710.0,0.0,1972490.0,0.0,0,0,0.0,0.3,6638080,6638079,0,4,1972490.0_4_0.0
6,5,14,4,12,6638079,710.0,714.5,714.5,0.1846,710.0,25.5,1972490.0,0.0,0,1,150.0,4.5,6638079,6638079,0,5,1972490.0_5_0.0
8,14,3,5,13,6638079,738.9,743.5,744.6,0.1846,740.0,0.39999999999997726,1972490.0,0.0,0,1,150.0,4.6,6638079,6638079,0,5,1972490.0_5_0.0
9,3,5,13,6,0,743.5,745.0,745.0,0.01,745.0,0.0,1972490.0,0.0,0,0,0.0,1.5,6638079,6638080,0,6,1972490.0_6_0.0
10,5,14,6,14,6638080,745.0,749.7,749.7,0.1846,745.0,14.299999999999955,1972490.0,0.0,0,1,150.0,4.7,6638080,6638080,0,7,1972490.0_7_0.0
12,14,18,7,15,6638080,764.0,768.6,768.6,0.1846,764.0,20.399999999999977,1972490.0,0.0,0,1,150.0,4.6,6638080,6638080,0,7,1972490.0_7_0.0
14,18,3,8,16,6638080,789.0,793.0,793.0,0.1846,789.0,647.0,1972490.0,0.0,0,1,150.0,4.0,6638080,6638080,0,7,1972490.0_7_0.0
0,7,7,1,14,5583287,193.0,198.2,198.2,0.0558,193.0,38.80000000000001,1667567.0,0.0,0,1,150.0,5.2,5583287,5583287,0,0,1667567.0_0_0.0
1,7,7,14,2,0,198.2,237.0,237.0,0.01,237.0,0.0,1667567.0,0.0,0,0,0.0,5.2,5583287,5583288,0,1,1667567.0_1_0.0
2,7,2,2,15,5583288,237.0,241.6,241.6,0.0558,237.0,18.400000000000006,1667567.0,0.0,0,1,150.0,4.6,5583288,5583288,0,2,1667567.0_2_0.0
3,2,7,15,3,0,241.6,260.0,260.0,0.01,260.0,0.0,1667567.0,0.0,0,0,0.0,3.7,5583288,5583291,0,3,1667567.0_3_0.0
4,7,6,3,16,5583291,260.0,264.7,264.7,0.0558,260.0,76.30000000000001,1667567.0,0.0,0,1,150.0,4.7,5583291,5583291,0,4,1667567.0_4_0.0
6,6,7,4,17,5583291,341.0,343.8,343.8,0.0558,341.0,343.2,1667567.0,0.0,0,1,150.0,2.8,5583291,5583291,0,4,1667567.0_4_0.0
8,7,16,5,18,5583291,687.0,694.5,694.5,0.0558,687.0,114.5,1667567.0,0.0,0,1,150.0,7.5,5583291,5583291,0,4,1667567.0_4_0.0
10,16,7,6,19,5583291,809.0,817.1,817.1,0.0558,809.0,66.89999999999998,1667567.0,0.0,0,1,150.0,8.1,5583291,5583291,0,4,1667567.0_4_0.0
11,7,2,19,7,0,817.1,884.0,884.0,0.01,884.0,0.0,1667567.0,0.0,0,0,0.0,5.9,5583291,5583288,0,5,1667567.0_5_0.0
12,2,7,7,20,5583288,884.0,888.7,888.7,0.0558,884.0,27.299999999999955,1667567.0,0.0,0,1,150.0,4.7,5583288,5583288,0,6,1667567.0_6_0.0
14,7,18,8,21,5583288,916.0,923.2,923.2,0.0558,916.0,21.799999999999955,1667567.0,0.0,0,1,150.0,7.2,5583288,5583288,0,6,1667567.0_6_0.0
16,18,7,9,22,5583288,945.0,949.8,949.8,0.0558,945.0,14.200000000000045,1667567.0,0.0,0,1,150.0,4.8,5583288,5583288,0,6,1667567.0_6_0.0
17,7,7,22,10,0,949.8,964.0,964.0,0.01,964.0,0.0,1667567.0,0.0,0,0,0.0,4.8,5583288,5583291,0,7,1667567.0_7_0.0
18,7,2,10,23,5583291,964.0,970.1,970.1,0.0558,964.0,4.899999999999977,1667567.0,0.0,0,1,150.0,6.1,5583291,5583291,0,8,1667567.0_8_0.0
20,2,7,11,24,5583291,975.0,979.8,979.8,0.0558,975.0,65.20000000000005,1667567.0,0.0,0,1,150.0,4.8,5583291,5583291,0,8,1667567.0_8_0.0
21,7,7,24,12,0,979.8,1045.0,1045.0,0.01,1045.0,0.0,1667567.0,0.0,0,0,0.0,4.8,5583291,5583287,0,9,1667567.0_9_0.0
22,7,4,12,25,5583287,1045.0,1051.2,1051.2,0.0558,1045.0,24.799999999999955,1667567.0,0.0,0,1,150.0,6.2,5583287,5583287,0,10,1667567.0_10_0.0
24,4,7,13,26,5583287,1076.0,1078.7,1078.7,0.0558,1076.0,361.29999999999995,1667567.0,0.0,0,1,150.0,2.7,5583287,5583287,0,10,1667567.0_10_0.0
0,8,2,1,7,533625,269.0,272.6,272.6,0.0424,269.0,150.39999999999998,241481.0,0.0,0,1,150.0,3.6,533625,533625,0,0,241481.0_0_0.0
1,2,8,7,2,0,272.6,423.0,423.0,0.01,423.0,0.0,241481.0,0.0,0,0,0.0,1.9,533625,533624,0,1,241481.0_1_0.0
2,8,5,2,8,533624,423.0,426.9,426.9,0.0424,423.0,252.10000000000002,241481.0,0.0,0,1,150.0,3.9,533624,533624,0,2,241481.0_2_0.0
4,5,8,3,9,533624,679.0,681.5,681.5,0.0424,679.0,112.5,241481.0,0.0,0,1,150.0,2.5,533624,533624,0,2,241481.0_2_0.0
5,8,2,9,4,0,681.5,794.0,794.0,0.01,794.0,0.0,241481.0,0.0,0,0,0.0,5.6,533624,533625,0,3,241481.0_3_0.0
6,2,8,4,10,533625,794.0,796.2,796.2,0.0424,794.0,94.79999999999995,241481.0,0.0,0,1,150.0,2.2,533625,533625,0,4,241481.0_4_0.0
8,8,19,5,11,533625,891.0,895.4,895.4,0.0424,891.0,282.6,241481.0,0.0,0,1,150.0,4.4,533625,533625,0,4,241481.0_4_0.0
10,19,8,6,12,533625,1178.0,1185.8,1185.8,0.0424,1178.0,254.20000000000005,241481.0,0.0,0,1,150.0,7.8,533625,533625,0,4,241481.0_4_0.0
0,9,5,1,4,2763629,193.0,195.3,195.3,0.1405,193.0,653.7,867916.0,0.0,0,1,150.0,2.3,2763629,2763629,0,0,867916.0_0_0.0
2,5,17,2,5,2763629,849.0,853.6,853.6,0.1405,849.0,11.399999999999977,867916.0,0.0,0,1,150.0,4.6,2763629,2763629,0,0,867916.0_0_0.0
4,17,9,3,6,2763629,865.0,868.4,868.4,0.1405,865.0,571.6,867916.0,0.0,0,1,150.0,3.4,2763629,2763629,0,0,867916.0_0_0.0
0,17,1,1,3,6234734,969.0,975.3,975.3,0.3257,969.0,89.70000000000005,1787066.0,0.0,0,1,150.0,6.3,6234734,6234734,0,0,1787066.0_0_0.0
2,1,17,2,4,6234734,1065.0,1071.2,1071.2,0.3257,1065.0,368.79999999999995,1787066.0,0.0,0,1,150.0,6.2,6234734,6234734,0,0,1787066.0_0_0.0
0,19,12,1,3,10153227,193.0,195.0,195.0,0.0258,193.0,164.0,3579928.0,0.0,0,1,150.0,2.0,10153227,10153227,0,0,3579928.0_0_0.0
2,12,19,2,4,10153227,359.0,364.1,364.1,0.0258,359.0,1075.9,3579928.0,0.0,0,1,150.0,5.1,10153227,10153227,0,0,3579928.0_0_0.0
0,4,10,1,13,1116633,194.0,199.9,199.9,0.0694,194.0,10.099999999999994,409238.0,0.0,0,1,150.0,5.9,1116633,1116633,0,0,409238.0_0_0.0
2,10,9,2,14,1116633,210.0,213.5,213.5,0.0694,210.0,64.5,409238.0,0.0,0,1,150.0,3.5,1116633,1116633,0,0,409238.0_0_0.0
3,9,4,14,3,0,213.5,278.0,278.0,0.01,278.0,0.0,409238.0,0.0,0,0,0.0,3.1,1116633,1116632,0,1,409238.0_1_0.0
4,4,3,3,15,1116632,278.0,281.3,281.3,0.0694,278.0,24.69999999999999,409238.0,0.0,0,1,150.0,3.3,1116632,1116632,0,2,409238.0_2_0.0
6,3,4,4,16,1116632,306.0,308.8,308.8,0.0694,306.0,147.2,409238.0,0.0,0,1,150.0,2.8,1116632,1116632,0,2,409238.0_2_0.0
8,4,1,5,17,1116632,456.0,456.7,456.7,0.0694,456.0,23.30000000000001,409238.0,0.0,0,1,150.0,0.7,1116632,1116632,0,2,409238.0_2_0.0
10,1,4,6,18,1116632,480.0,480.7,480.7,0.0694,480.0,64.30000000000001,409238.0,0.0,0,1,150.0,0.7,1116632,1116632,0,2,409238.0_2_0.0
12,4,5,7,19,1116632,545.0,548.1,548.1,0.0694,545.0,10.899999999999977,409238.0,0.0,0,1,150.0,3.1,1116632,1116632,0,2,409238.0_2_0.0
14,5,4,8,20,1116632,559.0,560.4,560.4,0.0694,559.0,21.600000000000023,409238.0,0.0,0,1,150.0,1.4,1116632,1116632,0,2,409238.0_2_0.0
16,4,20,9,21,1116632,582.0,591.9,591.9,0.0694,582.0,156.10000000000002,409238.0,0.0,0,1,150.0,9.9,1116632,1116632,0,2,409238.0_2_0.0
