  57 TAZ
  72 NTI
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.1  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.5  10.919
  1 1.00    0.00     7.4  10.919
  1 1.00    0.00     7.4  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.4  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.6  10.919
  1 1.00    0.00     7.8  10.919
  1 1.00    0.00     7.7  10.919
  1 1.00    0.00     7.5  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.2  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.4  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.2  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.6  10.919
  1 1.00    0.00     7.7  10.919
  1 1.00    0.00     7.8  10.919
  1 1.00    0.00     7.9  10.919
  1 1.00    0.00     7.9  10.919
  1 1.00    0.00     8.4  10.919
  1 1.00    0.00     8.2  10.919
  1 1.00    0.00     8.2  10.919
  1 1.00    0.00     8.1  10.919
  1 1.00    0.00     8.4  12.619
  1 1.00    0.00     8.4  12.619
  1 1.00    0.00     8.7  11.879
  1 1.00    0.00     8.1  12.619
  1 1.00    0.00     8.1  12.619
  1 1.00    0.00     8.0  12.619
  1 1.00    0.00     7.9  12.619
  1 1.00    0.00     7.6  10.919
  1 1.00    0.00     7.6  10.919
  1 1.00    0.00     7.4  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.3  10.919
  1 1.00    0.00     7.2  10.919
  1 1.00    0.00     7.2  10.919
  1 1.00    0.00     7.1  10.919
  1 1.00    0.00     7.1  10.919
  1 1.00    0.00     7.1  10.919
  1 1.00    0.00     7.1  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  1 1.00    0.00     7.0  10.919
  2 0.43    0.00     6.9  11.680 1.00    0.00     5.7   5.220
  2 0.43    0.00     6.9  11.680 1.00    0.00     5.7  10.439
  2 0.43    0.00     6.9  11.680 1.00    0.00     5.7   5.220
  2 0.43    0.00     6.9  11.680 1.00    0.00     5.7  10.439
  2 0.43    0.00     6.9  11.680 1.00    0.00     5.7   5.220
  2 0.43    0.00     6.9  11.680 1.00    0.00     5.7  10.439
  2 0.43    0.00     6.9  11.680 1.00    0.00     5.7   5.220
  2 0.43    0.00     6.9  11.680 1.00    0.00     5.7  10.439
  2 0.43    0.00     6.9  11.680 1.00    0.00     5.8   5.220
  2 0.43    0.00     6.9  11.680 1.00    0.00     5.8  10.439
  2 0.43    0.00     7.0  11.680 1.00    0.00     5.8   5.220
  2 0.43    0.00     7.0  11.680 1.00    0.00     5.8  10.439
  2 0.43    0.00     7.4  11.680 1.00    0.00     5.9   5.220
  2 0.43    0.00     7.4  11.680 1.00    0.00     5.9  10.439
  2 0.43    0.00     7.4  11.680 1.00    0.00     6.1   5.220
  2 0.43    0.00     7.4  11.680 1.00    0.00     6.1  10.439
  2 0.43    0.00     7.7  11.739 1.00    0.00     6.3   5.250
  2 0.43    0.00     7.7  11.739 1.00    0.00     6.3  10.499
  2 0.43    0.00     8.0  12.039 1.00    0.00     6.2   5.220
  2 0.43    0.00     8.0  12.039 1.00    0.00     6.2  10.439
  2 0.43    0.00     8.5  11.819 1.00    0.00     6.3   5.220
  2 0.43    0.00     8.5  11.819 1.00    0.00     6.3  10.439
  2 0.43    0.00     7.9  11.680 1.00    0.00     6.3   5.220
  2 0.43    0.00     7.9  11.680 1.00    0.00     6.3  10.439
  2 0.43    0.00     8.1  12.039 1.00    0.00     6.3   5.220
  2 0.43    0.00     8.1  12.039 1.00    0.00     6.3  10.439
  2 0.43    0.00     8.0  12.039 1.00    0.00     6.4   5.220
  2 0.43    0.00     8.0  12.039 1.00    0.00     6.4  10.439
  2 0.43    0.00     8.1  12.039 1.00    0.00     6.3   5.220
  2 0.43    0.00     8.1  12.039 1.00    0.00     6.3  10.439
  2 0.43    0.00     8.3  12.039 1.00    0.00     6.4   5.220
  2 0.43    0.00     8.3  12.039 1.00    0.00     6.4  10.439
  2 0.43    0.00     8.2  11.739 1.00    0.00     6.7   5.220
  2 0.43    0.00     8.2  11.739 1.00    0.00     6.7  10.439
  2 0.43    0.00     8.3  12.039 1.00    0.00     6.6   5.220
  2 0.43    0.00     8.3  12.039 1.00    0.00     6.6  10.439
  2 0.43    0.00     8.1  12.039 1.00    0.00     6.7   5.220
  2 0.43    0.00     8.1  12.039 1.00    0.00     6.7  10.439
  2 0.43    0.00     8.6  11.759 1.00    0.00     6.2   5.220
