  57 TAZ
  72 NTI
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     8.0  13.218
  1 1.00    0.00     8.2  13.218
  1 1.00    0.00     8.4  13.218
  1 1.00    0.00     8.7  13.218
  1 1.00    0.00     9.0  13.218
  1 1.00    0.00     9.4  12.938
  1 1.00    0.00     9.3  12.938
  1 1.00    0.00     9.2  13.218
  1 1.00    0.00     9.1  13.218
  1 1.00    0.00     9.0  13.218
  1 1.00    0.00     9.5  12.938
  1 1.00    0.00     9.5  12.938
  1 1.00    0.00     9.5  13.218
  1 1.00    0.00     9.5  13.218
  1 1.00    0.00     9.1  13.218
  1 1.00    0.00     9.1  13.218
  1 1.00    0.00     9.3  12.938
  1 1.00    0.00     8.9  13.218
  1 1.00    0.00     8.6  13.218
  1 1.00    0.00     8.6  13.218
  1 1.00    0.00     8.6  13.218
  1 1.00    0.00     8.6  13.218
  1 1.00    0.00     8.7  13.218
  1 1.00    0.00     8.7  13.218
  1 1.00    0.00     8.6  13.218
  1 1.00    0.00     8.8  13.218
  1 1.00    0.00     9.5  12.838
  1 1.00    0.00     9.5  13.218
  1 1.00    0.00    10.0  13.218
  1 1.00    0.00    10.5  12.938
  1 1.00    0.00    10.3  13.218
  1 1.00    0.00    12.2  16.258
  1 1.00    0.00    11.6  14.098
  1 1.00    0.00     9.9  13.218
  1 1.00    0.00    10.4  12.938
  1 1.00    0.00    10.5  12.938
  1 1.00    0.00    12.7  12.838
  1 1.00    0.00    11.9  16.597
  1 1.00    0.00    12.0  16.196
  1 1.00    0.00    11.5  15.137
  1 1.00    0.00    10.3  13.218
  1 1.00    0.00     9.3  13.218
  1 1.00    0.00     9.2  13.218
  1 1.00    0.00     8.9  13.218
  1 1.00    0.00     8.6  13.218
  1 1.00    0.00     8.5  13.218
  1 1.00    0.00     8.3  13.218
  1 1.00    0.00     8.3  13.218
  1 1.00    0.00     8.2  13.218
  1 1.00    0.00     8.2  13.218
  1 1.00    0.00     8.1  13.218
  1 1.00    0.00     8.1  13.218
  1 1.00    0.00     8.1  13.218
  1 1.00    0.00     8.1  13.218
  1 1.00    0.00     8.0  13.218
  1 1.00    0.00     8.0  13.218
  1 1.00    0.00     8.0  13.218
  1 1.00    0.00     8.0  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.9  13.218
  1 1.00    0.00     7.8  13.218
  1 1.00    0.00     7.8  13.218
  2 0.44    0.00     6.6  10.798 1.00    0.00     7.1   6.059
  2 0.44    0.00     6.6  10.798 1.00    0.00     7.1  12.118
  2 0.44    0.00     6.6  10.798 1.00    0.00     7.1   6.059
  2 0.44    0.00     6.6  10.798 1.00    0.00     7.1  12.118
  2 0.44    0.00     6.6  10.798 1.00    0.00     7.2   6.059
  2 0.44    0.00     6.6  10.798 1.00    0.00     7.2  12.118
  2 0.44    0.00     6.6  10.798 1.00    0.00     7.2   6.059
  2 0.44    0.00     6.6  10.798 1.00    0.00     7.2  12.118
  2 0.44    0.00     6.6  10.798 1.00    0.00     7.3   6.059
  2 0.44    0.00     6.6  10.798 1.00    0.00     7.3  12.118
  2 0.44    0.00     6.7  10.798 1.00    0.00     7.5   6.059
  2 0.44    0.00     6.7  10.798 1.00    0.00     7.5  12.118
  2 0.44    0.00     6.9  10.798 1.00    0.00     7.8   6.059
  2 0.44    0.00     6.9  10.798 1.00    0.00     7.8  12.118
  2 0.44    0.00     7.1  10.798 1.00    0.00     8.1   6.059
  2 0.44    0.00     7.1  10.798 1.00    0.00     8.1  12.118
  2 0.44    0.00     7.5  10.798 1.00    0.00     8.3   6.059
  2 0.44    0.00     7.5  10.798 1.00    0.00     8.3  12.118
  2 0.44    0.00     7.6  10.798 1.00    0.00     8.5   5.919
  2 0.44    0.00     7.6  10.798 1.00    0.00     8.5  11.838
  2 0.44    0.00     7.4  10.798 1.00    0.00     8.4   6.059
  2 0.44    0.00     7.4  10.798 1.00    0.00     8.4  12.118
  2 0.44    0.00     7.5  10.798 1.00    0.00     8.2   6.059
  2 0.44    0.00     7.5  10.798 1.00    0.00     8.2  12.118
  2 0.44    0.00     7.5  10.798 1.00    0.00     8.3   6.059
  2 0.44    0.00     7.5  10.798 1.00    0.00     8.3  12.118
  2 0.44    0.00     7.4  10.798 1.00    0.00     8.6   5.919
  2 0.44    0.00     7.4  10.798 1.00    0.00     8.6  11.838
  2 0.44    0.00     7.5  10.798 1.00    0.00     8.5   6.059
  2 0.44    0.00     7.5  10.798 1.00    0.00     8.5  12.118
  2 0.44    0.00     7.6  10.798 1.00    0.00     8.9   6.059
  2 0.44    0.00     7.6  10.798 1.00    0.00     8.9  12.118
  2 0.44    0.00     8.1  10.798 1.00    0.00     9.1   5.919
  2 0.44    0.00     8.1  10.798 1.00    0.00     9.1  11.838
  2 0.44    0.00     8.2  11.478 1.00    0.00     9.0   6.059
  2 0.44    0.00     8.2  11.478 1.00    0.00     9.0  12.118
  2 0.44    0.00     7.8  10.698 1.00    0.00     8.0   6.059
  2 0.44    0.00     7.8  10.698 1.00    0.00     8.0  12.118
  2 0.44    0.00     7.4  10.698 1.00    0.00     8.7   5.919
  2 0.44    0.00     7.4  10.698 1.00    0.00     8.7  11.838
  2 0.44    0.00     7.2  10.798 1.00    0.00     8.3   5.919
  2 0.44    0.00     7.2  10.798 1.00    0.00     8.3  11.838
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8   6.059
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8  12.118
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8   6.059
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8  12.118
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8   6.059
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8  12.118
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8   6.059
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8  12.118
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8   6.059
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8  12.118
  2 0.44    0.00     7.1  10.698 1.00    0.00     7.9   6.059
  2 0.44    0.00     7.1  10.698 1.00    0.00     7.9  12.118
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8   6.059
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.8  12.118
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.9   6.059
  2 0.44    0.00     7.1  10.798 1.00    0.00     7.9  12.118
