  57 TAZ
  72 NTI
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     8.0  13.878
  1 1.00    0.00     8.2  13.878
  1 1.00    0.00     8.5  13.878
  1 1.00    0.00     8.7  13.878
  1 1.00    0.00     9.0  13.878
  1 1.00    0.00     9.5  13.598
  1 1.00    0.00     9.3  13.598
  1 1.00    0.00     9.2  13.878
  1 1.00    0.00     9.2  13.878
  1 1.00    0.00     9.1  13.878
  1 1.00    0.00     9.6  13.598
  1 1.00    0.00     9.6  13.598
  1 1.00    0.00     9.5  13.878
  1 1.00    0.00     9.5  13.878
  1 1.00    0.00     9.1  13.878
  1 1.00    0.00     9.1  13.878
  1 1.00    0.00     9.3  13.598
  1 1.00    0.00     8.9  13.878
  1 1.00    0.00     8.7  13.878
  1 1.00    0.00     8.7  13.878
  1 1.00    0.00     8.6  13.878
  1 1.00    0.00     8.6  13.878
  1 1.00    0.00     8.7  13.878
  1 1.00    0.00     8.7  13.878
  1 1.00    0.00     8.7  13.878
  1 1.00    0.00     8.9  13.878
  1 1.00    0.00     9.6  13.878
  1 1.00    0.00     9.6  13.878
  1 1.00    0.00    10.1  13.878
  1 1.00    0.00    10.6  13.598
  1 1.00    0.00    10.4  13.878
  1 1.00    0.00    12.2  16.917
  1 1.00    0.00    11.6  14.758
  1 1.00    0.00    10.0  13.878
  1 1.00    0.00    10.5  13.598
  1 1.00    0.00    10.5  13.598
  1 1.00    0.00    12.8  13.498
  1 1.00    0.00    11.9  17.257
  1 1.00    0.00    12.0  16.856
  1 1.00    0.00    11.5  15.797
  1 1.00    0.00    10.3  13.878
  1 1.00    0.00     9.3  13.878
  1 1.00    0.00     9.2  13.878
  1 1.00    0.00     8.9  13.878
  1 1.00    0.00     8.6  13.878
  1 1.00    0.00     8.5  13.878
  1 1.00    0.00     8.3  13.878
  1 1.00    0.00     8.3  13.878
  1 1.00    0.00     8.2  13.878
  1 1.00    0.00     8.2  13.878
  1 1.00    0.00     8.1  13.878
  1 1.00    0.00     8.1  13.878
  1 1.00    0.00     8.1  13.878
  1 1.00    0.00     8.1  13.878
  1 1.00    0.00     8.1  13.878
  1 1.00    0.00     8.0  13.878
  1 1.00    0.00     8.0  13.878
  1 1.00    0.00     8.0  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  1 1.00    0.00     7.9  13.878
  2 0.44    0.00     6.6  11.458 1.00    0.00     7.1   6.389
  2 0.44    0.00     6.6  11.458 1.00    0.00     7.1  12.778
  2 0.44    0.00     6.6  11.458 1.00    0.00     7.1   6.389
  2 0.44    0.00     6.6  11.458 1.00    0.00     7.1  12.778
  2 0.44    0.00     6.6  11.458 1.00    0.00     7.2   6.389
  2 0.44    0.00     6.6  11.458 1.00    0.00     7.2  12.778
  2 0.44    0.00     6.6  11.458 1.00    0.00     7.2   6.389
  2 0.44    0.00     6.6  11.458 1.00    0.00     7.2  12.778
  2 0.44    0.00     6.6  11.458 1.00    0.00     7.3   6.389
  2 0.44    0.00     6.6  11.458 1.00    0.00     7.3  12.778
  2 0.44    0.00     6.8  11.458 1.00    0.00     7.5   6.389
  2 0.44    0.00     6.8  11.458 1.00    0.00     7.5  12.778
  2 0.44    0.00     7.0  11.458 1.00    0.00     7.8   6.389
  2 0.44    0.00     7.0  11.458 1.00    0.00     7.8  12.778
  2 0.44    0.00     7.2  11.458 1.00    0.00     8.1   6.389
  2 0.44    0.00     7.2  11.458 1.00    0.00     8.1  12.778
  2 0.44    0.00     7.5  11.458 1.00    0.00     8.4   6.389
  2 0.44    0.00     7.5  11.458 1.00    0.00     8.4  12.778
  2 0.44    0.00     7.6  11.458 1.00    0.00     8.5   6.249
  2 0.44    0.00     7.6  11.458 1.00    0.00     8.5  12.498
  2 0.44    0.00     7.4  11.458 1.00    0.00     8.4   6.389
  2 0.44    0.00     7.4  11.458 1.00    0.00     8.4  12.778
  2 0.44    0.00     7.5  11.458 1.00    0.00     8.2   6.389
  2 0.44    0.00     7.5  11.458 1.00    0.00     8.2  12.778
  2 0.44    0.00     7.5  11.458 1.00    0.00     8.3   6.389
  2 0.44    0.00     7.5  11.458 1.00    0.00     8.3  12.778
  2 0.44    0.00     7.5  11.458 1.00    0.00     8.6   6.249
  2 0.44    0.00     7.5  11.458 1.00    0.00     8.6  12.498
  2 0.44    0.00     7.6  11.458 1.00    0.00     8.6   6.389
  2 0.44    0.00     7.6  11.458 1.00    0.00     8.6  12.778
  2 0.44    0.00     7.7  11.458 1.00    0.00     9.0   6.389
  2 0.44    0.00     7.7  11.458 1.00    0.00     9.0  12.778
  2 0.44    0.00     8.2  11.458 1.00    0.00     9.1   6.249
  2 0.44    0.00     8.2  11.458 1.00    0.00     9.1  12.498
  2 0.44    0.00     8.2  12.138 1.00    0.00     9.0   6.389
  2 0.44    0.00     8.2  12.138 1.00    0.00     9.0  12.778
  2 0.44    0.00     7.8  11.358 1.00    0.00     8.0   6.389
  2 0.44    0.00     7.8  11.358 1.00    0.00     8.0  12.778
  2 0.44    0.00     7.4  11.358 1.00    0.00     8.7   6.249
