  57 TAZ
  72 NTI
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.5  11.758
  1 1.00    0.00     7.7  11.758
  1 1.00    0.00     7.9  11.758
  1 1.00    0.00     8.1  11.758
  1 1.00    0.00     8.6  11.478
  1 1.00    0.00     8.4  11.758
  1 1.00    0.00     8.8  12.018
  1 1.00    0.00     8.4  11.758
  1 1.00    0.00     8.6  11.478
  1 1.00    0.00     8.4  11.758
  1 1.00    0.00     8.6  12.438
  1 1.00    0.00     8.7  11.758
  1 1.00    0.00     8.7  11.758
  1 1.00    0.00     8.2  11.758
  1 1.00    0.00     8.9  11.478
  1 1.00    0.00     8.5  11.478
  1 1.00    0.00     8.0  11.758
  1 1.00    0.00     8.0  11.758
  1 1.00    0.00     7.9  11.758
  1 1.00    0.00     7.9  11.758
  1 1.00    0.00     7.9  11.758
  1 1.00    0.00     8.0  11.758
  1 1.00    0.00     8.0  11.758
  1 1.00    0.00     8.0  11.758
  1 1.00    0.00     8.0  11.758
  1 1.00    0.00     8.6  11.758
  1 1.00    0.00     8.5  11.758
  1 1.00    0.00     9.1  11.478
  1 1.00    0.00     9.4  11.478
  1 1.00    0.00     9.6  11.378
  1 1.00    0.00    10.6  12.257
  1 1.00    0.00     9.5  11.478
  1 1.00    0.00     9.8  11.478
  1 1.00    0.00     9.4  11.478
  1 1.00    0.00     9.4  11.478
  1 1.00    0.00    11.5  14.536
  1 1.00    0.00    10.9  14.317
  1 1.00    0.00    10.3  12.857
  1 1.00    0.00     8.9  11.758
  1 1.00    0.00     8.7  11.758
  1 1.00    0.00     8.4  11.758
  1 1.00    0.00     8.3  11.758
  1 1.00    0.00     8.2  11.758
  1 1.00    0.00     7.9  11.758
  1 1.00    0.00     7.8  11.758
  1 1.00    0.00     7.7  11.758
  1 1.00    0.00     7.6  11.758
  1 1.00    0.00     7.7  11.758
  1 1.00    0.00     7.6  11.758
  1 1.00    0.00     7.5  11.758
  1 1.00    0.00     7.6  11.758
  1 1.00    0.00     7.6  11.758
  1 1.00    0.00     7.5  11.758
  1 1.00    0.00     7.5  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.4  11.758
  1 1.00    0.00     7.3  11.758
  1 1.00    0.00     7.3  11.758
  1 1.00    0.00     7.3  11.758
  1 1.00    0.00     7.3  11.758
  1 1.00    0.00     7.3  11.758
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.3   5.069
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.3  10.138
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.3   5.069
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.3  10.138
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.3   5.069
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.3  10.138
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.3   5.069
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.3  10.138
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.3   5.069
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.3  10.138
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.4   5.069
  2 0.25    0.00     5.7   8.819 1.00    0.00     6.4  10.138
  2 0.25    0.00     5.8   8.819 1.00    0.00     6.6   5.069
  2 0.25    0.00     5.8   8.819 1.00    0.00     6.6  10.138
  2 0.25    0.00     5.9   8.819 1.00    0.00     6.8   5.069
  2 0.25    0.00     5.9   8.819 1.00    0.00     6.8  10.138
  2 0.25    0.00     6.2   8.819 1.00    0.00     7.0   5.069
  2 0.25    0.00     6.2   8.819 1.00    0.00     7.0  10.138
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.4   4.929
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.4   9.858
  2 0.25    0.00     6.2   8.819 1.00    0.00     7.2   5.069
  2 0.25    0.00     6.2   8.819 1.00    0.00     7.2  10.138
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.1   5.069
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.1  10.138
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.1   5.069
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.1  10.138
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.4   4.929
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.4   9.858
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.2   5.069
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.2  10.138
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.5   5.409
  2 0.25    0.00     6.3   8.819 1.00    0.00     7.5  10.818
  2 0.25    0.00     6.7   9.498 1.00    0.00     7.5   5.069
  2 0.25    0.00     6.7   9.498 1.00    0.00     7.5  10.138
  2 0.25    0.00     6.6   8.819 1.00    0.00     7.5   5.069
  2 0.25    0.00     6.6   8.819 1.00    0.00     7.5  10.138
  2 0.25    0.00     6.4   8.718 1.00    0.00     7.0   5.069
  2 0.25    0.00     6.4   8.718 1.00    0.00     7.0  10.138
  2 0.25    0.00     6.3   8.718 1.00    0.00     7.6   4.929
