  57 TAZ
  72 NTI
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.6  12.238
  1 1.00    0.00     7.7  12.238
  1 1.00    0.00     7.9  12.238
  1 1.00    0.00     8.0  12.238
  1 1.00    0.00     8.3  12.238
  1 1.00    0.00     8.7  11.958
  1 1.00    0.00     8.6  12.238
  1 1.00    0.00     8.9  12.498
  1 1.00    0.00     8.5  12.238
  1 1.00    0.00     8.8  11.958
  1 1.00    0.00     8.6  12.238
  1 1.00    0.00     8.9  12.918
  1 1.00    0.00     8.9  12.238
  1 1.00    0.00     8.8  12.238
  1 1.00    0.00     8.3  12.238
  1 1.00    0.00     9.0  11.958
  1 1.00    0.00     8.7  11.958
  1 1.00    0.00     8.1  12.238
  1 1.00    0.00     8.1  12.238
  1 1.00    0.00     8.1  12.238
  1 1.00    0.00     8.0  12.238
  1 1.00    0.00     8.0  12.238
  1 1.00    0.00     8.1  12.238
  1 1.00    0.00     8.1  12.238
  1 1.00    0.00     8.2  12.238
  1 1.00    0.00     8.2  12.238
  1 1.00    0.00     8.8  12.918
  1 1.00    0.00     8.7  12.238
  1 1.00    0.00     9.3  11.958
  1 1.00    0.00     9.6  11.958
  1 1.00    0.00     9.8  11.858
  1 1.00    0.00    10.8  12.738
  1 1.00    0.00     9.7  11.958
  1 1.00    0.00    10.0  11.958
  1 1.00    0.00     9.6  11.958
  1 1.00    0.00     9.6  11.958
  1 1.00    0.00    11.6  15.016
  1 1.00    0.00    11.0  14.177
  1 1.00    0.00    10.4  13.338
  1 1.00    0.00     9.1  12.238
  1 1.00    0.00     8.9  12.238
  1 1.00    0.00     8.6  12.238
  1 1.00    0.00     8.5  12.238
  1 1.00    0.00     8.3  12.238
  1 1.00    0.00     8.1  12.238
  1 1.00    0.00     8.0  12.238
  1 1.00    0.00     7.8  12.238
  1 1.00    0.00     7.7  12.238
  1 1.00    0.00     7.8  12.238
  1 1.00    0.00     7.7  12.238
  1 1.00    0.00     7.7  12.238
  1 1.00    0.00     7.7  12.238
  1 1.00    0.00     7.7  12.238
  1 1.00    0.00     7.7  12.238
  1 1.00    0.00     7.6  12.238
  1 1.00    0.00     7.6  12.238
  1 1.00    0.00     7.6  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  1 1.00    0.00     7.5  12.238
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.5   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.5  10.619
  2 0.24    0.00     5.9   9.299 1.00    0.00     6.6   5.309
  2 0.24    0.00     5.9   9.299 1.00    0.00     6.6  10.619
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.7   5.309
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.7  10.619
  2 0.24    0.00     6.1   9.299 1.00    0.00     6.9   5.309
  2 0.24    0.00     6.1   9.299 1.00    0.00     6.9  10.619
  2 0.24    0.00     6.3   9.299 1.00    0.00     7.2   5.309
  2 0.24    0.00     6.3   9.299 1.00    0.00     7.2  10.619
  2 0.24    0.00     6.4   9.299 1.00    0.00     7.5   5.169
  2 0.24    0.00     6.4   9.299 1.00    0.00     7.5  10.339
  2 0.24    0.00     6.4   9.299 1.00    0.00     7.3   5.309
  2 0.24    0.00     6.4   9.299 1.00    0.00     7.3  10.619
  2 0.24    0.00     6.4   9.299 1.00    0.00     7.2   5.309
  2 0.24    0.00     6.4   9.299 1.00    0.00     7.2  10.619
  2 0.24    0.00     6.5   9.299 1.00    0.00     7.3   5.309
  2 0.24    0.00     6.5   9.299 1.00    0.00     7.3  10.619
  2 0.24    0.00     6.5   9.299 1.00    0.00     7.6   5.169
  2 0.24    0.00     6.5   9.299 1.00    0.00     7.6  10.339
  2 0.24    0.00     6.5   9.299 1.00    0.00     7.4   5.309
  2 0.24    0.00     6.5   9.299 1.00    0.00     7.4  10.619
  2 0.24    0.00     6.5   9.299 1.00    0.00     7.7   5.649
  2 0.24    0.00     6.5   9.299 1.00    0.00     7.7  11.298
  2 0.24    0.00     6.9   9.978 1.00    0.00     7.7   5.309
  2 0.24    0.00     6.9   9.978 1.00    0.00     7.7  10.619
  2 0.24    0.00     6.7   9.299 1.00    0.00     7.7   5.309
  2 0.24    0.00     6.7   9.299 1.00    0.00     7.7  10.619
  2 0.24    0.00     6.5   9.198 1.00    0.00     7.1   5.309
  2 0.24    0.00     6.5   9.198 1.00    0.00     7.1  10.619
  2 0.24    0.00     6.5   9.198 1.00    0.00     7.7   5.169
  2 0.24    0.00     6.5   9.198 1.00    0.00     7.7  10.339
  2 0.24    0.00     6.3   9.299 1.00    0.00     7.3   5.169
  2 0.24    0.00     6.3   9.299 1.00    0.00     7.3  10.339
  2 0.24    0.00     6.2   9.299 1.00    0.00     6.9   5.309
  2 0.24    0.00     6.2   9.299 1.00    0.00     6.9  10.619
  2 0.24    0.00     6.2   9.299 1.00    0.00     6.9   5.309
  2 0.24    0.00     6.2   9.299 1.00    0.00     6.9  10.619
  2 0.24    0.00     6.2   9.299 1.00    0.00     6.9   5.309
  2 0.24    0.00     6.2   9.299 1.00    0.00     6.9  10.619
  2 0.24    0.00     6.2   9.299 1.00    0.00     6.9   5.309
  2 0.24    0.00     6.2   9.299 1.00    0.00     6.9  10.619
  2 0.24    0.00     6.2   9.299 1.00    0.00     6.9   5.309
  2 0.24    0.00     6.2   9.299 1.00    0.00     6.9  10.619
  2 0.24    0.00     6.2   9.198 1.00    0.00     7.0   5.309
  2 0.24    0.00     6.2   9.198 1.00    0.00     7.0  10.619
  2 0.24    0.00     6.2   9.299 1.00    0.00     7.0   5.309
  2 0.24    0.00     6.2   9.299 1.00    0.00     7.0  10.619
  2 0.24    0.00     6.3   9.299 1.00    0.00     7.0   5.309
  2 0.24    0.00     6.3   9.299 1.00    0.00     7.0  10.619
  2 0.24    0.00     6.3   9.299 1.00    0.00     7.1   5.309
  2 0.24    0.00     6.3   9.299 1.00    0.00     7.1  10.619
  2 0.24    0.00     6.4   9.198 1.00    0.00     7.6   5.649
  2 0.24    0.00     6.4   9.198 1.00    0.00     7.6  11.298
  2 0.24    0.00     6.9   9.978 1.00    0.00     7.6   5.309
  2 0.24    0.00     6.9   9.978 1.00    0.00     7.6  10.619
  2 0.24    0.00     6.9   9.198 1.00    0.00     8.1   5.169
  2 0.24    0.00     6.9   9.198 1.00    0.00     8.1  10.339
  2 0.24    0.00     7.0   9.299 1.00    0.00     8.4   5.169
  2 0.24    0.00     7.0   9.299 1.00    0.00     8.4  10.339
  2 0.24    0.00     7.3   9.978 1.00    0.00     8.5   5.119
  2 0.24    0.00     7.3   9.978 1.00    0.00     8.5  10.238
  2 0.24    0.00     8.3  11.178 1.00    0.00     9.4   5.559
  2 0.24    0.00     8.3  11.178 1.00    0.00     9.4  11.118
  2 0.24    0.00     7.4   9.878 1.00    0.00     8.4   5.169
  2 0.24    0.00     7.4   9.878 1.00    0.00     8.4  10.339
  2 0.24    0.00     7.3   9.299 1.00    0.00     8.5   5.169
  2 0.24    0.00     7.3   9.299 1.00    0.00     8.5  10.339
  2 0.24    0.00     7.0   9.299 1.00    0.00     8.3   5.169
  2 0.24    0.00     7.0   9.299 1.00    0.00     8.3  10.339
  2 0.24    0.00     7.0   9.198 1.00    0.00     8.3   5.169
  2 0.24    0.00     7.0   9.198 1.00    0.00     8.3  10.339
  2 0.24    0.00     9.2   9.198 1.00    0.00    10.6   7.029
  2 0.24    0.00     9.2   9.198 1.00    0.00    10.6  14.057
  2 0.24    0.00     9.9  12.738 1.00    0.00     9.9   6.589
  2 0.24    0.00     9.9  12.738 1.00    0.00     9.9  13.178
  2 0.24    0.00     9.1  11.858 1.00    0.00     9.8   6.109
  2 0.24    0.00     9.1  11.858 1.00    0.00     9.8  12.218
  2 0.24    0.00     8.2  10.078 1.00    0.00     7.8   5.309
  2 0.24    0.00     8.2  10.078 1.00    0.00     7.8  10.619
  2 0.24    0.00     7.3   9.299 1.00    0.00     7.6   5.309
  2 0.24    0.00     7.3   9.299 1.00    0.00     7.6  10.619
  2 0.24    0.00     6.9   9.299 1.00    0.00     7.3   5.309
  2 0.24    0.00     6.9   9.299 1.00    0.00     7.3  10.619
  2 0.24    0.00     6.9   9.198 1.00    0.00     7.2   5.309
  2 0.24    0.00     6.9   9.198 1.00    0.00     7.2  10.619
  2 0.24    0.00     6.5   9.299 1.00    0.00     7.1   5.309
  2 0.24    0.00     6.5   9.299 1.00    0.00     7.1  10.619
  2 0.24    0.00     6.4   9.299 1.00    0.00     6.9   5.309
  2 0.24    0.00     6.4   9.299 1.00    0.00     6.9  10.619
  2 0.24    0.00     6.3   9.299 1.00    0.00     6.8   5.309
  2 0.24    0.00     6.3   9.299 1.00    0.00     6.8  10.619
  2 0.24    0.00     6.1   9.299 1.00    0.00     6.7   5.309
  2 0.24    0.00     6.1   9.299 1.00    0.00     6.7  10.619
  2 0.24    0.00     6.1   9.299 1.00    0.00     6.6   5.309
  2 0.24    0.00     6.1   9.299 1.00    0.00     6.6  10.619
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.6   5.309
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.6  10.619
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.6   5.309
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.6  10.619
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.5   5.309
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.5  10.619
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.6   5.309
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.6  10.619
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.6   5.309
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.6  10.619
  2 0.24    0.00     5.9   9.299 1.00    0.00     6.5   5.309
  2 0.24    0.00     5.9   9.299 1.00    0.00     6.5  10.619
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.5   5.309
  2 0.24    0.00     6.0   9.299 1.00    0.00     6.5  10.619
  2 0.24    0.00     5.9   9.299 1.00    0.00     6.5   5.309
  2 0.24    0.00     5.9   9.299 1.00    0.00     6.5  10.619
  2 0.24    0.00     5.9   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.9   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.9   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.9   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.4  10.619
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.3   5.309
  2 0.24    0.00     5.8   9.299 1.00    0.00     6.3  10.619
  1 1.00    0.00     5.3   8.659
  1 1.00    0.00     5.3   8.659
  1 1.00    0.00     5.3   8.659
  1 1.00    0.00     5.3   8.659
  1 1.00    0.00     5.3   8.659
  1 1.00    0.00     5.4   8.659
  1 1.00    0.00     5.5   8.659
  1 1.00    0.00     5.6   8.659
  1 1.00    0.00     5.7   8.659
  1 1.00    0.00     6.0   8.659
  1 1.00    0.00     6.1   8.659
  1 1.00    0.00     5.9   8.659
  1 1.00    0.00     6.2   8.659
  1 1.00    0.00     6.1   8.659
  1 1.00    0.00     6.1   8.659
