  57 TAZ
  72 NTI
  1 1.00    0.00     6.2  11.179
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9   5.040 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.5   9.519 0.63    0.00     6.0   5.040 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.5   9.519
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.0   5.040 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.6   9.519
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9   5.040 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   9.519
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.0   5.040 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.6   9.519
  3 0.43    0.00     5.5   9.519 0.63    0.00     6.0   5.040 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.5   9.519
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1   5.040 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.6   9.519
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9   5.040 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   9.519
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9   5.040 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   9.519
  3 0.43    0.00     5.8   9.519 0.63    0.00     5.9   5.040 1.00    0.00     5.8   4.760
  3 0.43    0.00     5.8   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.8   4.760
  3 0.43    0.00     5.8   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.8   9.519
  3 0.43    0.00     5.3   9.519 0.63    0.00     5.7   5.040 1.00    0.00     5.3   4.760
  3 0.43    0.00     5.3   9.519 0.63    0.00     5.7  10.079 1.00    0.00     5.3   4.760
  3 0.43    0.00     5.3   9.519 0.63    0.00     5.7  10.079 1.00    0.00     5.3   9.519
  3 0.43    0.00     5.3   9.519 0.63    0.00     5.7   5.040 1.00    0.00     5.3   4.760
  3 0.43    0.00     5.3   9.519 0.63    0.00     5.7  10.079 1.00    0.00     5.3   4.760
  3 0.43    0.00     5.3   9.519 0.63    0.00     5.7  10.079 1.00    0.00     5.3   9.519
  3 0.43    0.00     5.3   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.3   4.760
  3 0.43    0.00     5.3   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.3   4.760
  3 0.43    0.00     5.3   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.3   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     6.0   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9   5.040 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   9.519
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.0   5.040 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.6   9.519
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.1   5.040 1.00    0.00     5.7   4.760
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.7   4.760
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.7   9.519
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1   5.040 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.6   9.519
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.5   5.040 1.00    0.00     5.7   4.760
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.5  10.079 1.00    0.00     5.7   4.760
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.5  10.079 1.00    0.00     5.7   9.519
  3 0.43    0.00     5.8   9.519 0.63    0.00     6.4   5.040 1.00    0.00     5.8   4.760
  3 0.43    0.00     5.8   9.519 0.63    0.00     6.4  10.079 1.00    0.00     5.8   4.760
  3 0.43    0.00     5.8   9.519 0.63    0.00     6.4  10.079 1.00    0.00     5.8   9.519
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1   5.040 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.6   9.519
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.1   5.040 1.00    0.00     5.7   4.760
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.7   4.760
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.7   9.519
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1   5.040 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.6   9.519
  3 0.43    0.00     5.8   9.519 0.63    0.00     6.0   5.040 1.00    0.00     5.8   4.760
  3 0.43    0.00     5.8   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.8   4.760
  3 0.43    0.00     5.8   9.519 0.63    0.00     6.0  10.079 1.00    0.00     5.8   9.519
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.1   5.040 1.00    0.00     5.7   4.760
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.7   4.760
  3 0.43    0.00     5.7   9.519 0.63    0.00     6.1  10.079 1.00    0.00     5.7   9.519
  3 0.43    0.00     7.1   9.519 0.63    0.00     7.1   5.040 1.00    0.00     7.1   4.760
  3 0.43    0.00     7.1   9.519 0.63    0.00     7.1  10.079 1.00    0.00     7.1   4.760
  3 0.43    0.00     7.1   9.519 0.63    0.00     7.1  10.079 1.00    0.00     7.1   9.519
  3 0.43    0.00     6.0   9.519 0.63    0.00     6.0   5.040 1.00    0.00     6.0   4.760
  3 0.43    0.00     6.0   9.519 0.63    0.00     6.0  10.079 1.00    0.00     6.0   4.760
  3 0.43    0.00     6.0   9.519 0.63    0.00     6.0  10.079 1.00    0.00     6.0   9.519
  3 0.43    0.00     5.6   9.519 0.63    0.00     5.9   5.040 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.6   4.760
  3 0.43    0.00     5.6   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.6   9.519
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9   5.040 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   4.760
  3 0.43    0.00     5.5   9.519 0.63    0.00     5.9  10.079 1.00    0.00     5.5   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.8  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.7   5.040 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.7  10.079 1.00    0.00     5.4   4.760
  3 0.43    0.00     5.4   9.519 0.63    0.00     5.7  10.079 1.00    0.00     5.4   9.519
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6   5.040 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   9.519
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6   5.040 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   9.519
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6   5.040 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   9.519
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6   5.040 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   9.519
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6   5.040 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   9.519
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6   5.040 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.6  10.079 1.00    0.00     5.2   9.519
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.2   9.519
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.2   4.760
  3 0.43    0.00     5.2   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.2   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.5  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4   5.040 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.1   4.760
  3 0.43    0.00     5.1   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.1   9.519
  3 0.43    0.00     5.0   9.519 0.63    0.00     5.4   5.040 1.00    0.00     5.0   4.760
  3 0.43    0.00     5.0   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.0   4.760
  3 0.43    0.00     5.0   9.519 0.63    0.00     5.4  10.079 1.00    0.00     5.0   9.519
  1 1.00    0.00     6.3  10.999
  1 1.00    0.00     6.3  10.999
  1 1.00    0.00     6.3  10.999
  1 1.00    0.00     6.3  10.999
  1 1.00    0.00     6.4  10.999
  1 1.00    0.00     6.4  10.999
  1 1.00    0.00     6.7  10.999
  1 1.00    0.00     7.3  10.999
  1 1.00    0.00     6.9  10.999
  2 0.63    0.00     8.0  11.659 1.00    0.00     7.6   6.073
  2 0.63    0.00     8.0  11.659 1.00    0.00     7.6  12.145
  1 1.00    0.00     7.5  10.999
  1 1.00    0.00     8.0  10.999
  1 1.00    0.00     8.0  11.659
  1 1.00    0.00     8.0  11.659
  1 1.00    0.00     8.0  11.659
  1 1.00    0.00     7.6  10.999
  1 1.00    0.00     8.0  11.659
  1 1.00    0.00     7.8  11.659
  2 0.43    0.00     8.1  11.079 1.00    0.00     7.7   6.073
  2 0.43    0.00     8.1  11.079 1.00    0.00     7.7  12.145
  2 0.63    0.00     8.1  11.079 1.00    0.00     7.7   6.073
  2 0.63    0.00     8.1  11.079 1.00    0.00     7.7  12.145
  1 1.00    0.00     7.7  10.999
  1 1.00    0.00     7.3  10.999
  1 1.00    0.00     6.8  10.999
  1 1.00    0.00     6.9  10.999
  1 1.00    0.00     6.9  10.999
  1 1.00    0.00     7.0  10.999
  1 1.00    0.00     6.8  10.999
  1 1.00    0.00     6.8  10.999
  1 1.00    0.00     6.9  10.999
  1 1.00    0.00     6.9  10.999
  1 1.00    0.00     7.3  10.999
  1 1.00    0.00     7.0  10.999
  1 1.00    0.00     8.0  10.999
  1 1.00    0.00     8.2  11.079
  1 1.00    0.00     8.5  11.859
  2 0.43    0.00     8.6  11.859 1.00    0.00     8.0   6.073
  2 0.43    0.00     8.6  11.859 1.00    0.00     8.0  12.145
  2 0.43    0.00     8.8  11.859 1.00    0.00     8.3   6.073
  2 0.43    0.00     8.8  11.859 1.00    0.00     8.3  12.145
  2 0.43    0.00     8.9  11.859 1.00    0.00     8.4   6.073
  2 0.43    0.00     8.9  11.859 1.00    0.00     8.4  12.145
  2 0.43    0.00     8.7  11.079 1.00    0.00     8.1   6.073
  2 0.43    0.00     8.7  11.079 1.00    0.00     8.1  12.145
  1 1.00    0.00     8.2  11.878
  1 1.00    0.00     7.4  10.999
  2 0.43    0.00     8.3  11.859 1.00    0.00     7.8   6.073
  2 0.43    0.00     8.3  11.859 1.00    0.00     7.8  12.145
  2 0.83    0.00     8.4  11.878 1.00    0.00     8.2   6.073
  2 0.83    0.00     8.4  11.878 1.00    0.00     8.2  12.145
  1 1.00    0.00     7.6  10.999
  1 1.00    0.00     7.9  10.999
  1 1.00    0.00     7.6  10.999
  1 1.00    0.00     7.2  10.999
  1 1.00    0.00     7.3  10.999
  1 1.00    0.00     7.0  10.999
  1 1.00    0.00     6.7  10.999
  1 1.00    0.00     6.6  10.999
  1 1.00    0.00     6.5  10.999
  1 1.00    0.00     6.6  10.999
  1 1.00    0.00     6.5  10.999
  1 1.00    0.00     6.5  10.999
  1 1.00    0.00     6.4  10.999
  1 1.00    0.00     6.5  10.999
  1 1.00    0.00     6.5  10.999
