  57 TAZ
  72 NTI
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.1  12.418
  1 1.00    0.00     8.1  12.418
  1 1.00    0.00     8.4  12.418
  1 1.00    0.00     8.6  12.839
  1 1.00    0.00     8.7  12.839
  1 1.00    0.00     8.8  12.839
  1 1.00    0.00     8.7  12.839
  1 1.00    0.00     8.7  12.839
  1 1.00    0.00     8.7  12.839
  1 1.00    0.00     8.7  12.418
  1 1.00    0.00     8.7  12.839
  1 1.00    0.00     8.8  12.839
  1 1.00    0.00     9.2  12.839
  1 1.00    0.00     9.2  12.839
  1 1.00    0.00     9.0  12.839
  1 1.00    0.00     8.6  12.418
  1 1.00    0.00     8.5  12.418
  1 1.00    0.00     8.4  12.418
  1 1.00    0.00     8.5  12.418
  1 1.00    0.00     8.5  12.418
  1 1.00    0.00     8.6  12.418
  1 1.00    0.00     8.7  12.839
  1 1.00    0.00     8.6  12.418
  1 1.00    0.00     8.6  12.839
  1 1.00    0.00     8.6  12.418
  1 1.00    0.00     8.6  12.839
  1 1.00    0.00     8.8  12.839
  1 1.00    0.00     9.1  12.839
  1 1.00    0.00     9.1  12.418
  1 1.00    0.00     9.1  12.418
  1 1.00    0.00     9.4  12.839
  1 1.00    0.00     9.6  12.839
  1 1.00    0.00     9.8  12.839
  1 1.00    0.00     9.6  12.839
  1 1.00    0.00     9.7  12.839
  1 1.00    0.00     9.6  12.839
  1 1.00    0.00     9.9  14.539
  1 1.00    0.00     9.8  14.539
  1 1.00    0.00    10.1  13.799
  1 1.00    0.00     9.5  14.539
  1 1.00    0.00     9.4  14.118
  1 1.00    0.00     9.3  14.118
  1 1.00    0.00     9.1  14.118
  1 1.00    0.00     8.8  12.418
  1 1.00    0.00     8.7  12.418
  1 1.00    0.00     8.5  12.418
  1 1.00    0.00     8.5  12.418
  1 1.00    0.00     8.4  12.418
  1 1.00    0.00     8.4  12.418
  1 1.00    0.00     8.3  12.418
  1 1.00    0.00     8.3  12.418
  1 1.00    0.00     8.2  12.418
  1 1.00    0.00     8.2  12.418
  1 1.00    0.00     8.2  12.418
  1 1.00    0.00     8.2  12.418
  1 1.00    0.00     8.1  12.418
  1 1.00    0.00     8.1  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     8.0  12.418
  1 1.00    0.00     7.9  12.418
  2 0.42    0.00     7.9  13.179 1.00    0.00     6.7   5.969
  2 0.42    0.00     7.9  13.179 1.00    0.00     6.7  11.939
  2 0.42    0.00     7.9  13.179 1.00    0.00     6.7   5.969
  2 0.42    0.00     7.9  13.179 1.00    0.00     6.7  11.939
  2 0.42    0.00     7.9  13.179 1.00    0.00     6.7   5.969
  2 0.42    0.00     7.9  13.179 1.00    0.00     6.7  11.939
  2 0.42    0.00     8.0  13.179 1.00    0.00     6.8   5.969
  2 0.42    0.00     8.0  13.179 1.00    0.00     6.8  11.939
  2 0.42    0.00     8.1  13.179 1.00    0.00     6.9   5.969
  2 0.42    0.00     8.1  13.179 1.00    0.00     6.9  11.939
  2 0.42    0.00     8.3  13.179 1.00    0.00     7.0   5.969
  2 0.42    0.00     8.3  13.179 1.00    0.00     7.0  11.939
  2 0.42    0.00     8.8  13.599 1.00    0.00     7.3   6.180
  2 0.42    0.00     8.8  13.599 1.00    0.00     7.3  12.359
  2 0.42    0.00     8.8  13.599 1.00    0.00     7.5   6.180
  2 0.42    0.00     8.8  13.599 1.00    0.00     7.5  12.359
  2 0.42    0.00     9.0  13.659 1.00    0.00     7.6   6.209
  2 0.42    0.00     9.0  13.659 1.00    0.00     7.6  12.419
  2 0.42    0.00     9.3  13.959 1.00    0.00     7.6   6.180
  2 0.42    0.00     9.3  13.959 1.00    0.00     7.6  12.359
  2 0.42    0.00     9.9  13.739 1.00    0.00     7.6   6.180
  2 0.42    0.00     9.9  13.739 1.00    0.00     7.6  12.359
  2 0.42    0.00     9.2  13.599 1.00    0.00     7.6   6.180
  2 0.42    0.00     9.2  13.599 1.00    0.00     7.6  12.359
  2 0.42    0.00     9.4  13.959 1.00    0.00     7.7   5.969
  2 0.42    0.00     9.4  13.959 1.00    0.00     7.7  11.939
  2 0.42    0.00     9.4  13.959 1.00    0.00     7.7   6.180
  2 0.42    0.00     9.4  13.959 1.00    0.00     7.7  12.359
  2 0.42    0.00     9.6  13.959 1.00    0.00     7.7   6.180
  2 0.42    0.00     9.6  13.959 1.00    0.00     7.7  12.359
  2 0.42    0.00     9.9  13.959 1.00    0.00     7.9   6.180
  2 0.42    0.00     9.9  13.959 1.00    0.00     7.9  12.359
  2 0.42    0.00     9.6  13.659 1.00    0.00     8.3   6.180
  2 0.42    0.00     9.6  13.659 1.00    0.00     8.3  12.359
  2 0.42    0.00     9.3  13.538 1.00    0.00     8.0   6.180
  2 0.42    0.00     9.3  13.538 1.00    0.00     8.0  12.359
  2 0.42    0.00     9.3  13.538 1.00    0.00     7.7   5.969
  2 0.42    0.00     9.3  13.538 1.00    0.00     7.7  11.939
  2 0.42    0.00     9.8  13.259 1.00    0.00     7.4   5.969
