  57 TAZ
  72 NTI
  1 1.00    0.00     3.6   6.539
  1 1.00    0.00     3.6   6.539
  1 1.00    0.00     3.6   6.539
  1 1.00    0.00     3.6   6.539
  1 1.00    0.00     3.6   6.539
  1 1.00    0.00     3.6   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.8   6.539
  1 1.00    0.00     3.9   6.539
  1 1.00    0.00     3.8   6.539
  1 1.00    0.00     3.8   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.8   6.539
  1 1.00    0.00     3.9   6.539
  1 1.00    0.00     4.1   6.539
  1 1.00    0.00     4.0   6.539
  1 1.00    0.00     3.9   6.539
  1 1.00    0.00     3.8   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.8   6.539
  1 1.00    0.00     4.0   6.539
  1 1.00    0.00     4.1   6.539
  1 1.00    0.00     4.1   6.539
  1 1.00    0.00     4.1   6.539
  1 1.00    0.00     4.2   6.539
  1 1.00    0.00     4.2   6.539
  1 1.00    0.00     4.2   6.539
  1 1.00    0.00     4.0   6.539
  1 1.00    0.00     4.0   6.539
  1 1.00    0.00     4.1   6.539
  1 1.00    0.00     4.0   6.539
  1 1.00    0.00     4.1   6.539
  1 1.00    0.00     3.9   6.539
  1 1.00    0.00     4.0   6.539
  1 1.00    0.00     3.9   6.539
  1 1.00    0.00     3.8   6.539
  1 1.00    0.00     3.8   6.539
  1 1.00    0.00     3.8   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.7   6.539
  1 1.00    0.00     3.6   6.539
  1 1.00    0.00     3.6   6.539
