  57 TAZ
  72 NTI
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.1   9.459
  1 1.00    0.00     6.1   9.459
  1 1.00    0.00     6.3   9.459
  1 1.00    0.00     6.6   9.459
  1 1.00    0.00     7.3  10.819
  1 1.00    0.00     7.0   9.459
  1 1.00    0.00     6.9   9.459
  1 1.00    0.00     7.1   9.459
  1 1.00    0.00     6.8   9.459
  1 1.00    0.00     6.7   9.459
  1 1.00    0.00     6.7   9.459
  1 1.00    0.00     6.8   9.459
  1 1.00    0.00     7.7  10.819
  1 1.00    0.00     7.2   9.459
  1 1.00    0.00     7.1  11.219
  1 1.00    0.00     6.6   9.459
  1 1.00    0.00     6.5   9.459
  1 1.00    0.00     6.4   9.459
  1 1.00    0.00     6.5   9.459
  1 1.00    0.00     6.5   9.459
  1 1.00    0.00     6.6   9.459
  1 1.00    0.00     6.8   9.459
  1 1.00    0.00     6.6   9.459
  1 1.00    0.00     6.6   9.459
  1 1.00    0.00     6.5   9.459
  1 1.00    0.00     6.5   9.459
  1 1.00    0.00     6.7   9.459
  1 1.00    0.00     7.4   9.459
  1 1.00    0.00     6.9   9.459
  1 1.00    0.00     6.9   9.459
  1 1.00    0.00     8.0  10.819
  1 1.00    0.00     8.1  10.819
  1 1.00    0.00     8.4  10.819
  1 1.00    0.00     8.2  10.819
  1 1.00    0.00     8.3  10.819
  1 1.00    0.00     8.1  10.819
  1 1.00    0.00     8.4  12.519
  1 1.00    0.00     8.5  12.519
  1 1.00    0.00     8.4  10.419
  1 1.00    0.00     7.5  11.159
  1 1.00    0.00     7.4  11.159
  1 1.00    0.00     7.3  11.159
  1 1.00    0.00     7.1  11.159
  1 1.00    0.00     6.8   9.459
  1 1.00    0.00     6.7   9.459
  1 1.00    0.00     6.6   9.459
  1 1.00    0.00     6.5   9.459
  1 1.00    0.00     6.4   9.459
  1 1.00    0.00     6.4   9.459
  1 1.00    0.00     6.4   9.459
  1 1.00    0.00     6.3   9.459
  1 1.00    0.00     6.2   9.459
  1 1.00    0.00     6.2   9.459
  1 1.00    0.00     6.2   9.459
  1 1.00    0.00     6.2   9.459
  1 1.00    0.00     6.1   9.459
  1 1.00    0.00     6.1   9.459
  1 1.00    0.00     6.1   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  1 1.00    0.00     6.0   9.459
  2 0.42    0.00     5.9  10.219 1.00    0.00     4.8   4.490
  2 0.42    0.00     5.9  10.219 1.00    0.00     4.8   8.979
  2 0.42    0.00     5.9  10.219 1.00    0.00     4.7   4.490
  2 0.42    0.00     5.9  10.219 1.00    0.00     4.7   8.979
  2 0.42    0.00     5.9  10.219 1.00    0.00     4.8   4.490
  2 0.42    0.00     5.9  10.219 1.00    0.00     4.8   8.979
  2 0.42    0.00     6.0  10.219 1.00    0.00     4.8   4.490
  2 0.42    0.00     6.0  10.219 1.00    0.00     4.8   8.979
  2 0.42    0.00     6.1  10.219 1.00    0.00     4.9   4.490
  2 0.42    0.00     6.1  10.219 1.00    0.00     4.9   8.979
  2 0.42    0.00     6.2  10.219 1.00    0.00     4.9   4.490
  2 0.42    0.00     6.2  10.219 1.00    0.00     4.9   8.979
  2 0.42    0.00     6.7  10.219 1.00    0.00     5.2   4.490
  2 0.42    0.00     6.7  10.219 1.00    0.00     5.2   8.979
  2 0.42    0.00     7.4  11.580 1.00    0.00     5.9   4.490
  2 0.42    0.00     7.4  11.580 1.00    0.00     5.9   8.979
  2 0.42    0.00     7.2  10.579 1.00    0.00     6.2   4.520
  2 0.42    0.00     7.2  10.579 1.00    0.00     6.2   9.039
  2 0.42    0.00     7.5  10.579 1.00    0.00     5.7   4.490
  2 0.42    0.00     7.5  10.579 1.00    0.00     5.7   8.979
  2 0.42    0.00     8.1  11.099 1.00    0.00     5.8   4.490
  2 0.42    0.00     8.1  11.099 1.00    0.00     5.8   8.979
  2 0.42    0.00     7.3  10.219 1.00    0.00     5.9   4.490
  2 0.42    0.00     7.3  10.219 1.00    0.00     5.9   8.979
  2 0.42    0.00     7.4  10.579 1.00    0.00     5.7   4.490
  2 0.42    0.00     7.4  10.579 1.00    0.00     5.7   8.979
  2 0.42    0.00     7.5  10.579 1.00    0.00     5.7   4.490
  2 0.42    0.00     7.5  10.579 1.00    0.00     5.7   8.979
  2 0.42    0.00     8.1  11.939 1.00    0.00     5.8   4.490
  2 0.42    0.00     8.1  11.939 1.00    0.00     5.8   8.979
  2 0.42    0.00     8.4  11.159 1.00    0.00     6.4   5.170
  2 0.42    0.00     8.4  11.159 1.00    0.00     6.4  10.339
  2 0.42    0.00     7.6  10.279 1.00    0.00     6.8   5.170
  2 0.42    0.00     7.6  10.279 1.00    0.00     6.8  10.339
  2 0.42    0.00     7.3  10.579 1.00    0.00     6.6   4.490
  2 0.42    0.00     7.3  10.579 1.00    0.00     6.6   8.979
  2 0.42    0.00     7.3  10.579 1.00    0.00     5.7   4.490
  2 0.42    0.00     7.3  10.579 1.00    0.00     5.7   8.979
  2 0.42    0.00     7.8  10.299 1.00    0.00     5.4   4.490
