  57 TAZ
  72 NTI
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.2  14.158
  1 1.00    0.00     8.4  14.158
  1 1.00    0.00     8.7  14.158
  1 1.00    0.00     8.9  14.158
  1 1.00    0.00     9.2  14.158
  1 1.00    0.00     9.6  13.878
  1 1.00    0.00     9.5  13.878
  1 1.00    0.00     9.4  14.158
  1 1.00    0.00     9.4  14.158
  1 1.00    0.00     9.3  14.158
  1 1.00    0.00     9.8  13.878
  1 1.00    0.00     9.8  13.878
  1 1.00    0.00     9.7  14.158
  1 1.00    0.00     9.7  14.158
  1 1.00    0.00     9.3  14.158
  1 1.00    0.00     9.3  14.158
  1 1.00    0.00     9.5  13.878
  1 1.00    0.00     9.1  14.158
  1 1.00    0.00     8.8  14.158
  1 1.00    0.00     8.9  14.158
  1 1.00    0.00     8.8  14.158
  1 1.00    0.00     8.8  14.158
  1 1.00    0.00     8.9  14.158
  1 1.00    0.00     8.9  14.158
  1 1.00    0.00     8.9  14.158
  1 1.00    0.00     9.1  14.158
  1 1.00    0.00     9.8  14.158
  1 1.00    0.00     9.8  14.158
  1 1.00    0.00    10.3  14.158
  1 1.00    0.00    10.9  13.878
  1 1.00    0.00    10.6  14.158
  1 1.00    0.00    12.4  17.197
  1 1.00    0.00    11.8  15.038
  1 1.00    0.00    10.2  14.158
  1 1.00    0.00    10.6  13.878
  1 1.00    0.00    10.7  13.878
  1 1.00    0.00    13.0  13.778
  1 1.00    0.00    12.1  17.537
  1 1.00    0.00    12.2  17.136
  1 1.00    0.00    11.7  16.077
  1 1.00    0.00    10.5  14.158
  1 1.00    0.00     9.5  14.158
  1 1.00    0.00     9.4  14.158
  1 1.00    0.00     9.1  14.158
  1 1.00    0.00     8.8  14.158
  1 1.00    0.00     8.7  14.158
  1 1.00    0.00     8.5  14.158
  1 1.00    0.00     8.5  14.158
  1 1.00    0.00     8.4  14.158
  1 1.00    0.00     8.4  14.158
  1 1.00    0.00     8.3  14.158
  1 1.00    0.00     8.3  14.158
  1 1.00    0.00     8.3  14.158
  1 1.00    0.00     8.3  14.158
  1 1.00    0.00     8.2  14.158
  1 1.00    0.00     8.2  14.158
  1 1.00    0.00     8.2  14.158
  1 1.00    0.00     8.2  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.1  14.158
  1 1.00    0.00     8.0  14.158
  1 1.00    0.00     8.0  14.158
  2 0.44    0.00     6.8  11.738 1.00    0.00     7.3   6.529
  2 0.44    0.00     6.8  11.738 1.00    0.00     7.3  13.058
  2 0.44    0.00     6.8  11.738 1.00    0.00     7.3   6.529
  2 0.44    0.00     6.8  11.738 1.00    0.00     7.3  13.058
  2 0.44    0.00     6.8  11.738 1.00    0.00     7.3   6.529
  2 0.44    0.00     6.8  11.738 1.00    0.00     7.3  13.058
  2 0.44    0.00     6.8  11.738 1.00    0.00     7.4   6.529
  2 0.44    0.00     6.8  11.738 1.00    0.00     7.4  13.058
  2 0.44    0.00     6.8  11.738 1.00    0.00     7.5   6.529
  2 0.44    0.00     6.8  11.738 1.00    0.00     7.5  13.058
  2 0.44    0.00     7.0  11.738 1.00    0.00     7.7   6.529
  2 0.44    0.00     7.0  11.738 1.00    0.00     7.7  13.058
  2 0.44    0.00     7.2  11.738 1.00    0.00     8.0   6.529
  2 0.44    0.00     7.2  11.738 1.00    0.00     8.0  13.058
  2 0.44    0.00     7.4  11.738 1.00    0.00     8.3   6.529
  2 0.44    0.00     7.4  11.738 1.00    0.00     8.3  13.058
  2 0.44    0.00     7.7  11.738 1.00    0.00     8.5   6.529
  2 0.44    0.00     7.7  11.738 1.00    0.00     8.5  13.058
  2 0.44    0.00     7.8  11.738 1.00    0.00     8.7   6.389
  2 0.44    0.00     7.8  11.738 1.00    0.00     8.7  12.778
  2 0.44    0.00     7.6  11.738 1.00    0.00     8.6   6.529
  2 0.44    0.00     7.6  11.738 1.00    0.00     8.6  13.058
  2 0.44    0.00     7.7  11.738 1.00    0.00     8.4   6.529
  2 0.44    0.00     7.7  11.738 1.00    0.00     8.4  13.058
  2 0.44    0.00     7.7  11.738 1.00    0.00     8.5   6.529
  2 0.44    0.00     7.7  11.738 1.00    0.00     8.5  13.058
  2 0.44    0.00     7.7  11.738 1.00    0.00     8.8   6.389
  2 0.44    0.00     7.7  11.738 1.00    0.00     8.8  12.778
  2 0.44    0.00     7.8  11.738 1.00    0.00     8.8   6.529
  2 0.44    0.00     7.8  11.738 1.00    0.00     8.8  13.058
  2 0.44    0.00     7.9  11.738 1.00    0.00     9.2   6.529
  2 0.44    0.00     7.9  11.738 1.00    0.00     9.2  13.058
  2 0.44    0.00     8.4  11.738 1.00    0.00     9.3   6.389
  2 0.44    0.00     8.4  11.738 1.00    0.00     9.3  12.778
  2 0.44    0.00     8.4  12.418 1.00    0.00     9.2   6.529
  2 0.44    0.00     8.4  12.418 1.00    0.00     9.2  13.058
  2 0.44    0.00     8.0  11.638 1.00    0.00     8.2   6.529
  2 0.44    0.00     8.0  11.638 1.00    0.00     8.2  13.058
  2 0.44    0.00     7.6  11.638 1.00    0.00     8.9   6.389
