661	18	# of vehicles in the file, Max # of stops
1	9737	9865	1.03	1	1	1	11	0	0.0	0.0	1	0.1164	1
16	24.0
5	32.0
1	39.0
1	198.0
4	191.0
1	43.0
5	19.0
4	273.0
1	35.0
10	77.0
1	0.0
2	9621	9620	1.03	1	1	1	9	0	0.0	0.0	4	0.0592	1
9	28.0
6	36.0
5	26.0
4	148.0
8	309.0
2	28.0
8	116.0
3	10.0
7	0.0
3	9732	9886	1.03	1	1	1	1	0	0.0	0.0	7	0.0928	1
1	0.0
4	9733	9732	1.03	1	1	1	5	0	0.0	0.0	7	0.0406	1
1	502.0
2	86.0
1	141.0
18	21.0
7	0.0
5	9957	9906	1.03	1	1	1	4	0	0.0	0.0	8	0.1451	1
14	215.0
1	223.0
1	69.0
8	0.0
6	10337	10336	1.03	1	1	1	4	0	0.0	0.0	9	0.2314	1
10	124.0
5	852.0
9	42.0
12	0.0
7	9731	9613	1.03	1	1	1	8	0	0.0	0.0	11	0.4448	1
17	81.0
11	63.0
7	39.0
8	847.0
7	103.0
11	33.0
1	12.0
11	0.0
8	10147	10335	1.03	1	1	1	7	0	0.0	0.0	12	0.0755	1
5	511.0
5	92.0
5	14.0
6	18.0
5	26.0
1	83.0
12	0.0
9	10446	10436	1.03	1	1	1	8	0	0.0	0.0	13	0.1054	1
18	133.0
17	25.0
20	27.0
12	619.0
20	5.0
13	66.0
9	203.0
13	0.0
10	10596	10597	1.03	1	1	1	4	0	0.0	0.0	14	0.0894	1
14	115.0
14	602.0
14	13.0
14	0.0
11	10597	10446	1.03	1	1	1	3	0	0.0	0.0	14	0.396	1
14	200.0
14	58.0
16	0.0
12	10439	10445	1.03	1	1	1	10	0	0.0	0.0	15	0.0347	1
14	113.0
14	16.0
15	8.0
5	134.0
15	38.0
17	646.0
6	20.0
15	106.0
14	57.0
15	0.0
13	10492	10336	1.03	1	1	1	8	0	0.0	0.0	17	0.0998	1
17	45.0
17	48.0
17	460.0
17	17.0
15	42.0
17	253.0
17	47.0
17	0.0
14	10709	10708	1.03	1	1	1	1	0	0.0	0.0	18	0.0463	1
18	0.0
15	10762	10613	1.03	1	1	1	8	0	0.0	0.0	20	0.0313	1
18	237.0
20	59.0
18	270.0
20	120.0
20	65.0
20	162.0
14	98.0
20	0.0
16	10108	10107	1.03	1	1	1	4	0	0.0	0.0	3	0.2456	1
19	154.0
3	8.0
18	10.0
18	0.0
17	9736	9737	1.03	1	1	1	2	0	0.0	0.0	4	0.1327	1
2	232.0
4	0.0
18	10108	10107	1.03	1	1	1	9	0	0.0	0.0	3	0.0269	1
9	130.0
3	42.0
6	14.0
3	108.0
5	14.0
3	17.0
1	13.0
6	657.0
3	0.0
19	9865	9864	2.03	1	1	1	10	0	0.0	0.0	2	0.0844	1
3	180.0
2	41.0
2	9.0
2	485.0
2	11.0
2	25.0
1	117.0
2	5.0
15	26.0
2	0.0
20	10058	9866	2.03	1	1	1	5	0	0.0	0.0	2	0.1123	1
14	555.0
1	64.0
14	10.0
2	5.0
2	0.0
21	10108	10107	2.03	1	1	1	17	0	0.0	0.0	3	0.2868	1
3	254.0
3	5.0
16	9.0
16	16.0
3	27.0
5	68.0
8	24.0
