310661	18	# of vehicles in the file, Max # of stops
counter  iutmp  idtmp  StartTime  ivcltmp  ivcl2tmp  ihovtmp  veh_pathnodenum  NonrepetitiveCarNumTrip  infotmp  ribftmp  comptmp  TAZMap  value_of_time  1
1	9886	9861	1.0	3	1	1	1	1	0	0.0	0.0	8	0.1451	1
14	0.0
2	10598	10597	1.0	3	1	1	1	1	0	0.0	0.0	14	0.396	1
14	0.0
3	10108	10058	1.0	3	1	1	1	2	0	0.0	0.0	3	0.0269	1
9	130.1
3	0.0
4	10446	10440	1.0	3	1	1	1	8	0	0.0	0.0	13	0.1054	1
18	132.2
17	21.9
20	26.7
12	619.2
20	6.3
13	69.0
9	202.7
13	0.0
5	9738	9737	1.0	3	1	1	1	7	0	0.0	0.0	1	0.1164	1
16	24.3
5	32.3
1	238.2
4	191.3
1	56.3
5	29.3
4	0.0
6	10108	10107	1.0	3	1	1	1	1	0	0.0	0.0	3	0.2456	1
19	0.0
7	10598	10597	1.0	3	1	1	1	1	0	0.0	0.0	14	0.033	1
14	0.0
8	9731	9728	1.0	3	1	1	1	4	0	0.0	0.0	11	0.4448	1
17	81.4
11	65.5
7	36.8
8	0.0
9	9736	9864	1.0	3	1	1	1	2	0	0.0	0.0	4	0.1327	1
2	242.7
4	0.0
10	10147	10335	1.0	3	1	1	1	1	0	0.0	0.0	12	0.0755	1
5	0.0
11	9735	9736	1.0	3	1	1	1	5	0	0.0	0.0	4	0.0592	1
9	28.2
6	35.8
5	25.7
4	1337.6
8	0.0
12	9737	9736	2.0	3	1	1	1	1	0	0.0	0.0	1	0.5593	1
1	0.0
13	10597	10598	2.0	3	1	1	1	2	0	0.0	0.0	14	0.0835	1
19	1436.6
14	0.0
14	9865	9737	2.0	3	1	1	1	1	0	0.0	0.0	2	0.0267	1
5	0.0
15	10058	10057	2.0	3	1	1	1	1	0	0.0	0.0	2	0.0844	1
3	0.0
16	10539	10392	2.0	3	1	1	1	4	0	0.0	0.0	19	0.3344	1
12	27.0
16	10.0
20	3.0
19	0.0
17	10772	10762	2.0	3	1	1	1	2	0	0.0	0.0	20	0.1989	1
1	1428.7
20	0.0
18	10108	10058	2.0	3	1	1	1	2	0	0.0	0.0	3	0.3466	1
1	1435.6
3	0.0
19	10108	10058	2.0	3	1	1	1	1	0	0.0	0.0	3	0.2868	1
3	0.0
20	9863	10056	2.0	3	1	1	1	1	0	0.0	0.0	5	0.2258	1
18	0.0
21	10058	10057	2.0	3	1	1	1	1	0	0.0	0.0	2	0.1123	1
14	0.0
22	9957	9981	2.0	3	1	1	1	1	0	0.0	0.0	8	0.0927	1
5	0.0
23	9864	9736	2.5	3	1	1	1	1	0	0.0	0.0	5	0.01	1
2	0.0
24	10057	10056	2.7	3	1	1	1	1	0	0.0	0.0	5	0.01	1
12	0.0
25	10107	10057	3.0	3	1	1	1	2	0	0.0	0.0	6	0.0996	1
13	136.7
10	0.0
26	10443	10444	3.0	3	1	1	1	8	0	0.0	0.0	17	0.1013	1
10	65.0
1	683.6
15	19.9
17	135.2
5	18.8
1	10.5
12	29.4
17	0.0
27	10445	10339	3.0	3	1	1	1	1	0	0.0	0.0	15	0.0962	1
18	0.0
28	10108	10107	3.0	3	1	1	1	2	0	0.0	0.0	3	0.8333	1
17	235.5
3	0.0
29	10580	10613	3.0	3	1	1	1	3	0	0.0	0.0	19	0.0556	1
2	146.2
19	82.7
16	0.0
30	10539	10392	3.0	3	1	1	1	3	0	0.0	0.0	19	0.0476	1
16	166.9
4	14.8
2	0.0
31	10541	10595	3.0	3	1	1	1	1	0	0.0	0.0	17	0.1505	1
2	0.0
32	10058	10057	3.0	3	1	1	1	1	0	0.0	0.0	2	0.2053	1
2	0.0
33	10540	10539	3.0	3	1	1	1	2	0	0.0	0.0	17	0.0167	1
16	1153.5
17	0.0
34	10107	10297	3.0	3	1	1	1	1	0	0.0	0.0	6	0.0442	1
16	0.0
35	9738	9675	4.0	3	1	1	1	1	0	0.0	0.0	1	0.2395	1
7	0.0
36	9738	9866	4.0	3	1	1	1	1	0	0.0	0.0	1	0.0754	1
8	0.0
37	9675	9674	4.0	3	1	1	1	1	0	0.0	0.0	1	0.0493	1
1	0.0
38	10542	10541	4.0	3	1	1	1	5	0	0.0	0.0	15	0.1133	1
16	80.3
15	37.8
7	124.6
15	17.1
2	0.0
39	9737	9738	4.0	3	1	1	1	1	0	0.0	0.0	1	0.3972	1
2	0.0
40	9620	9734	4.0	3	1	1	1	2	0	0.0	0.0	7	0.1931	1
19	107.3
7	0.0
41	9673	9623	4.0	3	1	1	1	2	0	0.0	0.0	4	0.1332	1
2	1432.7
4	0.0
42	10707	10772	4.0	3	1	1	1	7	0	0.0	0.0	20	0.2898	1
17	208.7
16	22.5
20	145.7
2	14.4
16	433.0
9	10.1
20	0.0
43	9504	9505	4.0	3	1	1	1	1	0	0.0	0.0	4	0.1239	1
8	0.0
44	10056	10094	5.0	3	1	1	1	3	0	0.0	0.0	5	0.0946	1
2	176.5
5	87.5
18	0.0
45	9862	9861	5.0	3	1	1	1	1	0	0.0	0.0	8	0.3065	1
16	0.0
46	10750	10716	5.0	3	1	1	1	1	0	0.0	0.0	16	0.0758	1
20	0.0
47	10400	10297	5.0	3	1	1	1	1	0	0.0	0.0	13	0.0463	1
2	0.0
