    1    4   9674   9675   9737   9738
    2    3   9865   9866  10058
    3    1  10108
    4    8   9504   9505   9621   9622   9623   9673   9735   9736
    5    4   9863   9864  10056  10057
    6    6  10094  10107  10144  10297  10338  10339
    7    6   9511   9620   9728   9732   9733   9734
    8   10   9861   9862   9886   9900   9906   9957   9981   9993  10013  10021
    9    1  10337
   10    4   9503   9519   9613   9614
   11    1   9731
   12    2  10147  10323
   13    3  10400  10436  10446
   14    4  10596  10597  10598  10759
   15    6  10439  10440  10444  10445  10542  10543
   16    7  10591  10592  10639  10711  10716  10750  10757
   17    6  10335  10336  10443  10492  10540  10541
   18    6  10594  10595  10646  10708  10709  10710
   19    4  10392  10539  10580  10613
   20    3  10707  10762  10772
   21    1      1
   22    1      2
   23    1      3
   24    1      4
   25    1      5
   26    1      6
   27    1      7
   28    1      8
   29    1      9
   30    1     10
   31    1     11
   32    1     12
   33    1     13
   34    1     14
   35    1     15
   36    1     16
   37    1     17
   38    1     18
   39    1     19
   40    1     20
   41    1     21
   42    1     22
   43    1     23
   44    1     24
   45    1     25
   46    1     26
   47    1     27
   48    1     28
   49    1     29
   50    1     30
   51    1     31
   52    1     32
   53    1     33
   54    1     34
   55    1     35
   56    1     36
   57    1     37
