    1 -88078439.000000 -42078605.000000
    2 -88078418.000000 -42084093.000000
    3 -88070589.000000 -42106578.000000
    4 -88070573.000000 -42110420.000000
    5 -88063533.000000 -42119459.000000
    6 -88063533.000000 -42119459.000000
    7 -88063511.000000 -42124673.000000
    8 -88063264.000000 -42095859.000000
    9 -88063264.000000 -42095859.000000
   10 -88063264.000000 -42095859.000000
   11 -88048701.000000 -42139182.000000
   12 -88045750.000000 -42057946.000000
   13 -88033954.000000 -42139144.000000
   14 -88032834.000000 -42063950.000000
   15 -88032834.000000 -42063950.000000
   16 -88028411.000000 -42064762.000000
   17 -88018460.000000 -42066382.000000
   18 -88014438.000000 -42134152.000000
   19 -88005264.000000 -42125894.000000
   20 -88003041.000000 -42128083.000000
   21 -88001520.000000 -42066334.000000
   22 -88001520.000000 -42066334.000000
   23 -87994950.000000 -42124492.000000
   24 -87994950.000000 -42124492.000000
   25 -87980159.000000 -42132954.000000
   26 -87980172.000000 -42058737.000000
   27 -87965914.000000 -42109858.000000
   28 -87965914.000000 -42109858.000000
   29 -87965914.000000 -42109858.000000
   30 -87965587.000000 -42102722.000000
   31 -87965587.000000 -42102722.000000
   32 -87961026.000000 -42126582.000000
   33 -87960670.000000 -42124385.000000
   34 -87960555.000000 -42081027.000000
   35 -87960514.000000 -42088162.000000
   36 -87960274.000000 -42066207.000000
   37 -87958759.000000 -42073337.000000
 9501 -88029148.000000 -42064764.000000
 9502 -88004525.000000 -42126166.000000
 9503 -88063723.000000 -42074455.000000
 9504 -88063587.000000 -42106562.000000
 9505 -88063572.000000 -42110129.000000
 9511 -88063304.000000 -42086529.000000
 9519 -88062607.000000 -42077197.000000
 9613 -88054160.000000 -42071414.000000
 9614 -88054136.000000 -42076902.000000
 9620 -88053685.000000 -42095836.000000
 9621 -88053647.000000 -42104343.000000
 9622 -88053638.000000 -42106538.000000
 9623 -88053622.000000 -42110106.000000
 9673 -88049200.000000 -42110095.000000
 9674 -88049180.000000 -42114485.000000
 9675 -88049145.000000 -42122443.000000
 9728 -88044535.000000 -42082367.000000
 9731 -88044231.000000 -42068096.000000
 9732 -88044148.000000 -42086482.000000
 9733 -88044138.000000 -42088677.000000
 9734 -88044105.000000 -42095812.000000
 9735 -88044065.000000 -42104593.000000
 9736 -88044041.000000 -42110082.000000
 9737 -88044021.000000 -42114472.000000
 9738 -88043991.000000 -42121058.000000
 9861 -88034192.000000 -42088377.000000
 9862 -88034159.000000 -42095512.000000
 9863 -88034105.000000 -42107038.000000
 9864 -88034090.000000 -42110056.000000
 9865 -88034070.000000 -42114447.000000
 9866 -88034050.000000 -42118563.000000
 9886 -88033112.000000 -42083161.000000
 9900 -88032719.000000 -42088374.000000
 9906 -88032376.000000 -42082884.000000
 9921 -88031606.000000 -42090017.000000
 9933 -88031279.000000 -42081235.000000
 9952 -88030545.000000 -42080684.000000
 9953 -88030514.000000 -42087270.000000
 9957 -88030171.000000 -42081781.000000
 9981 -88029068.000000 -42081503.000000
 9993 -88028298.000000 -42088362.000000
10013 -88027193.000000 -42088359.000000
10021 -88026790.000000 -42095493.000000
10056 -88024545.000000 -42102622.000000
10057 -88024510.000000 -42109756.000000
10058 -88024480.000000 -42116068.000000
10094 -88020868.000000 -42100965.000000
10107 -88019718.000000 -42110018.000000
10108 -88019694.000000 -42114957.000000
10144 -88017560.000000 -42099310.000000
10147 -88017301.000000 -42077355.000000
10148 -88017178.000000 -42102053.000000
10166 -88016442.000000 -42101776.000000
10297 -88006451.000000 -42109981.000000
10323 -88005158.000000 -42074851.000000
10335 -88004749.000000 -42082808.000000
10336 -88004721.000000 -42088297.000000
10337 -88004692.000000 -42093785.000000
10338 -88004683.000000 -42095706.000000
10339 -88004644.000000 -42103115.000000
10353 -88003882.000000 -42108053.000000
10359 -88003486.000000 -42113265.000000
10380 -88002381.000000 -42113262.000000
10392 -88001490.000000 -42072097.000000
10400 -88000922.000000 -42110239.000000
10436 -87996069.000000 -42122025.000000
10439 -87995402.000000 -42108851.000000
10440 -87995396.000000 -42109949.000000
10443 -87995135.000000 -42089641.000000
10444 -87995103.000000 -42095678.000000
10445 -87995064.000000 -42103087.000000
10446 -87994968.000000 -42121199.000000
10492 -87991827.000000 -42088259.000000
10539 -87987515.000000 -42068214.000000
10540 -87987421.000000 -42085502.000000
10541 -87987406.000000 -42088246.000000
10542 -87987366.000000 -42095655.000000
10543 -87987326.000000 -42103064.000000
10580 -87982738.000000 -42066278.000000
10591 -87980734.000000 -42095635.000000
10592 -87980693.000000 -42103044.000000
10594 -87980437.000000 -42082736.000000
10595 -87980407.000000 -42088225.000000
10596 -87980285.000000 -42110178.000000
10597 -87980273.000000 -42112373.000000
10598 -87980206.000000 -42124447.000000
10613 -87979792.000000 -42066269.000000
10639 -87976970.000000 -42109893.000000
10646 -87976395.000000 -42081077.000000
10707 -87970515.000000 -42078589.000000
10708 -87970501.000000 -42081059.000000
10709 -87970460.000000 -42088194.000000
10710 -87970420.000000 -42095328.000000
10711 -87970376.000000 -42103012.000000
10716 -87969995.000000 -42105206.000000
10750 -87967058.000000 -42103276.000000
10757 -87965935.000000 -42106291.000000
10759 -87965830.000000 -42124402.000000
10762 -87965798.000000 -42066225.000000
10772 -87965371.000000 -42076377.000000
