           4	           4	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0
           4	          24	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	    35.0	    35.0	  1440.0	    19.0	  1440.0	  1440.0	    34.0	  1440.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    35.0	  1440.0	    20.0	    20.5	    22.0	    35.0	    20.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	  1440.0	  1440.0
           4	          34	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	    35.0	    35.0	  1440.0	    19.0	  1440.0	  1440.0	    34.0	  1440.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    35.0	  1440.0	    20.0	    20.5	    22.0	    35.0	    20.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	    34.0	  1440.0	  1440.0	  1440.0
           4	          36	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	   110.4	    82.1	  1440.0	   109.4	  1440.0	  1440.0	    81.1	  1440.0	  1440.0	   109.4	  1440.0	   109.4	  1440.0	   109.4	  1440.0	    81.1	  1440.0	   109.4	  1440.0	   110.4	  1440.0	   110.4	   115.9	    97.4	    82.1	    67.1	  1440.0	   109.4	  1440.0	   109.4	  1440.0	   109.4	  1440.0	   109.4	  1440.0	   109.4	  1440.0	   109.4	  1440.0	  1440.0	  1440.0
           4	          37	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0
           4	          39	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0
           4	          40	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0
           4	          43	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0
           4	          45	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	   187.2	    87.5	  1440.0	   186.3	  1440.0	  1440.0	    86.5	  1440.0	  1440.0	   186.2	  1440.0	   186.2	  1440.0	   186.2	  1440.0	    86.5	  1440.0	   186.2	  1440.0	   187.2	  1440.0	   187.3	   192.7	   174.3	    87.5	    72.5	  1440.0	   186.2	  1440.0	   186.2	  1440.0	   186.2	  1440.0	   186.2	  1440.0	   186.2	  1440.0	   186.2	  1440.0	  1440.0	  1440.0
           4	          46	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	  1440.0	   149.1	    84.7	  1440.0	   148.1	  1440.0	  1440.0	    83.7	  1440.0	  1440.0	   148.1	  1440.0	   148.1	  1440.0	   148.1	  1440.0	    83.7	  1440.0	   148.1	  1440.0	   149.1	  1440.0	   149.1	   154.6	   136.1	    84.7	    69.7	  1440.0	   148.1	  1440.0	   148.1	  1440.0	   148.1	  1440.0	   148.1	  1440.0	   148.1	  1440.0	   148.1	  1440.0	  1440.0	  1440.0
