maz,tran_maz,distance
1	4	4702.091222
1	24	18806.58863
1	37	18982.03367
1	65	21330.84382
1	39	21422.37655
1	34	22126.08161
2	4	2685.936967
2	24	16669.74572
2	65	19194.00091
2	34	19989.23871
2	37	20376.01122
2	45	21000.53835
3	4	3960.582399
3	24	16684.43064
3	37	16727.70532
3	39	19168.0482
3	65	19208.68583
3	34	20003.92362
4	4	0
4	24	14104.50243
4	65	16628.75762
4	34	17423.99541
4	37	17690.07927
4	45	18314.6064
5	4	5766.338899
5	24	14054.67646
5	65	16578.93165
5	34	17374.16945
5	45	19015.02367
5	66	19735.72313
6	4	8315.86937
6	24	12831.94102
6	65	15356.19621
6	34	16151.434
6	66	18512.98768
6	36	18687.12568
7	4	3009.649179
7	24	11821.59002
7	65	14345.84521
7	34	15141.083
7	45	16781.93723
7	66	17502.63668
8	4	5758.812477
8	24	10040.20796
8	65	12564.46315
8	34	13359.70095
8	66	15721.25463
8	36	15895.39262
9	4	10823.42559
9	24	13031.11986
9	65	15555.37505
9	34	16350.61285
9	66	17314.81984
9	36	18886.30452
10	4	14072.50359
10	65	14612.53235
10	24	14865.95046
10	66	15044.73284
10	34	17525.42229
10	68	17718.11599
11	4	9143.927493
11	24	10513.39925
11	65	13037.65444
11	34	13832.89224
11	66	15687.97197
11	36	16368.58391
12	4	12582.38428
12	24	12923.64497
12	65	14256.11307
12	66	14688.31355
12	34	16243.13796
12	68	17361.69671
13	4	5249.582469
13	37	13427.69948
13	39	15868.04236
13	24	16010.33847
13	40	17664.21943
13	34	18409.5483
14	4	4144.39888
14	24	13319.59637
14	37	14912.05089
14	34	15626.44658
14	65	15843.85156
14	45	15996.25824
15	4	7635.801058
15	37	10097.33979
15	39	12537.68266
15	40	14333.85973
15	45	15619.57465
15	34	15661.60685
16	4	7305.825148
16	37	12157.29792
16	34	12970.84431
16	45	13274.66268
16	43	13363.04508
16	40	14089.69112
17	4	5106.051177
17	24	10195.30944
17	65	12719.56463
17	34	13639.15189
17	45	14416.05043
17	36	15293.77497
18	4	7334.485067
18	24	7646.78078
18	65	10171.03597
18	34	10966.27377
18	66	13327.82745
18	36	13501.96544
19	4	7540.026559
19	34	11835.42405
19	24	12068.82561
19	45	12627.12214
19	37	13096.43823
19	36	13490.04714
20	24	7507.964118
20	34	7961.881177
20	36	9616.504262
20	65	10032.21931
20	45	10447.49271
20	4	11671.22151
21	24	6773.369995
21	65	9297.625185
21	4	9990.328367
21	34	10092.86298
21	66	12454.41666
21	36	12628.55466
22	4	13087.03645
22	24	13428.29714
22	65	14760.76524
22	66	15192.96572
22	34	16747.79013
22	68	17866.34888
23	24	3505.64655
23	65	6029.901741
23	34	6825.139536
23	66	9186.693216
23	36	9360.831213
23	67	9696.631761
24	24	0
24	65	4872.122577
24	34	5667.360373
24	66	7809.579585
24	36	8203.05205
24	67	8538.852598
25	37	7552.268639
25	39	9992.611517
25	4	10255.69577
25	40	11788.78859
25	45	14521.21901
25	43	14609.60141
26	37	9699.790702
26	4	9915.28655
26	43	10905.53786
26	45	11224.91249
26	40	11632.1839
26	39	11810.76919
27	37	4946.750917
27	39	7387.093795
27	40	9183.270864
27	45	13261.91747
27	43	13275.94419
27	4	13302.20006
28	37	5916.476612
28	40	7971.240172
28	39	8027.455099
28	43	8249.440535
28	45	9453.315272
28	46	12085.74004
29	45	8618.370267
29	4	10148.79289
29	36	10379.18453
29	34	10509.48867
29	37	10709.51549
29	43	11206.73901
30	36	7035.025523
30	34	7404.354694
30	45	7866.013967
30	46	9377.165949
30	65	10030.63527
30	67	10263.91908
31	45	6008.333328
31	37	8246.087901
31	46	8640.758096
31	43	8743.311423
31	47	8985.399585
31	36	9281.619456
32	45	4512.187169
32	36	5839.394186
32	46	7144.611937
32	47	7489.253426
32	48	9078.01847
32	34	9547.526351
33	34	4640.603493
33	36	5169.771303
33	45	7173.98001
33	65	7266.884071
33	46	7511.911729
33	67	8398.66486
34	34	0
34	65	3708.835402
34	24	5394.191583
34	36	6012.067154
34	67	6347.867703
34	66	6865.626878
35	36	3284.635403
35	45	3539.921028
35	46	4537.47094
35	73	7061.824918
35	34	7290.942026
35	47	7519.699515
36	36	0
36	46	2801.738887
36	45	5317.990658
36	73	5407.57721
36	67	5916.791685
36	48	6115.579525
37	37	0
37	40	4766.596366
37	39	4822.811293
37	43	8859.269692
37	45	13735.50719
37	46	16367.93196
38	37	4260.635402
38	40	6315.398962
38	39	6371.613889
38	43	8182.300038
38	45	11183.96819
38	46	13816.39296
39	39	0
39	40	2947.794245
39	37	5042.802156
39	43	7040.467572
39	45	15878.29905
39	48	17586.00031
40	40	0
40	39	2947.794245
40	43	4262.806885
40	37	4986.587229
40	48	14808.33963
40	47	15209.09634
41	43	5050.941409
41	40	6026.440066
41	37	8692.102813
41	39	8804.100752
41	45	10455.76444
41	46	13088.18921
42	45	3784.865951
42	47	4689.311787
42	43	4825.538732
42	46	6417.290719
42	36	7635.455547
42	48	8070.645712
43	43	0
43	40	3657.72096
43	39	6435.381647
43	37	8474.17463
43	45	11291.40474
43	48	13482.63392
44	43	3150.923784
44	40	6808.652828
44	39	9586.313514
44	45	9640.879608
44	37	11625.1065
44	46	12273.30438
45	45	0
45	46	2809.376996
45	36	4118.064529
45	47	4487.793057
45	48	4498.507133
45	73	6385.125727
46	46	0
46	36	2801.738887
46	45	2809.376996
46	73	3171.831686
46	48	3606.965863
46	47	5675.622815
47	47	0
47	48	2710.976232
47	45	4656.709491
47	46	6331.021512
47	36	7639.709044
47	73	9906.770243
48	48	0
48	47	2922.676833
48	46	3606.965863
48	45	4498.507133
48	36	6115.579525
48	73	7182.714594
49	65	13196.74964
49	24	13410.35057
49	66	13628.95013
49	34	16109.63957
49	68	16302.33328
49	4	17168.62112
50	65	12889.50952
50	24	13103.11045
50	66	13321.71001
50	71	14564.67127
50	34	15802.39945
50	68	15995.09316
51	65	9954.680974
51	24	10168.28191
51	66	10386.88146
51	34	12867.57091
51	68	13060.26462
51	67	14355.61785
52	65	9638.636935
52	24	9852.237867
52	66	10070.83742
52	34	12551.52687
52	68	12744.22058
52	71	13084.42151
53	66	13195.57438
53	71	13231.44298
53	65	14419.37216
53	24	14632.9731
53	72	14802.49831
53	68	15335.54639
54	72	15498.67667
54	66	15888.54101
54	71	15924.40962
54	65	17977.70136
54	68	18028.51302
54	24	18080.0753
55	66	10529.1879
55	71	10565.0565
55	72	12136.11182
55	65	12618.34825
55	68	12669.15991
55	24	12720.72218
56	72	12992.42802
56	66	13082.19169
56	71	13114.41117
56	65	15171.35204
56	68	15218.51457
56	24	15273.72598
57	24	5144.918985
57	65	5335.157459
57	66	7654.919225
57	34	8031.201996
57	68	10130.64306
57	36	10566.89367
58	66	5662.726916
58	24	7738.268517
58	65	7757.288056
58	68	8583.086063
58	71	10246.85511
58	34	10537.94589
59	65	2637.251732
59	24	5043.259253
59	34	5550.141664
59	66	5648.828571
59	36	8085.833341
59	68	8181.064522
60	66	2636.582776
60	65	5251.173544
60	68	5556.941923
60	71	7220.710966
60	67	7784.33365
60	24	7942.036472
61	66	7851.809682
61	71	7918.921299
61	72	9817.2422
61	65	9940.970031
61	68	10052.50181
61	24	10370.40156
62	72	8423.272619
62	71	10685.04932
62	66	11245.88098
62	65	12961.78974
62	77	13334.49937
62	24	13391.22127
63	66	5276.644312
63	71	5299.418738
63	72	7448.290375
63	68	7609.697637
63	65	7891.23508
63	77	7950.57961
64	72	5320.084257
64	71	7584.824926
64	66	8238.283333
64	77	10234.27499
64	68	10345.44667
64	78	10453.58806
65	65	0
65	34	3708.835402
65	68	4373.336417
65	66	4399.813134
65	24	4598.953787
65	67	5668.689655
66	66	0
66	68	3003.448669
66	65	3600.001312
66	71	4667.217712
66	67	5148.519462
66	77	6924.374967
67	67	0
67	68	3532.384477
67	73	4217.678779
67	66	5148.519462
67	65	5668.689655
67	36	5916.791685
68	68	0
68	66	3003.448669
68	71	3488.261778
68	67	3532.384477
68	65	4373.336417
68	73	5227.223669
69	66	2685.9291
69	71	3274.464513
69	72	5164.046458
69	68	5249.904376
69	65	6143.10933
69	77	6150.532948
70	72	2676.598044
70	71	4918.335439
70	66	6121.518101
70	77	7569.496311
70	68	7668.162405
70	78	7810.101845
71	71	0
71	72	2630.079135
71	77	2653.00494
71	68	3488.261778
71	78	4605.096121
71	66	4667.217712
72	72	0
72	71	2630.079135
72	78	5181.340151
72	77	5253.126621
72	68	6091.250143
72	66	7297.13924
73	73	0
73	46	3171.831686
73	67	4205.988265
73	68	5313.848425
73	36	5404.041815
73	77	5974.337599
74	73	2645.977796
74	68	2651.154252
74	77	3463.82299
74	71	5326.048367
74	67	5464.355662
74	66	5651.854566
75	73	3691.252079
75	46	5535.791461
75	48	6625.959196
75	67	6939.444966
75	45	7504.982555
75	68	7844.087116
76	77	5271.650004
76	68	5302.468458
76	73	5306.563819
76	46	7151.103201
76	48	7350.899264
76	78	7620.498397
77	77	0
77	71	2653.00494
77	78	3085.736815
77	68	5157.397795
77	72	5163.893136
77	73	5963.561595
78	78	0
78	77	3001.440847
78	71	4802.630329
78	72	5181.340151
78	68	7307.495245
78	73	8922.651505
79	77	3257.930495
79	78	4988.963109
79	71	5352.987888
79	68	7773.735879
79	72	7863.876084
79	73	7934.639354
80	78	3311.414049
80	77	4979.283189
80	71	7194.712437
80	72	7340.977577
80	68	10081.51834
80	73	10607.68472
