           1
         145
   1440.000    
         100
          50
 
           1
         105        9614        9613           5  0.5203477    
         106        9614        9728           5  0.9252916    
         108        9620          10           5  0.8571423    
         109        9620        9621           5   1.179924    
         110        9620        9734           5  0.6680521    
         112        9621        9620           5   1.183248    
         113        9621        9622           5  0.3397729    
         114        9621        9735           5   1.000000    
         116        9622        9504           5   1.019697    
         117        9622        9621           5  0.3409192    
         118        9622        9623           5  0.5014111    
         120        9623        9505           5  0.8409157    
         121        9623        9622           5  0.5014111    
         122        9623        9673           5  0.4783633    
         124        9673        9623           5  0.4757052    
         125        9673        9674           5  0.6224194    
         126        9673        9736           5  0.5211059    
         128        9674           6           5   1.229828    
         129        9674        9673           5  0.6227077    
         130        9674        9675           5  0.6671540    
         131        9674        9737           5  0.2822323    
         133        9675           7           5   1.063532    
         134        9675          11           5   1.724716    
         135        9675        9674           5  0.6710202    
         136        9675        9738           5  0.3548706    
         138        9728        9614           5  0.9201468    
         139        9728        9731           5   1.503257    
         140        9728        9732           5  0.4393929    
         142        9731          12           5   1.243904    
         143        9731          14           5  0.8666666    
         144        9731        9613           5  0.7473162    
         145        9731        9728           5   1.503040    
         147        9732        9728           5  0.4360520    
         148        9732        9733           5  0.2010892    
         149        9732        9886           5  0.8329132    
         151        9733        9511           5   1.337124    
         152        9733        9732           5  0.2001947    
         153        9733        9734           5  0.7839887    
         154        9733        9861           5  0.6566936    
         156        9734        9620           5  0.6666670    
         157        9734        9733           5  0.7798302    
         158        9734        9735           5   1.244202    
         159        9734        9862           5  0.6694515    
         161        9735        9621           5   1.000000    
         162        9735        9734           5   1.243371    
         163        9735        9736           5  0.8022311    
         165        9736        9673           5  0.5196964    
         166        9736        9735           5  0.8022311    
         167        9736        9737           5  0.6634886    
         168        9736        9864           5   1.057912    
         170        9737        9674           5  0.2797981    
         171        9737        9736           5  0.6618084    
         172        9737        9738           5  0.8809570    
         173        9737        9865           5   1.046691    
         175        9738        9675           5  0.3546695    
         176        9738        9737           5  0.8874394    
         177        9738        9866           5  0.7531489    
         179        9861        9733           5  0.6537088    
         180        9861        9862           5  0.6848722    
         181        9861        9886           5  0.4907026    
         182        9861        9900           5  0.2010892    
         184        9862        9734           5  0.6666670    
         185        9862        9861           5  0.6834128    
         186        9862        9863           5   1.094751    
         187        9862       10021           5  0.6857147    
         189        9863        9862           5   1.094960    
         190        9863        9864           5  0.3020512    
         191        9863       10056           5  0.8216590    
         193        9864        9736           5   1.056201    
         194        9864        9863           5  0.3015009    
         195        9864        9865           5  0.4523088    
         196        9864       10057           5  0.6706595    
         198        9865        9737           5   1.026136    
         199        9865        9864           5  0.4558445    
         200        9865        9866           5  0.3825925    
         202        9866          13           5   1.775909    
         203        9866        9738           5  0.7552207    
         204        9866        9865           5  0.3834489    
         205        9866       10058           5   1.075628    
         207        9886          15           5   2.000000    
         208        9886        9732           5  0.8327682    
         209        9886        9861           5  0.4914305    
         210        9886        9906           5  0.2001947    
         212        9900        9861           5  0.2001947    
         213        9900        9921           3  0.3838638    
         214        9900        9953           3  0.3479542    
         215        9900        9993           5  0.3973027    
         217        9906        9886           5  0.2007911    
         218        9906        9933           3  0.2999997    
         219        9906        9957           5  0.2001947    
         221        9921        9900           4  0.3838638    
         222        9921        9933           1  0.4067799    
         223        9921        9993           4  0.3479542    
         224        9933        9501           1   1.262550    
         225        9952        9953           1  0.4067799    
         226        9952        9957           4  0.2000000    
         227        9953        9900           4  0.3479542    
         228        9953        9993           4  0.3838638    
         229        9953       10166           1   1.057587    
         230        9957        9906           5  0.2004929    
         231        9957        9981           5  0.2001947    
         233        9981          17           5   3.103451    
         234        9981        9957           5  0.2004929    
         235        9981       10013           5   1.035910    
         236        9981       10147           5  0.9291919    
         238        9993        9900           5  0.3961334    
         239        9993        9921           3  0.3479542    
         240        9993        9953           3  0.3838638    
         241        9993       10013           5  0.2007911    
         243       10013        9981           5   1.034483    
         244       10013        9993           5  0.1998966    
         245       10013       10021           5   1.013715    
         246       10013       10336           5   1.359769    
         248       10021        9862           5  0.6857147    
         249       10021       10013           5   1.013715    
         250       10021       10056           5   1.219696    
         252       10056        9863           5  0.8238616    
         253       10056       10021           5   1.223297    
         254       10056       10057           5   1.141350    
         255       10056       10094           5  0.2889975    
         257       10057        9864           5  0.6666670    
         258       10057       10056           5   1.147993    
         259       10057       10058           5  0.9310353    
         260       10057       10107           5  0.2954980    
         262       10058        9866           5   1.078764    
         263       10058       10057           5  0.9396280    
         264       10058       10108           5  0.5583850    
         266       10094       10056           5  0.2910508    
         267       10094       10144           5  0.3228644    
         268       10094       10148           3  0.4799996    
         270       10107       10057           5  0.2936147    
         271       10107       10108           5  0.7277675    
         272       10107       10297           5  0.9406525    
         274       10108          18           5   2.674026    
         275       10108       10058           5  0.5613114    
         276       10108       10107           5  0.7246083    
         278       10144       10094           5  0.3257721    
         279       10144       10166           3  0.4918178    
         280       10144       10337           5   1.088401    
         282       10147        9981           5  0.9290472    
         283       10147       10323           5  0.8907048    
         284       10147       10335           5   1.902480    
         286       10148        9921           1   1.057587    
         287       10148       10094           4  0.4799996    
         288       10166       10144           4  0.4918178    
         289       10166       10353           1   1.138868    
         290       10297       10107           5  0.9370566    
         291       10297       10353           3  0.3238639    
         292       10297       10359           3  0.4438633    
         293       10297       10400           5  0.4024520    
         295       10323       10147           5  0.8889646    
         296       10323       10335           5  0.7582694    
         297       10323       10392           5  0.2006420    
         299       10335       10147           5   1.899999    
         300       10335       10323           5  0.7520267    
         301       10335       10336           5  0.5102295    
         303       10336       10013           5   1.357711    
         304       10336       10335           5  0.5059913    
         305       10336       10337           5  0.5636911    
         306       10336       10492           5  0.8779024    
         308       10337       10144           5   1.096751    
         309       10337       10336           5  0.5612085    
         310       10337       10338           5  0.2001947    
         311       10337       10443           5  0.7794334    
         313       10338       10337           5  0.2001947    
         314       10338       10339           5  0.8912346    
         315       10338       10444           5   1.037621    
         317       10339       10338           5  0.8912346    
         318       10339       10439           5   1.385971    
         319       10339       10445           5   1.037336    
         321       10353       10297           4  0.3238639    
         322       10353       10380           1  0.3457243    
         323       10353       10400           4  0.5279542    
         324       10359       10148           1   1.138868    
         325       10359       10297           4  0.4438633    
         326       10359       10400           4  0.3238639    
         327       10380        9502           1  0.7016567    
         328       10392          21           5  0.5725718    
         329       10392       10323           5  0.2017102    
         330       10392       10539           5   1.439935    
         332       10400       10297           5  0.4021482    
         333       10400       10353           3  0.5279542    
         334       10400       10359           3  0.3238639    
         335       10400       10440           5  0.3748223    
         337       10436          20           5  0.6666670    
         338       10436          23           5  0.5376170    
         339       10436       10446           5  0.4131316    
         341       10439       10339           5   1.393704    
         342       10439       10440           5  0.1998432    
         343       10439       10445           5  0.9310353    
         345       10440       10400           5  0.3753835    
         346       10440       10439           5  0.2014219    
         347       10440       10446           5   1.740122    
         348       10440       10596           5  0.9295710    
         350       10443       10337           5  0.7829506    
         351       10443       10444           5  0.8068184    
         352       10443       10492           5  0.2004382    
         354       10444       10338           5   1.035909    
         355       10444       10443           5  0.8068184    
         356       10444       10445           5   1.034483    
         357       10444       10542           5   1.037336    
         359       10445       10339           5   1.034483    
         360       10445       10439           5  0.9310353    
         361       10445       10444           5   1.034483    
         362       10445       10543           5   1.037621    
         364       10446       10436           5  0.4131316    
         365       10446       10440           5   1.742389    
         366       10446       10597           5   1.033364    
         368       10492       10336           5  0.8738316    
         369       10492       10443           5  0.2016069    
         370       10492       10540           5  0.2872892    
         371       10492       10541           5  0.3544312    
         373       10539       10392           5   1.454072    
         374       10539       10540           5   2.737815    
         375       10539       10580           5  0.6857147    
         377       10540       10492           5  0.2867190    
         378       10540       10539           5   2.738191    
         379       10540       10541           5  0.2081130    
         380       10540       10594           5  0.7396460    
         382       10541       10492           5  0.3561994    
         383       10541       10540           5  0.2068965    
         384       10541       10542           5   1.045323    
         385       10541       10595           5  0.9102657    
         387       10542       10444           5   1.034768    
         388       10542       10541           5   1.035909    
         389       10542       10543           5   1.034483    
         390       10542       10591           5  0.5250410    
         392       10543       10445           5   1.034483    
         393       10543       10542           5   1.034483    
         394       10543       10592           5  0.4979251    
         396       10580          22           5   1.540804    
         397       10580       10539           5  0.6874372    
         398       10580       10613           5  0.2053300    
         400       10591       10542           5  0.5186908    
         401       10591       10592           5  0.6952479    
         402       10591       10595           5  0.6570696    
         403       10591       10710           5  0.8479617    
         405       10592       10543           5  0.4964740    
         406       10592       10591           5  0.6972218    
         407       10592       10596           5  0.6952479    
         408       10592       10711           5  0.8479617    
         410       10594       10540           5  0.7394159    
         411       10594       10595           5  0.5043907    
         412       10594       10613           5   1.585879    
         413       10594       10646           5  0.2453513    
         415       10595       10541           5  0.9154742    
         416       10595       10591           5  0.6544419    
         417       10595       10594           5  0.5051181    
         418       10595       10709           5  0.5457457    
         420       10596       10440           5  0.9307618    
         421       10596       10592           5  0.6972491    
         422       10596       10597           5  0.2456473    
         423       10596       10639           5  0.2400653    
         425       10597       10446           5   1.033235    
         426       10597       10596           5  0.2472848    
         427       10597       10598           5   1.094598    
         428       10597       10639           5  0.3866159    
         430       10598          24           5   1.303291    
         431       10598          25           5  0.5464641    
         432       10598       10597           5   1.096295    
         433       10598       10759           5   1.023450    
         435       10613          26           5  0.7771178    
         436       10613       10580           5  0.2061838    
         437       10613       10594           5   1.588303    
         438       10613       10762           5  0.9845517    
         440       10639          27           5  0.7226249    
         441       10639       10596           5  0.2400980    
         442       10639       10597           5  0.3866516    
         443       10639       10716           5  0.6532824    
         445       10646       10594           5  0.2456473    
         446       10646       10707           5  0.2045454    
         447       10646       10708           5  0.4341697    
         449       10707       10646           5  0.2048433    
         450       10707       10708           5  0.2571430    
         451       10707       10772           5  0.5999487    
         453       10708          34           5   1.062662    
         454       10708       10646           5  0.4341697    
         455       10708       10707           5  0.2571430    
         456       10708       10709           5   1.035909    
         458       10709          35           5  0.8181816    
         459       10709       10595           5  0.5465358    
         460       10709       10708           5   1.034483    
         461       10709       10710           5   1.054858    
         463       10710       10591           5  0.8505380    
         464       10710       10709           5   1.054858    
         465       10710       10711           5   1.054858    
         467       10711          30           5  0.6618345    
         468       10711       10592           5  0.8479617    
         469       10711       10710           5   1.056284    
         470       10711       10716           5  0.5172415    
         472       10716       10639           5  0.6542773    
         473       10716       10711           5  0.5172415    
         474       10716       10750           5  0.3464644    
         475       10716       10757           5  0.4549371    
         477       10750          31           5  0.2000000    
         478       10750       10716           5  0.3466081    
         480       10757          28           5  0.5376170    
         481       10757       10716           5  0.4549371    
         483       10759          29           5   2.048199    
         484       10759          32           5  0.4770139    
         485       10759          33           5  0.2861572    
         486       10759       10598           5   1.024171    
         488       10762          36           5  0.3954025    
         489       10762       10613           5  0.9845518    
         490       10762       10772           5   1.369183    
         492       10772          37           5  0.5454550    
         493       10772       10707           5  0.6009646    
         494       10772       10762           5   1.366909    
 
           1
         145
   1440.000    
         100
          50
 
           2
           1           1        9503           5   1.079798    
           3           2        9511           5   1.159090    
           5           3        9504           5  0.8068184    
           7           4        9505           5  0.6857147    
           9           5        9505           5  0.8863629    
          11           6        9674           5   1.229828    
          13           7        9675           5   1.063532    
          15           8        9504           5   1.009040    
          17           9        9511           5  0.8997934    
          19          10        9620           5  0.8571423    
          21          11        9675           5   1.724716    
          23          12        9731           5   1.243904    
          25          13        9866           5   1.775909    
          27          14        9731           5  0.8666666    
          29          15        9886           5   2.000000    
          31          16        9952           1   1.262550    
          32          17        9981           5   3.103451    
          34          18       10108           5   2.674026    
          36          19       10359           1  0.6914485    
          37          20       10436           5  0.6666670    
          39          21       10392           5  0.5725718    
          41          22       10580           5   1.540804    
          43          23       10436           5  0.5376170    
          45          24       10598           5   1.303291    
          47          25       10598           5  0.5464641    
          49          26       10613           5  0.7771178    
          51          27       10639           5  0.7226249    
          53          28       10757           5  0.5376170    
          55          29       10759           5   2.048199    
          57          30       10711           5  0.6618345    
          59          31       10750           5  0.2000000    
          61          32       10759           5  0.4770139    
          63          33       10759           5  0.2861572    
          65          34       10708           5   1.062662    
          67          35       10709           5  0.8181816    
          69          36       10762           5  0.3954025    
          71          37       10772           5  0.5454550    
          73        9501          16           1   1.262550    
          75        9502          19           1  0.6914485    
          77        9503           1           5   1.079798    
          78        9503        9519           5  0.2666665    
          79        9503        9613           5  0.7065658    
          81        9504           3           5  0.8068184    
          82        9504           8           5   1.009040    
          83        9504        9505           5  0.3414959    
          84        9504        9622           5   1.019697    
          86        9505           4           5  0.6857147    
          87        9505           5           5  0.8863629    
          88        9505        9504           5  0.3410560    
          89        9505        9623           5  0.8418963    
          91        9511           2           5   1.159090    
          92        9511           9           5  0.8997934    
          93        9511        9519           5   1.090910    
          94        9511        9733           5   1.345232    
          96        9519        9503           5  0.2666665    
          97        9519        9511           5   1.091631    
          98        9519        9614           5  0.6271089    
         100        9613        9503           5  0.7065658    
         101        9613        9614           5  0.5247228    
         102        9613        9731           5  0.7468903    
         104        9614        9519           5  0.6265147    
         105        9614        9613           5  0.5199499    
         106        9614        9728           5  0.9288358    
         108        9620          10           5  0.8571423    
         109        9620        9621           5   1.179924    
         110        9620        9734           5  0.6674587    
         112        9621        9620           5   1.181586    
         113        9621        9622           5  0.3397729    
         114        9621        9735           5   1.000000    
         116        9622        9504           5   1.019697    
         117        9622        9621           5  0.3397729    
         118        9622        9623           5  0.5005645    
         120        9623        9505           5  0.8399352    
         121        9623        9622           5  0.5000000    
         122        9623        9673           5  0.4784460    
         124        9673        9623           5  0.4757052    
         125        9673        9674           5  0.6227076    
         126        9673        9736           5  0.5210259    
         128        9674           6           5   1.229828    
         129        9674        9673           5  0.6206895    
         130        9674        9675           5  0.6671540    
         131        9674        9737           5  0.2810153    
         133        9675           7           5   1.063532    
         134        9675          11           5   1.724716    
         135        9675        9674           5  0.6678542    
         136        9675        9738           5  0.3547241    
         138        9728        9614           5  0.9215251    
         139        9728        9731           5   1.503474    
         140        9728        9732           5  0.4436907    
         142        9731          12           5   1.243904    
         143        9731          14           5  0.8666666    
         144        9731        9613           5  0.7481678    
         145        9731        9728           5   1.506529    
         147        9732        9728           5  0.4362739    
         148        9732        9733           5  0.2016855    
         149        9732        9886           5  0.8355158    
         151        9733        9511           5   1.338863    
         152        9733        9732           5  0.2001947    
         153        9733        9734           5  0.7822376    
         154        9733        9861           5  0.6615883    
         156        9734        9620           5  0.6672606    
         157        9734        9733           5  0.7798302    
         158        9734        9735           5   1.245863    
         159        9734        9862           5  0.6692772    
         161        9735        9621           5   1.000000    
         162        9735        9734           5   1.241433    
         163        9735        9736           5  0.8043472    
         165        9736        9673           5  0.5196964    
         166        9736        9735           5  0.8000001    
         167        9736        9737           5  0.6643288    
         168        9736        9864           5   1.061822    
         170        9737        9674           5  0.2797981    
         171        9737        9736           5  0.6605282    
         172        9737        9738           5  0.8799236    
         173        9737        9865           5   1.033025    
         175        9738        9675           5  0.3543392    
         176        9738        9737           5  0.8849338    
         177        9738        9866           5  0.7518820    
         179        9861        9733           5  0.6568461    
         180        9861        9862           5  0.6887553    
         181        9861        9886           5  0.4915761    
         182        9861        9900           5  0.2016855    
         184        9862        9734           5  0.6666670    
         185        9862        9861           5  0.6821086    
         186        9862        9863           5   1.105669    
         187        9862       10021           5  0.6857147    
         189        9863        9862           5   1.093940    
         190        9863        9864           5  0.3054548    
         191        9863       10056           5  0.8210803    
         193        9864        9736           5   1.057709    
         194        9864        9863           5  0.3015554    
         195        9864        9865           5  0.4581504    
         196        9864       10057           5  0.6692249    
         198        9865        9737           5   1.037625    
         199        9865        9864           5  0.4532501    
         200        9865        9866           5  0.3817151    
         202        9866          13           5   1.775909    
         203        9866        9738           5  0.7508412    
         204        9866        9865           5  0.3835617    
         205        9866       10058           5   1.077054    
         207        9886          15           5   2.000000    
         208        9886        9732           5  0.8329132    
         209        9886        9861           5  0.4921680    
         210        9886        9906           5  0.2004929    
         212        9900        9861           5  0.2010892    
         213        9900        9921           3  0.3838638    
         214        9900        9953           3  0.3479542    
         215        9900        9993           5  0.3983255    
         217        9906        9886           5  0.2004929    
         218        9906        9933           3  0.2999997    
         219        9906        9957           5  0.2006420    
         221        9921        9900           4  0.3838638    
         222        9921        9933           1  0.4067799    
         223        9921        9993           4  0.3479542    
         224        9933        9501           1   1.262550    
         225        9952        9953           1  0.4067799    
         226        9952        9957           4  0.2000000    
         227        9953        9900           4  0.3479542    
         228        9953        9993           4  0.3838638    
         229        9953       10166           1   1.057587    
         230        9957        9906           5  0.2006420    
         231        9957        9981           5  0.2004929    
         233        9981          17           5   3.103451    
         234        9981        9957           5  0.2004929    
         235        9981       10013           5   1.034483    
         236        9981       10147           5  0.9297851    
         238        9993        9900           5  0.3977590    
         239        9993        9921           3  0.3479542    
         240        9993        9953           3  0.3838638    
         241        9993       10013           5  0.2013874    
         243       10013        9981           5   1.034483    
         244       10013        9993           5  0.2011016    
         245       10013       10021           5   1.013715    
         246       10013       10336           5   1.368813    
         248       10021        9862           5  0.6857147    
         249       10021       10013           5   1.013715    
         250       10021       10056           5   1.219696    
         252       10056        9863           5  0.8270620    
         253       10056       10021           5   1.223020    
         254       10056       10057           5   1.137932    
         255       10056       10094           5  0.2874910    
         257       10057        9864           5  0.6697521    
         258       10057       10056           5   1.141350    
         259       10057       10058           5  0.9338932    
         260       10057       10107           5  0.2944803    
         262       10058        9866           5   1.075628    
         263       10058       10057           5  0.9378939    
         264       10058       10108           5  0.5583850    
         266       10094       10056           5  0.2913539    
         267       10094       10144           5  0.3214034    
         268       10094       10148           3  0.4799996    
         270       10107       10057           5  0.2953458    
         271       10107       10108           5  0.7332251    
         272       10107       10297           5  0.9381822    
         274       10108          18           5   2.674026    
         275       10108       10058           5  0.5595764    
         276       10108       10107           5  0.7277676    
         278       10144       10094           5  0.3248793    
         279       10144       10166           3  0.4918178    
         280       10144       10337           5   1.082767    
         282       10147        9981           5  0.9303579    
         283       10147       10323           5  0.8901309    
         284       10147       10335           5   1.907483    
         286       10148        9921           1   1.057587    
         287       10148       10094           4  0.4799996    
         288       10166       10144           4  0.4918178    
         289       10166       10353           1   1.138868    
         290       10297       10107           5  0.9428748    
         291       10297       10353           3  0.3238639    
         292       10297       10359           3  0.4438633    
         293       10297       10400           5  0.4040445    
         295       10323       10147           5  0.8882493    
         296       10323       10335           5  0.7599936    
         297       10323       10392           5  0.2003561    
         299       10335       10147           5   1.902480    
         300       10335       10323           5  0.7536283    
         301       10335       10336           5  0.5119290    
         303       10336       10013           5   1.364962    
         304       10336       10335           5  0.5061461    
         305       10336       10337           5  0.5680102    
         306       10336       10492           5  0.8795284    
         308       10337       10144           5   1.091033    
         309       10337       10336           5  0.5622464    
         310       10337       10338           5  0.2009401    
         311       10337       10443           5  0.7782757    
         313       10338       10337           5  0.2021451    
         314       10338       10339           5  0.8912346    
         315       10338       10444           5   1.038477    
         317       10339       10338           5  0.9048563    
         318       10339       10439           5   1.385971    
         319       10339       10445           5   1.034483    
         321       10353       10297           4  0.3238639    
         322       10353       10380           1  0.3457243    
         323       10353       10400           4  0.5279542    
         324       10359       10148           1   1.138868    
         325       10359       10297           4  0.4438633    
         326       10359       10400           4  0.3238639    
         327       10380        9502           1  0.7016567    
         328       10392          21           5  0.5725718    
         329       10392       10323           5  0.2010892    
         330       10392       10539           5   1.441639    
         332       10400       10297           5  0.4044456    
         333       10400       10353           3  0.5279542    
         334       10400       10359           3  0.3238639    
         335       10400       10440           5  0.3772973    
         337       10436          20           5  0.6666670    
         338       10436          23           5  0.5376170    
         339       10436       10446           5  0.4139904    
         341       10439       10339           5   1.399406    
         342       10439       10440           5  0.1998432    
         343       10439       10445           5  0.9310353    
         345       10440       10400           5  0.3763875    
         346       10440       10439           5  0.2019781    
         347       10440       10446           5   1.740121    
         348       10440       10596           5  0.9351523    
         350       10443       10337           5  0.7801565    
         351       10443       10444           5  0.8068184    
         352       10443       10492           5  0.2005843    
         354       10444       10338           5   1.037336    
         355       10444       10443           5  0.8068184    
         356       10444       10445           5   1.034483    
         357       10444       10542           5   1.035909    
         359       10445       10339           5   1.039093    
         360       10445       10439           5  0.9310353    
         361       10445       10444           5   1.034483    
         362       10445       10543           5   1.034483    
         364       10446       10436           5  0.4134178    
         365       10446       10440           5   1.742389    
         366       10446       10597           5   1.038279    
         368       10492       10336           5  0.8758559    
         369       10492       10443           5  0.2014845    
         370       10492       10540           5  0.2873082    
         371       10492       10541           5  0.3523714    
         373       10539       10392           5   1.447758    
         374       10539       10540           5   2.734308    
         375       10539       10580           5  0.6874372    
         377       10540       10492           5  0.2871608    
         378       10540       10539           5   2.730801    
         379       10540       10541           5  0.2072006    
         380       10540       10594           5  0.7393529    
         382       10541       10492           5  0.3523715    
         383       10541       10540           5  0.2068965    
         384       10541       10542           5   1.039048    
         385       10541       10595           5  0.9102657    
         387       10542       10444           5   1.037336    
         388       10542       10541           5   1.034483    
         389       10542       10543           5   1.034483    
         390       10542       10591           5  0.5218790    
         392       10543       10445           5   1.035910    
         393       10543       10542           5   1.034483    
         394       10543       10592           5  0.4964740    
         396       10580          22           5   1.540804    
         397       10580       10539           5  0.6881755    
         398       10580       10613           5  0.2052754    
         400       10591       10542           5  0.5172415    
         401       10591       10592           5  0.6962622    
         402       10591       10595           5  0.6580572    
         403       10591       10710           5  0.8479617    
         405       10592       10543           5  0.4964740    
         406       10592       10591           5  0.7001052    
         407       10592       10596           5  0.6964071    
         408       10592       10711           5  0.8479617    
         410       10594       10540           5  0.7384842    
         411       10594       10595           5  0.5058457    
         412       10594       10613           5   1.581610    
         413       10594       10646           5  0.2465351    
         415       10595       10541           5  0.9156985    
         416       10595       10591           5  0.6558917    
         417       10595       10594           5  0.5050910    
         418       10595       10709           5  0.5454550    
         420       10596       10440           5  0.9298196    
         421       10596       10592           5  0.6994661    
         422       10596       10597           5  0.2453513    
         423       10596       10639           5  0.2401635    
         425       10597       10446           5   1.031817    
         426       10597       10596           5  0.2475709    
         427       10597       10598           5   1.093890    
         428       10597       10639           5  0.3867591    
         430       10598          24           5   1.303291    
         431       10598          25           5  0.5464641    
         432       10598       10597           5   1.095446    
         433       10598       10759           5   1.023450    
         435       10613          26           5  0.7771178    
         436       10613       10580           5  0.2054390    
         437       10613       10594           5   1.589231    
         438       10613       10762           5  0.9847082    
         440       10639          27           5  0.7226249    
         441       10639       10596           5  0.2400653    
         442       10639       10597           5  0.3866516    
         443       10639       10716           5  0.6532824    
         445       10646       10594           5  0.2459159    
         446       10646       10707           5  0.2054391    
         447       10646       10708           5  0.4341697    
