hh_id,tour_id,tour_category,tour_purpose,tour_composition,tour_participants,orig_maz,orig_walk_segment,dest_maz,dest_walk_segment,depart_period,arrive_period,tour_mode,num_ob_stops,num_ib_stops,driver,util_1,util_2,util_3,util_4,util_5,util_6,util_7,util_8,util_9,util_10,util_11,util_12,util_13,util_14,util_15,util_16,util_17,util_18,util_19,util_20,util_21,util_22,util_23,util_24,util_25,util_26,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17,prob_18,prob_19,prob_20,prob_21,prob_22,prob_23,prob_24,prob_25,prob_26
72551,0,JOINT_NON_MANDATORY,shop,1,1 2,1,0,17,0,4,6,3,1,1,1,-1998.436890,-999.000000,-3.057988,-999.000000,-5.617791,-999.000000,-5.187528,-7.638773,-999.000000,-8.017859,-10.420081,-8.889480,-10.524600,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.838230,0.000000,0.048768,0.000000,0.099589,0.006537,0.000000,0.005634,0.000406,0.000354,0.000482,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972433,0,JOINT_NON_MANDATORY,eatingout,1,1 2,1,0,27,0,26,31,5,1,1,2,-1999.003906,-999.000000,-1.778569,-999.000000,-2.836227,-999.000000,-999.000000,-6.545999,-999.000000,-8.848817,-12.481762,-9.560132,-5.924800,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.749149,0.000000,0.231311,0.000000,0.000000,0.006543,0.000000,0.000595,0.000011,0.000213,0.012178,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265669,0,JOINT_NON_MANDATORY,shop,1,1 2,1,0,1,0,28,33,3,1,1,2,-1998.603027,-999.000000,-2.188994,-999.000000,-4.618880,-999.000000,-4.432328,-7.213382,-999.000000,-999.000000,-999.000000,-999.000000,-8.892800,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.847739,0.000000,0.056980,0.000000,0.090134,0.004101,0.000000,0.000000,0.000000,0.000000,0.001046,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265669,1,JOINT_NON_MANDATORY,eatingout,1,1 2,1,0,2,0,26,27,3,1,1,1,-1998.780762,-999.000000,-1.574771,-999.000000,-2.641020,-999.000000,-3.270211,-5.765519,-999.000000,-999.000000,-999.000000,-999.000000,-6.684400,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.661776,0.000000,0.202392,0.000000,0.123979,0.007749,0.000000,0.000000,0.000000,0.000000,0.004104,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839442,0,JOINT_NON_MANDATORY,shop,1,1 2,1,0,20,0,3,5,3,1,1,1,-1998.424438,-999.000000,-3.033759,-999.000000,-5.812428,-999.000000,-6.100379,-8.034073,-999.000000,-999.000000,-999.000000,-999.000000,-9.433600,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.909951,0.000000,0.041512,0.000000,0.042106,0.004912,0.000000,0.000000,0.000000,0.000000,0.001519,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839434,0,JOINT_NON_MANDATORY,maintenance,1,1 2,1,0,14,0,36,40,7,1,1,-1,-1998.361694,-999.000000,-2.774110,-999.000000,-5.415856,-999.000000,-4.949378,-7.685345,-999.000000,-999.000000,-999.000000,-999.000000,-7.785700,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.848261,0.000000,0.045056,0.000000,0.096392,0.004611,0.000000,0.000000,0.000000,0.000000,0.005679,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2908380,0,JOINT_NON_MANDATORY,shop,1,1 2,1,0,2,0,29,30,3,1,1,1,-1998.042969,-999.000000,-2.727351,-999.000000,-5.315170,-999.000000,-5.098216,-7.806982,-999.000000,-999.000000,-999.000000,-999.000000,-10.352500,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.865832,0.000000,0.048830,0.000000,0.080923,0.003990,0.000000,0.000000,0.000000,0.000000,0.000425,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630206,0,JOINT_NON_MANDATORY,shop,3,1 2 3,1,0,13,0,32,34,5,1,1,1,-1998.287720,-999.000000,-997.736023,-999.000000,-2.860541,-999.000000,-4.407546,-6.962445,-999.000000,-999.000000,-999.000000,-999.000000,-10.211100,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.816525,0.000000,0.172840,0.010111,0.000000,0.000000,0.000000,0.000000,0.000524,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839477,0,JOINT_NON_MANDATORY,maintenance,1,1 2,1,0,7,0,23,24,3,1,1,1,-1998.175171,-999.000000,-2.631100,-999.000000,-5.292147,-999.000000,-4.856677,-7.644366,-999.000000,-999.000000,-999.000000,-999.000000,-7.785700,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.854155,0.000000,0.044407,0.000000,0.092313,0.004169,0.000000,0.000000,0.000000,0.000000,0.004956,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3025316,0,JOINT_NON_MANDATORY,maintenance,1,1 2,1,0,17,0,29,33,3,1,1,1,-1998.139648,-999.000000,-2.660502,-999.000000,-5.436088,-999.000000,-5.885028,-8.525773,-999.000000,-6.446494,-9.525548,-6.626663,-9.767700,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.896574,0.000000,0.041042,0.000000,0.035636,0.001895,0.000000,0.014996,0.000655,0.008464,0.000738,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041991,0,JOINT_NON_MANDATORY,shop,1,1 2,1,0,1,0,28,32,3,1,1,1,-1997.988525,-999.000000,-2.733640,-999.000000,-5.658317,-999.000000,-5.844728,-8.625782,-999.000000,-999.000000,-999.000000,-999.000000,-11.415600,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.921228,0.000000,0.035733,0.000000,0.041017,0.001866,0.000000,0.000000,0.000000,0.000000,0.000157,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3044580,0,JOINT_NON_MANDATORY,shop,1,1 2,1,0,2,0,31,33,7,1,1,-1,-1998.075317,-999.000000,-2.750220,-999.000000,-5.446854,-999.000000,-5.098216,-7.806982,-999.000000,-999.000000,-999.000000,-999.000000,-10.211100,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.868938,0.000000,0.043424,0.000000,0.083041,0.004094,0.000000,0.000000,0.000000,0.000000,0.000502,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309376,0,JOINT_NON_MANDATORY,eatingout,3,2 3,1,0,4,0,16,19,3,1,1,2,-1998.046631,-999.000000,-1.560012,-999.000000,-2.565877,-999.000000,-2.755029,-5.125219,-999.000000,-999.000000,-999.000000,-999.000000,-7.732500,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.602176,0.000000,0.196944,0.000000,0.186213,0.013374,0.000000,0.000000,0.000000,0.000000,0.001292,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3358929,0,JOINT_NON_MANDATORY,discretionary,1,1 2,1,0,15,0,28,34,3,1,1,1,-1998.501709,-999.000000,-2.721328,-999.000000,-4.523425,-999.000000,-5.055905,-6.474559,-999.000000,-999.000000,-999.000000,-999.000000,-7.929000,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.795719,0.000000,0.107438,0.000000,0.076596,0.015836,0.000000,0.000000,0.000000,0.000000,0.004412,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72555,0,JOINT_NON_MANDATORY,shop,1,1 2,1,0,2,0,22,25,5,1,1,1,-1998.694702,-999.000000,-2.808249,-999.000000,-5.381256,-999.000000,-4.109315,-6.818082,-999.000000,-999.000000,-999.000000,-999.000000,-9.206300,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.743556,0.000000,0.042630,0.000000,0.202581,0.009988,0.000000,0.000000,0.000000,0.000000,0.001245,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72555,1,JOINT_NON_MANDATORY,discretionary,1,1 2,1,0,74,0,27,32,3,1,1,1,-2000.203247,-999.000000,-3.382509,-999.000000,-4.898149,-999.000000,-999.000000,-6.900221,-999.000000,-9.338870,-13.747728,-12.212392,-7.163100,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.805361,0.000000,0.149493,0.000000,0.000000,0.024303,0.000000,0.002109,0.000016,0.000033,0.018685,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2744271,0,JOINT_NON_MANDATORY,eatingout,1,1 2,1,0,31,0,31,33,3,1,1,2,-1998.507690,-999.000000,-2.485278,-999.000000,-4.026173,-999.000000,-999.000000,-6.634834,-999.000000,-999.000000,-12.505317,-10.268410,-9.211100,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.834588,0.000000,0.150631,0.000000,0.000000,0.013383,0.000000,0.000000,0.000029,0.000351,0.001018,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151704,0,JOINT_NON_MANDATORY,maintenance,1,1 2,1,0,2,0,6,6,7,1,1,-1,-1998.250854,-999.000000,-2.656570,-999.000000,-5.071233,-999.000000,-4.186316,-7.084582,-999.000000,-999.000000,-999.000000,-999.000000,-8.876700,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.771478,0.000000,0.052739,0.000000,0.167546,0.006692,0.000000,0.000000,0.000000,0.000000,0.001545,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738006,0,JOINT_NON_MANDATORY,eatingout,1,1 2 3,1,0,2,0,31,33,7,1,1,-1,-1998.847534,-999.000000,-998.298401,-999.000000,-1.359506,-999.000000,-2.381511,-4.876819,-999.000000,-999.000000,-999.000000,-999.000000,-6.684400,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.722062,0.000000,0.258280,0.016143,0.000000,0.000000,0.000000,0.000000,0.003516,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237241,0,JOINT_NON_MANDATORY,maintenance,3,1 2 3 4 5,1,0,17,0,31,31,5,1,1,1,-1998.232544,-999.000000,-997.693848,-999.000000,-2.571303,-999.000000,-4.016228,-6.656973,-999.000000,-7.429584,-10.477394,-7.795410,-7.785700,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.792928,0.000000,0.185978,0.009889,0.000000,0.005093,0.000206,0.001594,0.004312,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237241,1,JOINT_NON_MANDATORY,discretionary,1,1 2 3 5,1,0,14,0,28,29,8,1,1,-1,-1998.238770,-999.000000,-998.410522,-999.000000,-1.861778,-999.000000,-3.539943,-5.574459,-999.000000,-999.000000,-999.000000,-999.000000,-6.571200,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.824291,0.000000,0.152389,0.015893,0.000000,0.000000,0.000000,0.000000,0.007427,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3474563,0,JOINT_NON_MANDATORY,discretionary,3,2 5 7,1,0,45,0,29,33,5,1,1,2,-1998.355469,-999.000000,-998.534058,-999.000000,-1.988303,-999.000000,-999.000000,-6.466436,-999.000000,-999.000000,-12.367361,-999.000000,-6.571200,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.978846,0.000000,0.000000,0.011114,0.000000,0.000000,0.000030,0.000000,0.010009,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3474563,1,JOINT_NON_MANDATORY,eatingout,3,4 5 6 7,1,0,71,0,4,4,13,1,1,-1,-1998.417969,-999.000000,-998.593689,-999.000000,-1.660092,-999.000000,-999.000000,-6.930180,-999.000000,-999.000000,-9.911292,-999.000000,-6.972900,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.989774,0.000000,0.000000,0.005091,0.000000,0.000000,0.000258,0.000000,0.004878,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113284,0,JOINT_NON_MANDATORY,maintenance,1,1 2,1,0,7,0,33,38,3,1,1,2,-1998.356689,-999.000000,-2.759010,-999.000000,-5.285161,-999.000000,-4.856677,-7.644366,-999.000000,-999.000000,-999.000000,-999.000000,-8.563200,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.838996,0.000000,0.050672,0.000000,0.103130,0.004658,0.000000,0.000000,0.000000,0.000000,0.002544,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101388,0,JOINT_NON_MANDATORY,discretionary,3,1 2 3 4,1,0,71,0,29,32,5,1,1,1,-1998.498169,-999.000000,-998.741699,-999.000000,-2.225259,-999.000000,-999.000000,-6.807480,-999.000000,-999.000000,-11.285231,-999.000000,-7.169400,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.982827,0.000000,0.000000,0.010056,0.000000,0.000000,0.000114,0.000000,0.007003,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3044504,0,JOINT_NON_MANDATORY,visiting,1,1 2,1,0,18,0,30,37,8,1,1,-1,-1998.709961,-999.000000,-2.800385,-999.000000,-4.724216,-999.000000,-5.051640,-6.293463,-999.000000,-9.853665,-14.145954,-12.774276,-7.895700,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.796624,0.000000,0.093953,0.000000,0.082916,0.020864,0.000000,0.000693,0.000006,0.000010,0.004934,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483940,0,JOINT_NON_MANDATORY,maintenance,3,1 3 5 6,1,0,20,0,12,20,5,1,1,1,-1998.162598,-999.000000,-997.700012,-999.000000,-2.583962,-999.000000,-4.957279,-7.080473,-999.000000,-999.000000,-999.000000,-999.000000,-10.081200,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.907759,0.000000,0.083817,0.007921,0.000000,0.000000,0.000000,0.000000,0.000503,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483940,1,JOINT_NON_MANDATORY,discretionary,3,1 6,1,0,4,0,5,10,3,1,1,1,-1997.917480,-999.000000,-1.741623,-999.000000,-1.608386,-999.000000,-2.254529,-4.624719,-999.000000,-999.000000,-999.000000,-999.000000,-8.809400,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.351024,0.000000,0.407033,0.000000,0.225429,0.016191,0.000000,0.000000,0.000000,0.000000,0.000323,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034179,0,JOINT_NON_MANDATORY,maintenance,1,1 2 3,1,0,27,0,7,8,5,1,1,2,-1998.816650,-999.000000,-997.911438,-999.000000,-4.570409,-999.000000,-999.000000,-7.161181,-999.000000,-7.753377,-11.656636,-8.775253,-6.467400,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.788996,0.000000,0.000000,0.059145,0.000000,0.031827,0.000427,0.001241,0.118365,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113232,0,JOINT_NON_MANDATORY,discretionary,1,1 2,1,0,41,0,31,40,3,1,1,2,-1998.374390,-999.000000,-2.582837,-999.000000,-4.379467,-999.000000,-999.000000,-7.284036,-999.000000,-999.000000,-13.054887,-999.000000,-7.330800,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.866662,0.000000,0.117730,0.000000,0.000000,0.007974,0.000000,0.000000,0.000025,0.000000,0.007610,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241399,0,JOINT_NON_MANDATORY,maintenance,3,1 3,1,0,7,0,7,7,3,1,1,1,-1998.299072,-999.000000,-2.169331,-999.000000,-3.493188,-999.000000,-3.411377,-6.199066,-999.000000,-999.000000,-999.000000,-999.000000,-8.876700,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.650306,0.000000,0.149380,0.000000,0.190882,0.008621,0.000000,0.000000,0.000000,0.000000,0.000811,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265673,0,JOINT_NON_MANDATORY,maintenance,1,1 2 3,1,0,71,0,35,37,5,1,1,3,-1999.606445,-999.000000,-998.508789,-999.000000,-4.971396,-999.000000,-999.000000,-7.522023,-999.000000,-6.675327,-10.586221,-8.463124,-7.244900,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.732457,0.000000,0.000000,0.057156,0.000000,0.132800,0.001726,0.000455,0.075407,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972423,0,JOINT_NON_MANDATORY,discretionary,3,1 3,1,0,47,0,28,31,3,1,1,1,-1998.448975,-999.000000,-2.180309,-999.000000,-3.295866,-999.000000,-999.000000,-6.466436,-999.000000,-999.000000,-999.000000,-999.000000,-6.571200,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.759678,0.000000,0.219947,0.000000,0.000000,0.010721,0.000000,0.000000,0.000000,0.000000,0.009655,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437035,0,JOINT_NON_MANDATORY,maintenance,3,1 2 3 4,1,0,45,0,27,29,5,1,1,1,-1998.483032,-999.000000,-997.913208,-999.000000,-2.665718,-999.000000,-999.000000,-6.949516,-999.000000,-999.000000,-11.718307,-999.000000,-8.563200,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.983619,0.000000,0.000000,0.013564,0.000000,0.000000,0.000115,0.000000,0.002701,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437035,1,JOINT_NON_MANDATORY,eatingout,3,1 2 3 4,1,0,2,0,30,32,5,1,1,2,-1998.058105,-999.000000,-998.244263,-999.000000,-1.315269,-999.000000,-2.629911,-5.125219,-999.000000,-999.000000,-999.000000,-999.000000,-7.732500,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.778050,0.000000,0.207698,0.012981,0.000000,0.000000,0.000000,0.000000,0.001271,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285450,0,JOINT_NON_MANDATORY,shop,3,1 2 3 4 5 6,1,0,1,0,28,30,5,1,1,1,-1998.087646,-999.000000,-997.555359,-999.000000,-2.799566,-999.000000,-3.975928,-6.756982,-999.000000,-999.000000,-999.000000,-999.000000,-9.433600,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.756250,0.000000,0.232191,0.010565,0.000000,0.000000,0.000000,0.000000,0.000994,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285450,1,JOINT_NON_MANDATORY,discretionary,3,1 2 3 4 5 6,1,0,1,0,26,27,5,1,1,1,-1998.090820,-999.000000,-998.267395,-999.000000,-1.720793,-999.000000,-2.290577,-4.991119,-999.000000,-999.000000,-999.000000,-999.000000,-6.571200,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.625492,0.000000,0.352094,0.017519,0.000000,0.000000,0.000000,0.000000,0.004895,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737989,0,JOINT_NON_MANDATORY,discretionary,1,2 3,1,0,71,0,26,38,5,1,1,2,-1998.724487,-999.000000,-2.413591,-999.000000,-2.361322,-999.000000,-999.000000,-6.807480,-999.000000,-7.101824,-11.147250,-9.048134,-7.929000,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.478973,0.000000,0.507613,0.000000,0.000000,0.006360,0.000000,0.004649,0.000053,0.000280,0.002072,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831166,0,JOINT_NON_MANDATORY,discretionary,3,1 2 3 4,1,0,7,0,22,26,7,1,1,-1,-1998.189819,-999.000000,-998.366455,-999.000000,-1.819861,-999.000000,-3.276752,-5.458114,-999.000000,-999.000000,-999.000000,-999.000000,-8.211200,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.798002,0.000000,0.184331,0.016330,0.000000,0.000000,0.000000,0.000000,0.001337,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972425,0,JOINT_NON_MANDATORY,discretionary,3,1 3,1,0,2,0,31,34,3,1,1,1,-1998.052734,-999.000000,-1.822738,-999.000000,-2.955458,-999.000000,-2.495811,-4.991119,-999.000000,-999.000000,-999.000000,-999.000000,-6.571200,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.541909,0.000000,0.153933,0.000000,0.281734,0.017609,0.000000,0.000000,0.000000,0.000000,0.004815,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101369,0,JOINT_NON_MANDATORY,maintenance,3,1 2 3 4,1,0,2,0,14,16,8,1,1,-1,-1998.079956,-999.000000,-997.550232,-999.000000,-2.431640,-999.000000,-3.531615,-6.429882,-999.000000,-999.000000,-999.000000,-999.000000,-7.785700,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.740987,0.000000,0.245695,0.009814,0.000000,0.000000,0.000000,0.000000,0.003504,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588487,0,JOINT_NON_MANDATORY,discretionary,3,3 4,1,0,13,0,29,32,7,1,1,-1,-1998.547363,-999.000000,-2.137237,-999.000000,-2.040481,-999.000000,-3.516003,-5.574459,-999.000000,-999.000000,-999.000000,-999.000000,-7.330800,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.413970,0.000000,0.460955,0.000000,0.111296,0.011302,0.000000,0.000000,0.000000,0.000000,0.002477,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583457,0,JOINT_NON_MANDATORY,eatingout,1,1 2,1,0,61,0,28,35,3,1,1,1,-1998.817261,-999.000000,-2.632265,-999.000000,-4.241466,-999.000000,-999.000000,-7.650826,-999.000000,-999.000000,-13.735725,-999.000000,-8.612900,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.849911,0.000000,0.142185,0.000000,0.000000,0.005709,0.000000,0.000000,0.000013,0.000000,0.002181,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971888,0,JOINT_NON_MANDATORY,maintenance,3,1 2 3 4 5,1,0,62,0,28,33,5,1,1,1,-2000.045654,-999.000000,-999.011658,-999.000000,-3.445558,-999.000000,-999.000000,-7.006431,-999.000000,-999.000000,-999.000000,-999.000000,-8.704600,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.967479,0.000000,0.000000,0.027490,0.000000,0.000000,0.000000,0.000000,0.005031,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211899,0,JOINT_NON_MANDATORY,shop,3,1 2 3 5,1,0,5,0,36,39,5,1,1,1,-1998.180176,-999.000000,-997.648315,-999.000000,-2.892798,-999.000000,-4.265242,-6.921466,-999.000000,-999.000000,-999.000000,-999.000000,-9.433600,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.000000,0.000000,0.789376,0.000000,0.199079,0.010406,0.000000,0.000000,0.000000,0.000000,0.001139,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241383,0,JOINT_NON_MANDATORY,shop,3,1 3,1,0,62,0,13,17,3,1,1,1,-1999.096069,-999.000000,-3.065432,-999.000000,-4.482893,-999.000000,-999.000000,-6.947906,-999.000000,-999.000000,-999.000000,-999.000000,-10.524600,-999.000000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000000,0.000000,0.813938,0.000000,0.168499,0.000000,0.000000,0.017085,0.000000,0.000000,0.000000,0.000000,0.000478,0.000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
