hh_id,tour_id,stop_id,inbound,tour_purpose,orig_purpose,dest_purpose,orig_maz,orig_walk_segment,orig_park_maz,dest_maz,dest_walk_segment,parking_taz,stop_period,trip_mode,num_participants,tour_mode,tour_category,board_tap,alight_tap,orig_taz,dest_taz,orig_park_taz,dest_park_taz,driver
1486355,0,-1,0,discretionary,Home,discretionary,12,0,0,49,0,0,24,5,3,5,JOINT_NON_MANDATORY,0,0,3,13,0,0,2
1486355,0,-1,1,discretionary,discretionary,Home,49,0,0,12,0,0,38,5,3,5,JOINT_NON_MANDATORY,0,0,13,3,0,0,2
867812,0,-1,0,maintenance,Home,maintenance,12,0,0,47,0,0,3,5,3,5,JOINT_NON_MANDATORY,0,0,3,12,0,0,1
867812,0,-1,1,maintenance,maintenance,Home,47,0,0,12,0,0,6,5,3,5,JOINT_NON_MANDATORY,0,0,12,3,0,0,1
1309498,0,-1,0,discretionary,Home,discretionary,12,0,0,21,0,0,5,5,2,5,JOINT_NON_MANDATORY,0,0,3,6,0,0,2
1309498,0,-1,1,discretionary,discretionary,Home,21,0,0,12,0,0,6,5,2,5,JOINT_NON_MANDATORY,0,0,6,3,0,0,2
3155364,0,-1,0,shop,Home,shop,12,0,0,62,0,0,16,3,2,3,JOINT_NON_MANDATORY,0,0,3,16,0,0,1
3155364,0,-1,1,shop,shop,Home,62,0,0,12,0,0,17,3,2,3,JOINT_NON_MANDATORY,0,0,16,3,0,0,1
2285474,0,-1,0,maintenance,Home,maintenance,12,0,0,71,0,0,24,3,2,3,JOINT_NON_MANDATORY,0,0,3,18,0,0,1
2285474,0,-1,1,maintenance,maintenance,Home,71,0,0,12,0,0,25,3,2,3,JOINT_NON_MANDATORY,0,0,18,3,0,0,1
2285474,1,-1,0,shop,Home,shop,12,0,0,55,0,0,19,3,2,3,JOINT_NON_MANDATORY,0,0,3,14,0,0,4
2285474,1,-1,1,shop,shop,Home,55,0,0,12,0,0,20,3,2,3,JOINT_NON_MANDATORY,0,0,14,3,0,0,4
2175324,0,-1,0,maintenance,Home,maintenance,12,0,0,45,0,0,3,5,3,5,JOINT_NON_MANDATORY,0,0,3,12,0,0,2
2175324,0,-1,1,maintenance,maintenance,Home,45,0,0,12,0,0,6,5,3,5,JOINT_NON_MANDATORY,0,0,12,3,0,0,2
2066816,0,-1,0,shop,Home,shop,12,0,0,20,0,0,14,5,3,5,JOINT_NON_MANDATORY,0,0,3,5,0,0,2
2066816,0,-1,1,shop,shop,Home,20,0,0,12,0,0,16,5,3,5,JOINT_NON_MANDATORY,0,0,5,3,0,0,2
1437125,0,-1,0,discretionary,Home,discretionary,12,0,0,55,0,0,25,5,4,5,JOINT_NON_MANDATORY,0,0,3,14,0,0,2
1437125,0,-1,1,discretionary,discretionary,Home,55,0,0,12,0,0,30,5,4,5,JOINT_NON_MANDATORY,0,0,14,3,0,0,2
971928,0,-1,0,shop,Home,shop,12,0,0,26,0,0,32,5,5,5,JOINT_NON_MANDATORY,0,0,3,7,0,0,1
971928,0,-1,1,shop,shop,Home,26,0,0,12,0,0,35,5,5,5,JOINT_NON_MANDATORY,0,0,7,3,0,0,1
2175319,0,-1,0,discretionary,Home,discretionary,12,0,0,36,0,0,31,5,2,5,JOINT_NON_MANDATORY,0,0,3,9,0,0,2
2175319,0,-1,1,discretionary,discretionary,Home,36,0,0,12,0,0,38,3,2,5,JOINT_NON_MANDATORY,0,0,9,3,0,0,2
2101466,0,-1,0,discretionary,Home,discretionary,12,0,0,37,0,0,28,3,2,3,JOINT_NON_MANDATORY,0,0,3,10,0,0,3
2101466,0,-1,1,discretionary,discretionary,Home,37,0,0,12,0,0,33,3,2,3,JOINT_NON_MANDATORY,0,0,10,3,0,0,3
3155390,0,-1,0,shop,Home,shop,12,0,0,55,0,0,13,3,2,3,JOINT_NON_MANDATORY,0,0,3,14,0,0,1
3155390,0,-1,1,shop,shop,Home,55,0,0,12,0,0,18,3,2,3,JOINT_NON_MANDATORY,0,0,14,3,0,0,1
3155367,0,-1,0,shop,Home,shop,12,0,0,65,0,0,22,3,2,3,JOINT_NON_MANDATORY,0,0,3,17,0,0,1
3155367,0,-1,1,shop,shop,Home,65,0,0,12,0,0,23,3,2,3,JOINT_NON_MANDATORY,0,0,17,3,0,0,1
364677,0,-1,0,maintenance,Home,maintenance,12,0,0,71,0,0,25,5,4,5,JOINT_NON_MANDATORY,0,0,3,18,0,0,2
364677,0,-1,1,maintenance,maintenance,Home,71,0,0,12,0,0,28,5,4,5,JOINT_NON_MANDATORY,0,0,18,3,0,0,2
1630243,0,-1,0,discretionary,Home,discretionary,12,0,0,49,0,0,29,7,2,7,JOINT_NON_MANDATORY,0,0,3,13,0,0,-1
1630243,0,-1,1,discretionary,discretionary,Home,49,0,0,12,0,0,34,7,2,7,JOINT_NON_MANDATORY,0,0,13,3,0,0,-1
1630243,1,-1,0,eatingout,Home,eatingout,12,0,0,55,0,0,23,7,3,7,JOINT_NON_MANDATORY,0,0,3,14,0,0,-1
1630243,1,-1,1,eatingout,eatingout,Home,55,0,0,12,0,0,27,7,3,7,JOINT_NON_MANDATORY,0,0,14,3,0,0,-1
1667430,0,-1,0,shop,Home,shop,12,0,0,55,0,0,28,5,3,5,JOINT_NON_MANDATORY,0,0,3,14,0,0,1
1667430,0,-1,1,shop,shop,Home,55,0,0,12,0,0,35,5,3,5,JOINT_NON_MANDATORY,0,0,14,3,0,0,1
1667430,1,-1,0,discretionary,Home,discretionary,12,0,0,14,0,0,26,5,4,5,JOINT_NON_MANDATORY,0,0,3,4,0,0,6
1667430,1,-1,1,discretionary,discretionary,Home,14,0,0,12,0,0,27,5,4,5,JOINT_NON_MANDATORY,0,0,4,3,0,0,6
1486326,0,-1,0,shop,Home,shop,12,0,0,62,0,0,28,7,2,7,JOINT_NON_MANDATORY,0,0,3,16,0,0,-1
1486326,0,-1,1,shop,shop,Home,62,0,0,12,0,0,31,7,2,7,JOINT_NON_MANDATORY,0,0,16,3,0,0,-1
1630231,0,-1,0,discretionary,Home,discretionary,12,0,0,9,0,0,23,7,4,7,JOINT_NON_MANDATORY,0,0,3,3,0,0,-1
1630231,0,-1,1,discretionary,discretionary,Home,9,0,0,12,0,0,28,7,4,7,JOINT_NON_MANDATORY,0,0,3,3,0,0,-1
1630231,1,-1,0,eatingout,Home,eatingout,12,0,0,77,0,0,29,5,6,5,JOINT_NON_MANDATORY,0,0,3,20,0,0,2
1630231,1,-1,1,eatingout,eatingout,Home,77,0,0,12,0,0,31,5,6,5,JOINT_NON_MANDATORY,0,0,20,3,0,0,2
3358963,0,-1,0,eatingout,Home,eatingout,12,0,0,66,0,0,19,3,2,3,JOINT_NON_MANDATORY,0,0,3,17,0,0,1
3358963,0,-1,1,eatingout,eatingout,Home,66,0,0,12,0,0,24,3,2,3,JOINT_NON_MANDATORY,0,0,17,3,0,0,1
3155371,0,-1,0,shop,Home,shop,12,0,0,72,0,0,18,5,2,5,JOINT_NON_MANDATORY,0,0,3,18,0,0,2
3155371,0,-1,1,shop,shop,Home,72,0,0,12,0,0,24,5,2,5,JOINT_NON_MANDATORY,0,0,18,3,0,0,2
2237315,0,-1,0,shop,Home,shop,12,0,0,55,0,0,30,5,5,5,JOINT_NON_MANDATORY,0,0,3,14,0,0,1
2237315,0,-1,1,shop,shop,Home,55,0,0,12,0,0,31,5,5,5,JOINT_NON_MANDATORY,0,0,14,3,0,0,1
2237315,1,-1,0,shop,Home,shop,12,0,0,71,0,0,8,5,5,5,JOINT_NON_MANDATORY,0,0,3,18,0,0,1
2237315,1,-1,1,shop,shop,Home,71,0,0,12,0,0,10,5,5,5,JOINT_NON_MANDATORY,0,0,18,3,0,0,1
3467800,0,-1,0,maintenance,Home,maintenance,12,0,0,61,0,0,12,5,4,5,JOINT_NON_MANDATORY,0,0,3,16,0,0,4
3467800,0,-1,1,maintenance,maintenance,Home,61,0,0,12,0,0,15,5,4,5,JOINT_NON_MANDATORY,0,0,16,3,0,0,4
3467800,1,-1,0,visiting,Home,visiting,12,0,0,33,0,0,24,5,3,5,JOINT_NON_MANDATORY,0,0,3,9,0,0,4
3467800,1,-1,1,visiting,visiting,Home,33,0,0,12,0,0,30,5,3,5,JOINT_NON_MANDATORY,0,0,9,3,0,0,4
2101505,0,-1,0,discretionary,Home,discretionary,12,0,0,62,0,0,25,8,2,8,JOINT_NON_MANDATORY,0,0,3,16,0,0,-1
2101505,0,-1,1,discretionary,discretionary,Home,62,0,0,12,0,0,28,8,2,8,JOINT_NON_MANDATORY,0,0,16,3,0,0,-1
1972516,0,-1,0,shop,Home,shop,12,0,0,20,0,0,28,3,2,3,JOINT_NON_MANDATORY,0,0,3,5,0,0,1
1972516,0,-1,1,shop,shop,Home,20,0,0,12,0,0,30,3,2,3,JOINT_NON_MANDATORY,0,0,5,3,0,0,1
1667424,0,-1,0,shop,Home,shop,12,0,0,62,0,0,31,5,4,5,JOINT_NON_MANDATORY,0,0,3,16,0,0,1
1667424,0,-1,1,shop,shop,Home,62,0,0,12,0,0,33,5,4,5,JOINT_NON_MANDATORY,0,0,16,3,0,0,1
2237306,0,-1,0,discretionary,Home,discretionary,12,0,0,21,0,0,29,3,2,5,JOINT_NON_MANDATORY,0,0,3,6,0,0,2
2237306,0,-1,1,discretionary,discretionary,Home,21,0,0,12,0,0,35,5,2,5,JOINT_NON_MANDATORY,0,0,6,3,0,0,2
2237306,1,-1,0,discretionary,Home,discretionary,12,0,0,27,0,0,4,5,3,5,JOINT_NON_MANDATORY,0,0,3,7,0,0,1
2237306,1,-1,1,discretionary,discretionary,Home,27,0,0,12,0,0,7,5,3,5,JOINT_NON_MANDATORY,0,0,7,3,0,0,1
2034252,0,-1,0,shop,Home,shop,12,0,0,2,0,0,32,3,2,3,JOINT_NON_MANDATORY,0,0,3,1,0,0,1
2034252,0,-1,1,shop,shop,Home,2,0,0,12,0,0,34,3,2,3,JOINT_NON_MANDATORY,0,0,1,3,0,0,1
2101464,0,-1,0,discretionary,Home,discretionary,12,0,0,70,0,0,27,5,3,5,JOINT_NON_MANDATORY,0,0,3,18,0,0,2
2101464,0,-1,1,discretionary,discretionary,Home,70,0,0,12,0,0,32,5,3,5,JOINT_NON_MANDATORY,0,0,18,3,0,0,2
1486356,0,-1,0,discretionary,Home,discretionary,12,0,0,9,0,0,29,5,3,5,JOINT_NON_MANDATORY,0,0,3,3,0,0,2
1486356,0,-1,1,discretionary,discretionary,Home,9,0,0,12,0,0,37,5,3,5,JOINT_NON_MANDATORY,0,0,3,3,0,0,2
1113558,0,-1,0,shop,Home,shop,12,0,0,14,0,0,28,5,2,5,JOINT_NON_MANDATORY,0,0,3,4,0,0,2
1113558,0,-1,1,shop,shop,Home,14,0,0,12,0,0,32,5,2,5,JOINT_NON_MANDATORY,0,0,4,3,0,0,2
3358961,0,-1,0,eatingout,Home,eatingout,12,0,0,55,0,0,28,3,2,3,JOINT_NON_MANDATORY,0,0,3,14,0,0,1
3358961,0,-1,1,eatingout,eatingout,Home,55,0,0,12,0,0,32,3,2,3,JOINT_NON_MANDATORY,0,0,14,3,0,0,1
1486382,0,-1,0,discretionary,Home,discretionary,12,0,0,61,0,0,24,5,4,5,JOINT_NON_MANDATORY,0,0,3,16,0,0,2
1486382,0,-1,1,discretionary,discretionary,Home,61,0,0,12,0,0,26,5,4,5,JOINT_NON_MANDATORY,0,0,16,3,0,0,2
1042025,0,-1,0,shop,Home,shop,12,0,0,61,0,0,13,3,2,3,JOINT_NON_MANDATORY,0,0,3,16,0,0,2
1042025,0,-1,1,shop,shop,Home,61,0,0,12,0,0,15,3,2,3,JOINT_NON_MANDATORY,0,0,16,3,0,0,2
1588523,0,-1,0,discretionary,Home,discretionary,12,0,0,47,0,0,34,3,2,3,JOINT_NON_MANDATORY,0,0,3,12,0,0,2
1588523,0,-1,1,discretionary,discretionary,Home,47,0,0,12,0,0,40,3,2,3,JOINT_NON_MANDATORY,0,0,12,3,0,0,2
2034242,0,-1,0,shop,Home,shop,12,0,0,55,0,0,4,5,3,5,JOINT_NON_MANDATORY,0,0,3,14,0,0,3
2034242,0,-1,1,shop,shop,Home,55,0,0,12,0,0,4,5,3,5,JOINT_NON_MANDATORY,0,0,14,3,0,0,3
2237294,0,-1,0,maintenance,Home,maintenance,12,0,0,2,0,0,1,5,3,5,JOINT_NON_MANDATORY,0,0,3,1,0,0,1
2237294,0,-1,1,maintenance,maintenance,Home,2,0,0,12,0,0,3,5,3,5,JOINT_NON_MANDATORY,0,0,1,3,0,0,1
2237294,1,-1,0,visiting,Home,visiting,12,0,0,33,0,0,36,5,3,5,JOINT_NON_MANDATORY,0,0,3,9,0,0,1
2237294,1,-1,1,visiting,visiting,Home,33,0,0,12,0,0,38,5,3,5,JOINT_NON_MANDATORY,0,0,9,3,0,0,1
1944644,0,-1,0,shop,Home,shop,12,0,0,55,0,0,32,3,2,3,JOINT_NON_MANDATORY,0,0,3,14,0,0,1
1944644,0,-1,1,shop,shop,Home,55,0,0,12,0,0,34,3,2,3,JOINT_NON_MANDATORY,0,0,14,3,0,0,1
1944644,1,-1,0,shop,Home,shop,12,0,0,20,0,0,6,5,2,5,JOINT_NON_MANDATORY,0,0,3,5,0,0,1
1944644,1,-1,1,shop,shop,Home,20,0,0,12,0,0,6,5,2,5,JOINT_NON_MANDATORY,0,0,5,3,0,0,1
971923,0,-1,0,maintenance,Home,maintenance,12,0,0,62,0,0,7,7,3,7,JOINT_NON_MANDATORY,0,0,3,16,0,0,-1
971923,0,-1,1,maintenance,maintenance,Home,62,0,0,12,0,0,13,7,3,7,JOINT_NON_MANDATORY,0,0,16,3,0,0,-1
971923,1,-1,0,visiting,Home,visiting,12,0,0,33,0,0,24,5,3,5,JOINT_NON_MANDATORY,0,0,3,9,0,0,1
971923,1,-1,1,visiting,visiting,Home,33,0,0,12,0,0,33,5,3,5,JOINT_NON_MANDATORY,0,0,9,3,0,0,1
364669,0,-1,0,shop,Home,shop,12,0,0,71,0,0,28,3,2,3,JOINT_NON_MANDATORY,0,0,3,18,0,0,2
364669,0,-1,1,shop,shop,Home,71,0,0,12,0,0,32,3,2,3,JOINT_NON_MANDATORY,0,0,18,3,0,0,2
364669,1,-1,0,visiting,Home,visiting,12,0,0,28,0,0,25,3,2,3,JOINT_NON_MANDATORY,0,0,3,7,0,0,2
364669,1,-1,1,visiting,visiting,Home,28,0,0,12,0,0,25,3,2,3,JOINT_NON_MANDATORY,0,0,7,3,0,0,2
971914,0,-1,0,visiting,Home,visiting,12,0,0,49,0,0,26,7,2,7,JOINT_NON_MANDATORY,0,0,3,13,0,0,-1
971914,0,-1,1,visiting,visiting,Home,49,0,0,12,0,0,40,7,2,7,JOINT_NON_MANDATORY,0,0,13,3,0,0,-1
2066814,0,-1,0,eatingout,Home,eatingout,12,0,0,63,0,0,27,5,2,5,JOINT_NON_MANDATORY,0,0,3,16,0,0,2
2066814,0,-1,1,eatingout,eatingout,Home,63,0,0,12,0,0,29,5,2,5,JOINT_NON_MANDATORY,0,0,16,3,0,0,2
3261102,0,-1,0,visiting,Home,visiting,12,0,0,52,0,0,10,3,2,3,JOINT_NON_MANDATORY,0,0,3,13,0,0,3
3261102,0,-1,1,visiting,visiting,Home,52,0,0,12,0,0,16,3,2,3,JOINT_NON_MANDATORY,0,0,13,3,0,0,3
1972517,0,-1,0,discretionary,Home,discretionary,12,0,0,4,0,0,1,3,2,3,JOINT_NON_MANDATORY,0,0,3,1,0,0,1
1972517,0,-1,1,discretionary,discretionary,Home,4,0,0,12,0,0,2,3,2,3,JOINT_NON_MANDATORY,0,0,1,3,0,0,1
2066803,0,-1,0,discretionary,Home,discretionary,12,0,0,34,0,0,29,5,4,5,JOINT_NON_MANDATORY,0,0,3,9,0,0,1
2066803,0,-1,1,discretionary,discretionary,Home,34,0,0,12,0,0,32,5,4,5,JOINT_NON_MANDATORY,0,0,9,3,0,0,1
1972484,0,-1,0,discretionary,Home,discretionary,12,0,0,74,0,0,30,5,2,5,JOINT_NON_MANDATORY,0,0,3,19,0,0,2
1972484,0,-1,1,discretionary,discretionary,Home,74,0,0,12,0,0,35,5,2,5,JOINT_NON_MANDATORY,0,0,19,3,0,0,2
1839701,0,-1,0,maintenance,Home,maintenance,12,0,0,49,0,0,26,3,2,3,JOINT_NON_MANDATORY,0,0,3,13,0,0,1
1839701,0,-1,1,maintenance,maintenance,Home,49,0,0,12,0,0,26,3,2,3,JOINT_NON_MANDATORY,0,0,13,3,0,0,1
2066818,0,-1,0,shop,Home,shop,12,0,0,72,0,0,4,5,4,5,JOINT_NON_MANDATORY,0,0,3,18,0,0,1
2066818,0,-1,1,shop,shop,Home,72,0,0,12,0,0,6,5,4,5,JOINT_NON_MANDATORY,0,0,18,3,0,0,1
1486409,0,-1,0,discretionary,Home,discretionary,12,0,0,69,0,0,28,3,2,3,JOINT_NON_MANDATORY,0,0,3,18,0,0,3
1486409,0,-1,1,discretionary,discretionary,Home,69,0,0,12,0,0,32,3,2,3,JOINT_NON_MANDATORY,0,0,18,3,0,0,3
2066815,0,-1,0,eatingout,Home,eatingout,12,0,0,5,0,0,36,7,4,7,JOINT_NON_MANDATORY,0,0,3,2,0,0,-1
2066815,0,-1,1,eatingout,eatingout,Home,5,0,0,12,0,0,39,7,4,7,JOINT_NON_MANDATORY,0,0,2,3,0,0,-1
2066815,1,-1,0,visiting,Home,visiting,12,0,0,5,0,0,2,7,4,7,JOINT_NON_MANDATORY,0,0,3,2,0,0,-1
2066815,1,-1,1,visiting,visiting,Home,5,0,0,12,0,0,5,7,4,7,JOINT_NON_MANDATORY,0,0,2,3,0,0,-1
1309458,0,-1,0,maintenance,Home,maintenance,12,0,0,71,0,0,2,3,2,3,JOINT_NON_MANDATORY,0,0,3,18,0,0,2
1309458,0,-1,1,maintenance,maintenance,Home,71,0,0,12,0,0,4,3,2,3,JOINT_NON_MANDATORY,0,0,18,3,0,0,2
1437086,0,-1,0,maintenance,Home,maintenance,12,0,0,71,0,0,6,5,3,5,JOINT_NON_MANDATORY,0,0,3,18,0,0,1
1437086,0,-1,1,maintenance,maintenance,Home,71,0,0,12,0,0,8,5,3,5,JOINT_NON_MANDATORY,0,0,18,3,0,0,1
1437086,1,-1,0,discretionary,Home,discretionary,12,0,0,7,0,0,28,5,4,5,JOINT_NON_MANDATORY,0,0,3,2,0,0,2
1437086,1,-1,1,discretionary,discretionary,Home,7,0,0,12,0,0,30,5,4,5,JOINT_NON_MANDATORY,0,0,2,3,0,0,2
3155388,0,-1,0,shop,Home,shop,12,0,0,45,0,0,21,3,2,3,JOINT_NON_MANDATORY,0,0,3,12,0,0,1
3155388,0,-1,1,shop,shop,Home,45,0,0,12,0,0,28,3,2,3,JOINT_NON_MANDATORY,0,0,12,3,0,0,1
971921,0,-1,0,maintenance,Home,maintenance,12,0,0,7,0,0,17,7,3,7,JOINT_NON_MANDATORY,0,0,3,2,0,0,-1
971921,0,-1,1,maintenance,maintenance,Home,7,0,0,12,0,0,26,7,3,7,JOINT_NON_MANDATORY,0,0,2,3,0,0,-1
971921,1,-1,0,maintenance,Home,maintenance,12,0,0,61,0,0,5,5,3,5,JOINT_NON_MANDATORY,0,0,3,16,0,0,1
971921,1,-1,1,maintenance,maintenance,Home,61,0,0,12,0,0,7,5,3,5,JOINT_NON_MANDATORY,0,0,16,3,0,0,1
1667409,0,-1,0,maintenance,Home,maintenance,12,0,0,20,0,0,27,5,3,5,JOINT_NON_MANDATORY,0,0,3,5,0,0,3
1667409,0,-1,1,maintenance,maintenance,Home,20,0,0,12,0,0,40,5,3,5,JOINT_NON_MANDATORY,0,0,5,3,0,0,3
1972485,0,-1,0,discretionary,Home,discretionary,12,0,0,21,0,0,28,7,2,7,JOINT_NON_MANDATORY,0,0,3,6,0,0,-1
1972485,0,-1,1,discretionary,discretionary,Home,21,0,0,12,0,0,31,7,2,7,JOINT_NON_MANDATORY,0,0,6,3,0,0,-1
1972485,1,-1,0,discretionary,Home,discretionary,12,0,0,34,0,0,32,3,2,3,JOINT_NON_MANDATORY,0,0,3,9,0,0,2
1972485,1,-1,1,discretionary,discretionary,Home,34,0,0,12,0,0,34,3,2,3,JOINT_NON_MANDATORY,0,0,9,3,0,0,2
2101488,0,-1,0,shop,Home,shop,12,0,0,27,0,0,2,3,2,3,JOINT_NON_MANDATORY,0,0,3,7,0,0,2
2101488,0,-1,1,shop,shop,Home,27,0,0,12,0,0,4,3,2,3,JOINT_NON_MANDATORY,0,0,7,3,0,0,2
1437108,0,-1,0,maintenance,Home,maintenance,12,0,0,7,0,0,29,5,4,5,JOINT_NON_MANDATORY,0,0,3,2,0,0,2
1437108,0,-1,1,maintenance,maintenance,Home,7,0,0,12,0,0,39,5,4,5,JOINT_NON_MANDATORY,0,0,2,3,0,0,2
1437108,1,-1,0,maintenance,Home,maintenance,12,0,0,4,0,0,4,7,4,7,JOINT_NON_MANDATORY,0,0,3,1,0,0,-1
1437108,1,-1,1,maintenance,maintenance,Home,4,0,0,12,0,0,6,7,4,7,JOINT_NON_MANDATORY,0,0,1,3,0,0,-1
1839686,0,-1,0,shop,Home,shop,12,0,0,55,0,0,20,3,2,3,JOINT_NON_MANDATORY,0,0,3,14,0,0,1
1839686,0,-1,1,shop,shop,Home,55,0,0,12,0,0,24,3,2,3,JOINT_NON_MANDATORY,0,0,14,3,0,0,1
2285472,0,-1,0,discretionary,Home,discretionary,12,0,0,69,0,0,29,5,5,5,JOINT_NON_MANDATORY,0,0,3,18,0,0,1
2285472,0,-1,1,discretionary,discretionary,Home,69,0,0,12,0,0,31,5,5,5,JOINT_NON_MANDATORY,0,0,18,3,0,0,1
1309524,0,-1,0,shop,Home,shop,12,0,0,62,0,0,32,3,2,3,JOINT_NON_MANDATORY,0,0,3,16,0,0,2
1309524,0,-1,1,shop,shop,Home,62,0,0,12,0,0,34,3,2,3,JOINT_NON_MANDATORY,0,0,16,3,0,0,2
971922,0,-1,0,shop,Home,shop,12,0,0,2,0,0,23,5,4,5,JOINT_NON_MANDATORY,0,0,3,1,0,0,1
971922,0,-1,1,shop,shop,Home,2,0,0,12,0,0,25,5,4,5,JOINT_NON_MANDATORY,0,0,1,3,0,0,1
971922,1,-1,0,eatingout,Home,eatingout,12,0,0,61,0,0,11,5,4,5,JOINT_NON_MANDATORY,0,0,3,16,0,0,1
971922,1,-1,1,eatingout,eatingout,Home,61,0,0,12,0,0,11,5,4,5,JOINT_NON_MANDATORY,0,0,16,3,0,0,1
2237279,0,-1,0,maintenance,Home,maintenance,12,0,0,71,0,0,24,5,3,5,JOINT_NON_MANDATORY,0,0,3,18,0,0,2
2237279,0,-1,1,maintenance,maintenance,Home,71,0,0,12,0,0,28,5,3,5,JOINT_NON_MANDATORY,0,0,18,3,0,0,2
2237279,1,-1,0,maintenance,Home,maintenance,12,0,0,27,0,0,30,5,5,5,JOINT_NON_MANDATORY,0,0,3,7,0,0,2
2237279,1,-1,1,maintenance,maintenance,Home,27,0,0,12,0,0,35,5,5,5,JOINT_NON_MANDATORY,0,0,7,3,0,0,2
3418739,0,-1,0,shop,Home,shop,12,0,0,61,0,0,21,3,2,3,JOINT_NON_MANDATORY,0,0,3,16,0,0,1
3418739,0,-1,1,shop,shop,Home,61,0,0,12,0,0,24,3,2,3,JOINT_NON_MANDATORY,0,0,16,3,0,0,1
1257229,0,-1,0,discretionary,Home,discretionary,12,0,0,57,0,0,15,5,3,5,JOINT_NON_MANDATORY,0,0,3,15,0,0,3
1257229,0,-1,1,discretionary,discretionary,Home,57,0,0,12,0,0,17,5,3,5,JOINT_NON_MANDATORY,0,0,15,3,0,0,3
1437120,0,-1,0,maintenance,Home,maintenance,12,0,0,62,0,0,28,5,3,5,JOINT_NON_MANDATORY,0,0,3,16,0,0,2
1437120,0,-1,1,maintenance,maintenance,Home,62,0,0,12,0,0,29,5,3,5,JOINT_NON_MANDATORY,0,0,16,3,0,0,2
1437120,1,-1,0,maintenance,Home,maintenance,12,0,0,7,0,0,31,7,2,7,JOINT_NON_MANDATORY,0,0,3,2,0,0,-1
1437120,1,-1,1,maintenance,maintenance,Home,7,0,0,12,0,0,36,7,2,7,JOINT_NON_MANDATORY,0,0,2,3,0,0,-1
867821,0,-1,0,discretionary,Home,discretionary,12,0,0,49,0,0,29,5,2,5,JOINT_NON_MANDATORY,0,0,3,13,0,0,3
867821,0,-1,1,discretionary,discretionary,Home,49,0,0,12,0,0,32,5,2,5,JOINT_NON_MANDATORY,0,0,13,3,0,0,3
2211931,0,-1,0,maintenance,Home,maintenance,12,0,0,5,0,0,28,5,4,5,JOINT_NON_MANDATORY,0,0,3,2,0,0,2
2211931,0,-1,1,maintenance,maintenance,Home,5,0,0,12,0,0,29,5,4,5,JOINT_NON_MANDATORY,0,0,2,3,0,0,2
3450246,0,-1,0,eatingout,Home,eatingout,12,0,0,4,0,0,27,3,2,3,JOINT_NON_MANDATORY,0,0,3,1,0,0,1
3450246,0,-1,1,eatingout,eatingout,Home,4,0,0,12,0,0,34,3,2,3,JOINT_NON_MANDATORY,0,0,1,3,0,0,1
2237305,0,-1,0,maintenance,Home,maintenance,12,0,0,61,0,0,8,5,4,5,JOINT_NON_MANDATORY,0,0,3,16,0,0,1
2237305,0,-1,1,maintenance,maintenance,Home,61,0,0,12,0,0,16,5,4,5,JOINT_NON_MANDATORY,0,0,16,3,0,0,1
2237305,1,-1,0,visiting,Home,visiting,12,0,0,33,0,0,4,5,4,5,JOINT_NON_MANDATORY,0,0,3,9,0,0,1
2237305,1,-1,1,visiting,visiting,Home,33,0,0,12,0,0,7,5,4,5,JOINT_NON_MANDATORY,0,0,9,3,0,0,1
867816,0,-1,0,discretionary,Home,discretionary,12,0,0,55,0,0,25,5,3,5,JOINT_NON_MANDATORY,0,0,3,14,0,0,2
867816,0,-1,1,discretionary,discretionary,Home,55,0,0,12,0,0,32,5,3,5,JOINT_NON_MANDATORY,0,0,14,3,0,0,2
867816,1,-1,0,discretionary,Home,discretionary,12,0,0,4,0,0,12,5,3,5,JOINT_NON_MANDATORY,0,0,3,1,0,0,2
867816,1,-1,1,discretionary,discretionary,Home,4,0,0,12,0,0,18,5,3,5,JOINT_NON_MANDATORY,0,0,1,3,0,0,2
1786089,0,-1,0,discretionary,Home,discretionary,12,0,0,61,0,0,31,3,2,3,JOINT_NON_MANDATORY,0,0,3,16,0,0,1
1786089,0,-1,1,discretionary,discretionary,Home,61,0,0,12,0,0,35,3,2,3,JOINT_NON_MANDATORY,0,0,16,3,0,0,1
1437122,0,-1,0,maintenance,Home,maintenance,12,0,0,55,0,0,29,5,3,5,JOINT_NON_MANDATORY,0,0,3,14,0,0,1
1437122,0,-1,1,maintenance,maintenance,Home,55,0,0,12,0,0,29,5,3,5,JOINT_NON_MANDATORY,0,0,14,3,0,0,1
2175316,0,-1,0,discretionary,Home,discretionary,12,0,0,21,0,0,1,5,3,5,JOINT_NON_MANDATORY,0,0,3,6,0,0,1
2175316,0,-1,1,discretionary,discretionary,Home,21,0,0,12,0,0,3,5,3,5,JOINT_NON_MANDATORY,0,0,6,3,0,0,1
1839717,0,-1,0,shop,Home,shop,12,0,0,78,0,0,30,3,2,3,JOINT_NON_MANDATORY,0,0,3,20,0,0,1
1839717,0,-1,1,shop,shop,Home,78,0,0,12,0,0,31,3,2,3,JOINT_NON_MANDATORY,0,0,20,3,0,0,1
2175307,0,-1,0,discretionary,Home,discretionary,12,0,0,10,0,0,2,7,3,7,JOINT_NON_MANDATORY,0,0,3,3,0,0,-1
2175307,0,-1,1,discretionary,discretionary,Home,10,0,0,12,0,0,5,7,3,7,JOINT_NON_MANDATORY,0,0,3,3,0,0,-1
2175307,1,-1,0,discretionary,Home,discretionary,12,0,0,71,0,0,33,5,3,5,JOINT_NON_MANDATORY,0,0,3,18,0,0,1
