hh_id,tour_id,stop_id,inbound,tour_purpose,orig_purpose,dest_purpose,orig_maz,orig_walk_segment,orig_park_maz,dest_maz,dest_walk_segment,parking_taz,stop_period,trip_mode,num_participants,tour_mode,tour_category,board_tap,alight_tap,orig_taz,dest_taz,orig_park_taz,dest_park_taz,driver
72551,0,-1,0,shop,Home,shop,1,0,0,17,0,0,4,3,2,3,JOINT_NON_MANDATORY,0,0,1,5,0,0,1
72551,0,-1,1,shop,shop,Home,17,0,0,1,0,0,6,3,2,3,JOINT_NON_MANDATORY,0,0,5,1,0,0,1
1972433,0,-1,0,eatingout,Home,eatingout,1,0,0,27,0,0,26,5,2,5,JOINT_NON_MANDATORY,0,0,1,7,0,0,2
1972433,0,-1,1,eatingout,eatingout,Home,27,0,0,1,0,0,31,5,2,5,JOINT_NON_MANDATORY,0,0,7,1,0,0,2
1265669,0,-1,0,shop,Home,shop,1,0,0,1,0,0,28,3,2,3,JOINT_NON_MANDATORY,0,0,1,1,0,0,2
1265669,0,-1,1,shop,shop,Home,1,0,0,1,0,0,33,3,2,3,JOINT_NON_MANDATORY,0,0,1,1,0,0,2
1265669,1,-1,0,eatingout,Home,eatingout,1,0,0,2,0,0,26,3,2,3,JOINT_NON_MANDATORY,0,0,1,1,0,0,1
1265669,1,-1,1,eatingout,eatingout,Home,2,0,0,1,0,0,27,3,2,3,JOINT_NON_MANDATORY,0,0,1,1,0,0,1
1839442,0,-1,0,shop,Home,shop,1,0,0,20,0,0,3,3,2,3,JOINT_NON_MANDATORY,0,0,1,5,0,0,1
1839442,0,-1,1,shop,shop,Home,20,0,0,1,0,0,5,3,2,3,JOINT_NON_MANDATORY,0,0,5,1,0,0,1
1839434,0,-1,0,maintenance,Home,maintenance,1,0,0,14,0,0,36,7,2,7,JOINT_NON_MANDATORY,0,0,1,4,0,0,-1
1839434,0,-1,1,maintenance,maintenance,Home,14,0,0,1,0,0,40,7,2,7,JOINT_NON_MANDATORY,0,0,4,1,0,0,-1
2908380,0,-1,0,shop,Home,shop,1,0,0,2,0,0,29,3,2,3,JOINT_NON_MANDATORY,0,0,1,1,0,0,1
2908380,0,-1,1,shop,shop,Home,2,0,0,1,0,0,30,3,2,3,JOINT_NON_MANDATORY,0,0,1,1,0,0,1
1630206,0,-1,0,shop,Home,shop,1,0,0,13,0,0,32,5,3,5,JOINT_NON_MANDATORY,0,0,1,4,0,0,1
1630206,0,-1,1,shop,shop,Home,13,0,0,1,0,0,34,5,3,5,JOINT_NON_MANDATORY,0,0,4,1,0,0,1
1839477,0,-1,0,maintenance,Home,maintenance,1,0,0,7,0,0,23,3,2,3,JOINT_NON_MANDATORY,0,0,1,2,0,0,1
1839477,0,-1,1,maintenance,maintenance,Home,7,0,0,1,0,0,24,3,2,3,JOINT_NON_MANDATORY,0,0,2,1,0,0,1
3025316,0,-1,0,maintenance,Home,maintenance,1,0,0,17,0,0,29,3,2,3,JOINT_NON_MANDATORY,0,0,1,5,0,0,1
3025316,0,-1,1,maintenance,maintenance,Home,17,0,0,1,0,0,33,3,2,3,JOINT_NON_MANDATORY,0,0,5,1,0,0,1
1041991,0,-1,0,shop,Home,shop,1,0,0,1,0,0,28,3,2,3,JOINT_NON_MANDATORY,0,0,1,1,0,0,1
1041991,0,-1,1,shop,shop,Home,1,0,0,1,0,0,32,3,2,3,JOINT_NON_MANDATORY,0,0,1,1,0,0,1
