  57 TAZ
 144 NTI
  1 1.00    0.00     8.3   6.969
  1 1.00    0.00     8.3   6.969
  1 1.00    0.00     8.2   6.969
  1 1.00    0.00     8.2   6.969
  1 1.00    0.00     8.3   6.969
  1 1.00    0.00     8.3   6.969
  1 1.00    0.00     8.3   6.969
  1 1.00    0.00     8.3   6.969
  1 1.00    0.00     8.3   6.969
  1 1.00    0.00     8.4   6.969
  1 1.00    0.00     8.4   6.969
  1 1.00    0.00     8.4   6.969
  1 1.00    0.00     8.5   6.969
  1 1.00    0.00     8.6   6.969
  1 1.00    0.00     8.9   6.969
  1 1.00    0.00     9.0   6.969
  1 1.00    0.00     9.1   6.969
  1 1.00    0.00     9.7   6.969
  1 1.00    0.00     9.9   6.969
  1 1.00    0.00     9.6   6.969
  1 1.00    0.00     9.6   6.969
  1 1.00    0.00     9.8   6.969
  1 1.00    0.00     9.9   6.969
  1 1.00    0.00     9.9   6.969
  1 1.00    0.00     9.9   6.969
  1 1.00    0.00     9.8   6.969
  1 1.00    0.00    10.0   6.989
  1 1.00    0.00    10.0   6.989
  1 1.00    0.00    10.0   6.989
  1 1.00    0.00     9.6   6.969
  1 1.00    0.00    10.2   6.989
  1 1.00    0.00     9.7   6.969
  1 1.00    0.00    10.0   6.969
  1 1.00    0.00    10.8   7.388
  1 1.00    0.00    10.1   6.969
  1 1.00    0.00    10.3   6.969
  1 1.00    0.00    10.6   6.969
  1 1.00    0.00    10.3   7.839
  1 1.00    0.00    10.0   6.969
  1 1.00    0.00    10.3   7.409
  1 1.00    0.00     9.7   6.989
  1 1.00    0.00    10.0   7.388
  1 1.00    0.00     9.4   6.969
  1 1.00    0.00     9.4   6.969
  1 1.00    0.00     9.4   6.969
  1 1.00    0.00     9.2   6.969
  1 1.00    0.00     9.2   6.969
  1 1.00    0.00     9.3   6.969
  1 1.00    0.00     9.1   6.969
  1 1.00    0.00     9.1   6.969
  1 1.00    0.00     9.2   6.969
  1 1.00    0.00     9.2   6.969
  1 1.00    0.00     9.1   6.969
  1 1.00    0.00     9.2   6.969
  1 1.00    0.00     9.4   6.969
  1 1.00    0.00     9.3   6.969
  1 1.00    0.00     9.3   6.969
  1 1.00    0.00     9.3   6.969
  1 1.00    0.00     9.2   6.969
  1 1.00    0.00     9.3   6.969
  1 1.00    0.00     9.3   6.969
  1 1.00    0.00     9.5   6.969
  1 1.00    0.00     9.9   6.969
  1 1.00    0.00    10.1   6.969
  1 1.00    0.00    10.4   6.969
  1 1.00    0.00    10.6   6.969
  1 1.00    0.00    10.6   6.969
  1 1.00    0.00    10.7   6.989
  1 1.00    0.00    11.0   6.989
  1 1.00    0.00    11.5   7.309
  1 1.00    0.00    11.1   6.969
  1 1.00    0.00    13.2   6.969
  1 1.00    0.00    15.1   9.747
  1 1.00    0.00    14.5   9.327
  1 1.00    0.00    13.8   8.908
  1 1.00    0.00    13.1   8.488
  1 1.00    0.00    12.4   8.068
  1 1.00    0.00    11.7   7.649
