  57 TAZ
 144 NTI
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.4   6.279
  1 1.00    0.00     7.4   6.279
  1 1.00    0.00     7.4   6.279
  1 1.00    0.00     7.5   6.279
  1 1.00    0.00     7.6   6.279
  1 1.00    0.00     7.9   6.279
  1 1.00    0.00     8.0   6.279
  1 1.00    0.00     8.1   6.279
  1 1.00    0.00     8.7   6.279
  1 1.00    0.00     8.9   6.279
  1 1.00    0.00     8.7   6.279
  1 1.00    0.00     8.6   6.279
  1 1.00    0.00     8.8   6.279
  1 1.00    0.00     8.9   6.279
  1 1.00    0.00     8.9   6.279
  1 1.00    0.00     8.9   6.279
  1 1.00    0.00     8.9   6.279
  1 1.00    0.00     9.0   6.299
  1 1.00    0.00     9.1   6.299
  1 1.00    0.00     9.0   6.299
  1 1.00    0.00     8.6   6.279
  1 1.00    0.00     9.2   6.299
  1 1.00    0.00     8.7   6.279
  1 1.00    0.00     9.0   6.279
  1 1.00    0.00     9.7   6.698
  1 1.00    0.00     9.1   6.279
  1 1.00    0.00     9.3   6.279
  1 1.00    0.00     9.7   6.279
  1 1.00    0.00     9.4   7.149
  1 1.00    0.00     9.1   6.279
  1 1.00    0.00     9.3   6.719
  1 1.00    0.00     8.7   6.299
  1 1.00    0.00     9.0   6.698
  1 1.00    0.00     8.5   6.279
  1 1.00    0.00     8.4   6.279
  1 1.00    0.00     8.4   6.279
  1 1.00    0.00     8.2   6.279
  1 1.00    0.00     8.2   6.279
  1 1.00    0.00     8.3   6.279
  1 1.00    0.00     8.1   6.279
  1 1.00    0.00     8.2   6.279
  1 1.00    0.00     8.2   6.279
  1 1.00    0.00     8.2   6.279
  1 1.00    0.00     8.2   6.279
  1 1.00    0.00     8.2   6.279
  1 1.00    0.00     8.4   6.279
  1 1.00    0.00     8.3   6.279
  1 1.00    0.00     8.3   6.279
  1 1.00    0.00     8.3   6.279
  1 1.00    0.00     8.2   6.279
  1 1.00    0.00     8.3   6.279
  1 1.00    0.00     8.3   6.279
  1 1.00    0.00     8.5   6.279
  1 1.00    0.00     8.9   6.279
  1 1.00    0.00     9.1   6.619
  1 1.00    0.00     9.5   6.279
  1 1.00    0.00     9.6   6.279
  1 1.00    0.00     9.6   6.279
  1 1.00    0.00     9.7   6.299
  1 1.00    0.00    10.0   6.299
  1 1.00    0.00    10.5   6.619
  1 1.00    0.00    10.1   6.279
  1 1.00    0.00    12.2   6.279
  1 1.00    0.00    14.1   9.057
  1 1.00    0.00    13.5   8.637
  1 1.00    0.00    12.8   8.218
  1 1.00    0.00    12.1   7.798
  1 1.00    0.00    11.4   7.378
  1 1.00    0.00    10.7   6.959
  1 1.00    0.00    11.2   6.959
  1 1.00    0.00    11.2   6.959
  1 1.00    0.00    12.1   6.279
  1 1.00    0.00    12.7   7.569
  1 1.00    0.00    11.8   7.149
  1 1.00    0.00    12.1   6.279
  1 1.00    0.00    13.1   6.279
  2 0.62    0.00    13.7   8.569 1.00    0.00    13.2   0.000
  2 0.62    0.00    13.7   8.569 1.00    0.00    13.2   9.618
  2 0.82    0.00    12.9   8.838 1.00    0.00    12.5   0.000
  2 0.82    0.00    12.9   8.838 1.00    0.00    12.5   9.138
  1 1.00    0.00    11.4   7.988
  1 1.00    0.00    10.7   7.489
  1 1.00    0.00    10.0   7.149
  1 1.00    0.00     9.6   6.279
  1 1.00    0.00     9.3   6.279
  1 1.00    0.00     8.8   6.279
  1 1.00    0.00     8.4   6.279
  1 1.00    0.00     8.7   6.279
  1 1.00    0.00     8.6   6.279
  1 1.00    0.00     8.5   6.279
  1 1.00    0.00     8.7   6.279
  1 1.00    0.00     8.6   6.279
  1 1.00    0.00     8.2   6.279
  1 1.00    0.00     8.2   6.279
  1 1.00    0.00     7.9   6.279
  1 1.00    0.00     7.9   6.279
  1 1.00    0.00     7.8   6.279
  1 1.00    0.00     7.7   6.279
  1 1.00    0.00     7.7   6.279
  1 1.00    0.00     7.7   6.279
  1 1.00    0.00     7.7   6.279
  1 1.00    0.00     7.8   6.279
  1 1.00    0.00     7.6   6.279
  1 1.00    0.00     7.7   6.279
  1 1.00    0.00     7.6   6.279
  1 1.00    0.00     7.7   6.279
  1 1.00    0.00     7.6   6.279
  1 1.00    0.00     7.6   6.279
  1 1.00    0.00     7.5   6.279
  1 1.00    0.00     7.5   6.279
  1 1.00    0.00     7.5   6.279
  1 1.00    0.00     7.5   6.279
  1 1.00    0.00     7.5   6.279
  1 1.00    0.00     7.4   6.279
  1 1.00    0.00     7.4   6.279
  1 1.00    0.00     7.4   6.279
  1 1.00    0.00     7.4   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     7.3   6.279
  1 1.00    0.00     6.4   5.839
  1 1.00    0.00     6.4   5.839
  1 1.00    0.00     6.4   5.839
  1 1.00    0.00     6.4   5.839
  1 1.00    0.00     6.4   5.839
  1 1.00    0.00     6.4   5.839
  1 1.00    0.00     6.4   5.839
  1 1.00    0.00     6.4   5.839
  1 1.00    0.00     6.4   5.839
  1 1.00    0.00     6.4   5.839
  1 1.00    0.00     6.5   5.839
  1 1.00    0.00     6.5   5.839
  1 1.00    0.00     6.5   5.839
  1 1.00    0.00     6.6   5.839
  1 1.00    0.00     6.8   5.839
  1 1.00    0.00     7.0   5.839
  1 1.00    0.00     7.0   5.839
  1 1.00    0.00     7.3   5.839
  1 1.00    0.00     7.7   5.839
  1 1.00    0.00     7.7   5.839
  1 1.00    0.00     7.7   5.839
  1 1.00    0.00     7.6   5.839
  1 1.00    0.00     7.6   5.839
  1 1.00    0.00     7.5   5.839
  1 1.00    0.00     7.8   5.839
  1 1.00    0.00     8.1   5.699
  1 1.00    0.00     7.4   5.839
  1 1.00    0.00     7.5   5.839
  1 1.00    0.00     7.9   5.699
  1 1.00    0.00     7.5   5.839
  1 1.00    0.00     7.7   5.699
  1 1.00    0.00     7.8   5.649
  1 1.00    0.00     7.8   5.699
  1 1.00    0.00     8.0   5.699
  1 1.00    0.00     8.6   6.179
  1 1.00    0.00     7.9   5.839
  1 1.00    0.00     8.4   5.699
  1 1.00    0.00     8.6   5.839
  1 1.00    0.00     7.9   5.839
  1 1.00    0.00     7.5   5.839
  1 1.00    0.00     7.9   5.699
  1 1.00    0.00     7.7   5.699
  1 1.00    0.00     7.6   5.699
  1 1.00    0.00     7.0   5.839
  1 1.00    0.00     7.1   5.839
  1 1.00    0.00     7.1   5.839
  1 1.00    0.00     7.0   5.839
  1 1.00    0.00     7.2   5.839
  1 1.00    0.00     7.1   5.839
  1 1.00    0.00     7.2   5.839
  1 1.00    0.00     7.1   5.839
  1 1.00    0.00     7.2   5.839
  1 1.00    0.00     7.1   5.839
  1 1.00    0.00     7.1   5.839
  1 1.00    0.00     7.3   5.839
  1 1.00    0.00     7.2   5.839
  1 1.00    0.00     7.3   5.839
  1 1.00    0.00     7.2   5.839
  1 1.00    0.00     7.0   5.839
  1 1.00    0.00     7.1   5.839
  1 1.00    0.00     7.1   5.839
  1 1.00    0.00     7.5   5.699
  1 1.00    0.00     7.3   5.839
  1 1.00    0.00     8.1   5.839
  1 1.00    0.00     7.8   5.839
  1 1.00    0.00     8.6   5.699
  1 1.00    0.00     8.5   5.839
  1 1.00    0.00     8.3   5.839
  1 1.00    0.00     8.6   5.839
  1 1.00    0.00     9.0   5.649
  1 1.00    0.00     9.3   5.989
  1 1.00    0.00     8.8   5.839
  1 1.00    0.00     9.6   5.699
  1 1.00    0.00    12.0   7.998
  1 1.00    0.00    13.1   6.399
  1 1.00    0.00    12.3   7.748
  1 1.00    0.00    11.1   6.789
  2 0.22    0.00    10.2   6.399 1.00    0.00     9.4   0.000
