person_id	person_index	trip_index  	tripstarttime 	origmaz    	destmaz	trip_park_ride_flag	otran_maz	dtran_maz	a_time	e_time	tr_time
     2402698	        3263	           1	 200.8	           4	          71	           0	           0	           0	     0.0	     0.0	  1440.0
     2402698	        3263	           2	 416.3	          71	           5	           0	          71	           4	     0.0	    21.1	     0.4
     8828966	        2651	           1	 200.8	           4	          53	           0	           0	           0	     0.0	     0.0	  1440.0
     8921360	       61609	           2	 200.9	          71	          60	           0	           0	           0	     0.0	     0.0	  1440.0
     5593078	       73445	           2	 201.3	          79	          71	           0	          77	          71	    11.9	     0.0	     0.0
     4798054	       52782	           1	 201.5	          60	          48	           0	          65	          36	    19.2	    22.4	     0.0
     4798054	       52782	           2	 228.7	          48	          42	           0	          48	          45	     0.0	    13.8	     0.0
     4798054	       52782	           6	 874.0	          42	          60	           0	          36	          65	    27.9	    19.2	     0.0
     7366148	       65075	           1	 202.0	          72	          28	           0	           0	           0	     0.0	     0.0	  1440.0
     7366148	       65075	           3	 616.8	          28	          78	           0	          46	          78	    44.2	     0.0	     0.2
     4592862	       71099	           3	 202.5	          77	          71	           0	           0	           0	     0.0	     0.0	  1440.0
     6351822	       71785	           2	 203.0	          77	           7	           0	          71	           4	     9.7	    11.0	     0.3
     6351822	       71785	           5	 666.9	           7	          77	           0	           0	           0	     0.0	     0.0	  1440.0
     9824896	       51523	           1	 203.0	          59	           5	           0	          24	           4	    18.4	    21.1	     0.1
     9824896	       51523	           2	 912.1	           5	          59	           0	          24	          24	    51.4	    18.4	     0.0
     5990742	       56748	           1	 203.7	          65	           7	           0	          34	           4	    13.6	    11.0	     0.2
     5990742	       56748	           5	 831.6	           7	          65	           0	           0	           0	     0.0	     0.0	  1440.0
     6928505	       65306	           1	 204.1	          72	          20	           0	           0	           0	     0.0	     0.0	  1440.0
     6928505	       65306	           2	 762.6	          20	          72	           0	          65	          68	    36.7	    22.3	     0.0
     7078264	       74853	           1	 204.3	          80	          61	           1	          65	          66	     0.0	    28.7	     0.0
     7078264	       74853	           2	 284.8	          61	          80	           2	          66	          65	    28.7	     0.0	     0.0
     9163583	       31647	           1	 204.5	          37	          71	           1	           0	           0	     0.0	     0.0	  1440.0
     9163583	       31647	           2	 739.6	          71	          37	           2	          71	          68	     0.0	     0.0	     0.0
     7658468	       72548	           1	 204.9	          78	          42	           0	          78	          45	     0.0	    13.8	     1.4
     7658468	       72548	           2	 727.2	          42	          77	           0	          46	          73	    23.5	    21.8	     0.0
     3765628	       67414	           1	 205.1	          74	          71	           0	          68	          71	     9.7	     0.0	     0.0
     3765628	       67414	           5	 738.7	          71	          74	           0	          71	          68	     0.0	     9.7	     0.0
     3765628	       67414	           6	 822.6	          74	          71	           0	          68	          71	     9.7	     0.0	     0.0
     3765628	       67414	           7	1163.0	          71	          74	           0	           0	           0	     0.0	     0.0	  1440.0
     6645870	       64615	           3	 205.1	          71	          71	           1	           0	           0	     0.0	     0.0	  1440.0
     6645870	       64615	           4	 264.3	          71	          71	           2	          71	          71	     0.0	     0.0	     0.0
     4197417	       16875	           1	 205.3	          17	          70	           0	           4	          71	    18.7	    18.0	     0.2
     4197417	       16875	           2	 785.9	          70	           7	           0	          71	           4	    18.0	    11.0	     0.4
