i,constraint,Arr_1_0,Dur_1_0,DurShort1_1_0,DurShort2_1_0,DurLong1_1_0,DurLong2_1_0,Dep_1_1,Arr_1_1,Dur_1_1,DurShort1_1_1,DurShort2_1_1,DurLong1_1_1,DurLong2_1_1,DepEarly1_1_1,DepEarly2_1_1,DepEarly_1_1,DepLate1_1_1,DepLate2_1_1,DepLate_1_1,ArrEarly1_1_1,ArrEarly2_1_1,ArrEarly_1_1,ArrLate1_1_1,ArrLate2_1_1,ArrLate_1_1,Dep_1_2,Arr_1_2,Dur_1_2,DurShort1_1_2,DurShort2_1_2,DurLong1_1_2,DurLong2_1_2,DepEarly1_1_2,DepEarly2_1_2,DepEarly_1_2,DepLate1_1_2,DepLate2_1_2,DepLate_1_2,ArrEarly1_1_2,ArrEarly2_1_2,ArrEarly_1_2,ArrLate1_1_2,ArrLate2_1_2,ArrLate_1_2,Dep_1_3,Arr_1_3,Dur_1_3,DurShort1_1_3,DurShort2_1_3,DurLong1_1_3,DurLong2_1_3,DepEarly1_1_3,DepEarly2_1_3,DepEarly_1_3,DepLate1_1_3,DepLate2_1_3,DepLate_1_3,ArrEarly1_1_3,ArrEarly2_1_3,ArrEarly_1_3,ArrLate1_1_3,ArrLate2_1_3,ArrLate_1_3,Dep_1_4,Arr_1_4,Dur_1_4,DurShort1_1_4,DurShort2_1_4,DurLong1_1_4,DurLong2_1_4,DepEarly1_1_4,DepEarly2_1_4,DepEarly_1_4,DepLate1_1_4,DepLate2_1_4,DepLate_1_4,ArrEarly1_1_4,ArrEarly2_1_4,ArrEarly_1_4,ArrLate1_1_4,ArrLate2_1_4,ArrLate_1_4,Dep_1_5,Arr_1_5,Dur_1_5,DurShort1_1_5,DurShort2_1_5,DurLong1_1_5,DurLong2_1_5,DepEarly1_1_5,DepEarly2_1_5,DepEarly_1_5,DepLate1_1_5,DepLate2_1_5,DepLate_1_5,ArrEarly1_1_5,ArrEarly2_1_5,ArrEarly_1_5,ArrLate1_1_5,ArrLate2_1_5,ArrLate_1_5,Dep_1_6,Arr_1_6,Dur_1_6,DurShort1_1_6,DurShort2_1_6,DurLong1_1_6,DurLong2_1_6,DepEarly1_1_6,DepEarly2_1_6,DepEarly_1_6,DepLate1_1_6,DepLate2_1_6,DepLate_1_6,ArrEarly1_1_6,ArrEarly2_1_6,ArrEarly_1_6,ArrLate1_1_6,ArrLate2_1_6,ArrLate_1_6,Dep_1_7,Arr_1_7,Dur_1_7,DurShort1_1_7,DurShort2_1_7,DurLong1_1_7,DurLong2_1_7,DepEarly1_1_7,DepEarly2_1_7,DepEarly_1_7,DepLate1_1_7,DepLate2_1_7,DepLate_1_7,ArrEarly1_1_7,ArrEarly2_1_7,ArrEarly_1_7,ArrLate1_1_7,ArrLate2_1_7,ArrLate_1_7,Dep_1_8,Arr_1_8,Dur_1_8,DurShort1_1_8,DurShort2_1_8,DurLong1_1_8,DurLong2_1_8,DepEarly1_1_8,DepEarly2_1_8,DepEarly_1_8,DepLate1_1_8,DepLate2_1_8,DepLate_1_8,ArrEarly1_1_8,ArrEarly2_1_8,ArrEarly_1_8,ArrLate1_1_8,ArrLate2_1_8,ArrLate_1_8,Dep_1_9,Arr_1_9,Dur_1_9,DurShort1_1_9,DurShort2_1_9,DurLong1_1_9,DurLong2_1_9,DepEarly1_1_9,DepEarly2_1_9,DepEarly_1_9,DepLate1_1_9,DepLate2_1_9,DepLate_1_9,ArrEarly1_1_9,ArrEarly2_1_9,ArrEarly_1_9,ArrLate1_1_9,ArrLate2_1_9,ArrLate_1_9,Dep_1_10,Arr_1_10,Dur_1_10,DurShort1_1_10,DurShort2_1_10,DurLong1_1_10,DurLong2_1_10,DepEarly1_1_10,DepEarly2_1_10,DepEarly_1_10,DepLate1_1_10,DepLate2_1_10,DepLate_1_10,ArrEarly1_1_10,ArrEarly2_1_10,ArrEarly_1_10,ArrLate1_1_10,ArrLate2_1_10,ArrLate_1_10,GhostDep_1,Arr_2_0,Dur_2_0,DurShort1_2_0,DurShort2_2_0,DurLong1_2_0,DurLong2_2_0,Dep_2_1,Arr_2_1,Dur_2_1,DurShort1_2_1,DurShort2_2_1,DurLong1_2_1,DurLong2_2_1,DepEarly1_2_1,DepEarly2_2_1,DepEarly_2_1,DepLate1_2_1,DepLate2_2_1,DepLate_2_1,ArrEarly1_2_1,ArrEarly2_2_1,ArrEarly_2_1,ArrLate1_2_1,ArrLate2_2_1,ArrLate_2_1,Dep_2_2,Arr_2_2,Dur_2_2,DurShort1_2_2,DurShort2_2_2,DurLong1_2_2,DurLong2_2_2,DepEarly1_2_2,DepEarly2_2_2,DepEarly_2_2,DepLate1_2_2,DepLate2_2_2,DepLate_2_2,ArrEarly1_2_2,ArrEarly2_2_2,ArrEarly_2_2,ArrLate1_2_2,ArrLate2_2_2,ArrLate_2_2,Dep_2_3,Arr_2_3,Dur_2_3,DurShort1_2_3,DurShort2_2_3,DurLong1_2_3,DurLong2_2_3,DepEarly1_2_3,DepEarly2_2_3,DepEarly_2_3,DepLate1_2_3,DepLate2_2_3,DepLate_2_3,ArrEarly1_2_3,ArrEarly2_2_3,ArrEarly_2_3,ArrLate1_2_3,ArrLate2_2_3,ArrLate_2_3,Dep_2_4,Arr_2_4,Dur_2_4,DurShort1_2_4,DurShort2_2_4,DurLong1_2_4,DurLong2_2_4,DepEarly1_2_4,DepEarly2_2_4,DepEarly_2_4,DepLate1_2_4,DepLate2_2_4,DepLate_2_4,ArrEarly1_2_4,ArrEarly2_2_4,ArrEarly_2_4,ArrLate1_2_4,ArrLate2_2_4,ArrLate_2_4,GhostDep_2,Arr_3_0,Dur_3_0,DurShort1_3_0,DurShort2_3_0,DurLong1_3_0,DurLong2_3_0,Dep_3_1,Arr_3_1,Dur_3_1,DurShort1_3_1,DurShort2_3_1,DurLong1_3_1,DurLong2_3_1,DepEarly1_3_1,DepEarly2_3_1,DepEarly_3_1,DepLate1_3_1,DepLate2_3_1,DepLate_3_1,ArrEarly1_3_1,ArrEarly2_3_1,ArrEarly_3_1,ArrLate1_3_1,ArrLate2_3_1,ArrLate_3_1,Dep_3_2,Arr_3_2,Dur_3_2,DurShort1_3_2,DurShort2_3_2,DurLong1_3_2,DurLong2_3_2,DepEarly1_3_2,DepEarly2_3_2,DepEarly_3_2,DepLate1_3_2,DepLate2_3_2,DepLate_3_2,ArrEarly1_3_2,ArrEarly2_3_2,ArrEarly_3_2,ArrLate1_3_2,ArrLate2_3_2,ArrLate_3_2,Dep_3_3,Arr_3_3,Dur_3_3,DurShort1_3_3,DurShort2_3_3,DurLong1_3_3,DurLong2_3_3,DepEarly1_3_3,DepEarly2_3_3,DepEarly_3_3,DepLate1_3_3,DepLate2_3_3,DepLate_3_3,ArrEarly1_3_3,ArrEarly2_3_3,ArrEarly_3_3,ArrLate1_3_3,ArrLate2_3_3,ArrLate_3_3,Dep_3_4,Arr_3_4,Dur_3_4,DurShort1_3_4,DurShort2_3_4,DurLong1_3_4,DurLong2_3_4,DepEarly1_3_4,DepEarly2_3_4,DepEarly_3_4,DepLate1_3_4,DepLate2_3_4,DepLate_3_4,ArrEarly1_3_4,ArrEarly2_3_4,ArrEarly_3_4,ArrLate1_3_4,ArrLate2_3_4,ArrLate_3_4,Dep_3_5,Arr_3_5,Dur_3_5,DurShort1_3_5,DurShort2_3_5,DurLong1_3_5,DurLong2_3_5,DepEarly1_3_5,DepEarly2_3_5,DepEarly_3_5,DepLate1_3_5,DepLate2_3_5,DepLate_3_5,ArrEarly1_3_5,ArrEarly2_3_5,ArrEarly_3_5,ArrLate1_3_5,ArrLate2_3_5,ArrLate_3_5,GhostDep_3,Arr_4_0,Dur_4_0,DurShort1_4_0,DurShort2_4_0,DurLong1_4_0,DurLong2_4_0,Dep_4_1,Arr_4_1,Dur_4_1,DurShort1_4_1,DurShort2_4_1,DurLong1_4_1,DurLong2_4_1,DepEarly1_4_1,DepEarly2_4_1,DepEarly_4_1,DepLate1_4_1,DepLate2_4_1,DepLate_4_1,ArrEarly1_4_1,ArrEarly2_4_1,ArrEarly_4_1,ArrLate1_4_1,ArrLate2_4_1,ArrLate_4_1,Dep_4_2,Arr_4_2,Dur_4_2,DurShort1_4_2,DurShort2_4_2,DurLong1_4_2,DurLong2_4_2,DepEarly1_4_2,DepEarly2_4_2,DepEarly_4_2,DepLate1_4_2,DepLate2_4_2,DepLate_4_2,ArrEarly1_4_2,ArrEarly2_4_2,ArrEarly_4_2,ArrLate1_4_2,ArrLate2_4_2,ArrLate_4_2,Dep_4_3,Arr_4_3,Dur_4_3,DurShort1_4_3,DurShort2_4_3,DurLong1_4_3,DurLong2_4_3,DepEarly1_4_3,DepEarly2_4_3,DepEarly_4_3,DepLate1_4_3,DepLate2_4_3,DepLate_4_3,ArrEarly1_4_3,ArrEarly2_4_3,ArrEarly_4_3,ArrLate1_4_3,ArrLate2_4_3,ArrLate_4_3,GhostDep_4,Arr_5_0,Dur_5_0,DurShort1_5_0,DurShort2_5_0,DurLong1_5_0,DurLong2_5_0,Dep_5_1,Arr_5_1,Dur_5_1,DurShort1_5_1,DurShort2_5_1,DurLong1_5_1,DurLong2_5_1,DepEarly1_5_1,DepEarly2_5_1,DepEarly_5_1,DepLate1_5_1,DepLate2_5_1,DepLate_5_1,ArrEarly1_5_1,ArrEarly2_5_1,ArrEarly_5_1,ArrLate1_5_1,ArrLate2_5_1,ArrLate_5_1,Dep_5_2,Arr_5_2,Dur_5_2,DurShort1_5_2,DurShort2_5_2,DurLong1_5_2,DurLong2_5_2,DepEarly1_5_2,DepEarly2_5_2,DepEarly_5_2,DepLate1_5_2,DepLate2_5_2,DepLate_5_2,ArrEarly1_5_2,ArrEarly2_5_2,ArrEarly_5_2,ArrLate1_5_2,ArrLate2_5_2,ArrLate_5_2,GhostDep_5
1,constr_3.1_1_0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,constr_3.2_1_0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,constr_3.3_1_0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,constr_4.1_1_0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
