i,solution,Arr_1_0,Dur_1_0,DurShort1_1_0,DurShort2_1_0,DurLong1_1_0,DurLong2_1_0,Dep_1_1,Arr_1_1,Dur_1_1,DurShort1_1_1,DurShort2_1_1,DurLong1_1_1,DurLong2_1_1,DepEarly1_1_1,DepEarly2_1_1,DepEarly_1_1,DepLate1_1_1,DepLate2_1_1,DepLate_1_1,ArrEarly1_1_1,ArrEarly2_1_1,ArrEarly_1_1,ArrLate1_1_1,ArrLate2_1_1,ArrLate_1_1,Dep_1_2,Arr_1_2,Dur_1_2,DurShort1_1_2,DurShort2_1_2,DurLong1_1_2,DurLong2_1_2,DepEarly1_1_2,DepEarly2_1_2,DepEarly_1_2,DepLate1_1_2,DepLate2_1_2,DepLate_1_2,ArrEarly1_1_2,ArrEarly2_1_2,ArrEarly_1_2,ArrLate1_1_2,ArrLate2_1_2,ArrLate_1_2,Dep_1_3,Arr_1_3,Dur_1_3,DurShort1_1_3,DurShort2_1_3,DurLong1_1_3,DurLong2_1_3,DepEarly1_1_3,DepEarly2_1_3,DepEarly_1_3,DepLate1_1_3,DepLate2_1_3,DepLate_1_3,ArrEarly1_1_3,ArrEarly2_1_3,ArrEarly_1_3,ArrLate1_1_3,ArrLate2_1_3,ArrLate_1_3,Dep_1_4,Arr_1_4,Dur_1_4,DurShort1_1_4,DurShort2_1_4,DurLong1_1_4,DurLong2_1_4,DepEarly1_1_4,DepEarly2_1_4,DepEarly_1_4,DepLate1_1_4,DepLate2_1_4,DepLate_1_4,ArrEarly1_1_4,ArrEarly2_1_4,ArrEarly_1_4,ArrLate1_1_4,ArrLate2_1_4,ArrLate_1_4,Dep_1_5,Arr_1_5,Dur_1_5,DurShort1_1_5,DurShort2_1_5,DurLong1_1_5,DurLong2_1_5,DepEarly1_1_5,DepEarly2_1_5,DepEarly_1_5,DepLate1_1_5,DepLate2_1_5,DepLate_1_5,ArrEarly1_1_5,ArrEarly2_1_5,ArrEarly_1_5,ArrLate1_1_5,ArrLate2_1_5,ArrLate_1_5,GhostDep_1
1,ofCoeffs,0.0,0.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999552965164,0.019999999552965164,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.05000000074505806,0.019999999552965164,0.019999999552965164,0.5,0.5,0.0,0.5,0.5,0.0,0.009999999776482582,0.009999999776482582,0.0,0.009999999776482582,0.009999999776482582,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.009999999776482582,0.009999999776482582,0.0,0.009999999776482582,0.009999999776482582,0.0,0.0,0.0,0.0,0.019999999552965164,0.019999999552965164,0.0,0.0,0.0,0.0,0.05000000074505806,0.05000000074505806,0.009999999776482582,0.009999999776482582,0.019999999552965164,0.019999999552965164,0.0,0.0,0.0,0.0,0.009999999776482582,0.009999999776482582,0.0,0.009999999776482582,0.009999999776482582,0.0,0.0,0.0,0.0,0.009999999776482582,0.019999999552965164,0.0,0.0,0.009999999776482582,0.009999999776482582,0.0,0.009999999776482582,0.009999999776482582,0.0,0.0,0.0,0.0,0.019999999552965164,0.019999999552965164,0.0,0.0
2,results,3.0,761.0,0.0,0.0,0.0,0.0,764.0,765.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.001851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,780.0,784.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0,840.0,130.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0,1130.0,171.0,0.0,0.0,0.0,0.0,154.0,124.0,0.09506172839506173,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0030864197530864196,1301.0,1307.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,1620.0
