maz	tran_maz	durations
           1           4       0.500000       0.500000       0.500000       0.500000       0.300000       0.500000       0.100000       0.300000       0.500000       0.700000       2.100000       3.000000       2.200000       2.900000       0.400000       8.100000       0.400000       0.100000       0.200000       0.600000       0.400000       2.000000       0.500000       0.500000       0.700000      12.300000       4.400000       4.200000      11.400000       1.700000       0.200000       1.000000       1.300000       0.100000       0.200000       1.800000       0.400000       2.100000       0.100000       0.300000       1.400000       0.600000     103.699997     103.699997     103.699997     103.699997     103.699997     103.699997
           1          24       3.800000       3.800000       3.800000       3.800000       0.000000       2.500000       2.900000       7.000000       6.900000       3.800000       2.900000      14.500000       3.900000       4.400000       9.200000       2.900000       4.300000       2.800000       4.400000      13.200000       4.200000       3.400000       5.600000      20.299999       6.700000       5.900000      12.600000      11.600000      87.900002      21.900000      27.600000       6.100000      23.100000       5.400000       4.300000       4.800000       3.600000       3.400000       4.900000       3.900000       3.600000       2.600000       3.500000       3.500000       3.500000       3.500000       3.500000       3.500000
           1          34       4.800000       4.800000       4.800000       4.800000       4.900000       5.300000       4.600000       6.700000       6.200000       7.800000      10.900000       7.000000       9.000000      23.299999       5.500000       6.400000       9.700000       7.200000       6.400000       5.800000       6.800000       5.300000       8.600000       7.500000      10.600000       8.600000       7.200000      10.700000      46.299999      65.699997      79.400002      60.299999      30.500000       4.800000      28.900000       8.600000       5.800000       7.900000       4.900000       0.000000       4.400000       5.800000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
           1          36       4.800000       4.800000       4.800000       4.800000       4.900000       5.300000       4.600000       6.700000       6.200000       7.800000      10.900000       7.000000       9.000000      23.299999       5.500000       6.400000       9.700000       7.200000       6.400000       5.800000       6.800000       5.300000       8.600000       7.500000      10.600000       8.600000       7.200000      10.700000      46.299999      65.699997      79.400002      60.299999      30.500000       4.800000      28.900000       8.600000       5.800000       7.900000       4.900000       0.000000       4.400000       5.800000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
           1          37       7.400000       7.400000       7.400000       7.400000       0.000000       5.500000       5.400000       6.400000       7.600000       8.900000       8.000000       7.800000      11.000000       8.300000       6.600000       8.500000       6.600000       5.800000       9.400000       5.800000       7.600000       5.700000       5.700000       9.800000       9.400000      13.900000     146.500000       9.000000     105.699997     302.799988      68.199997     162.500000     173.100006     156.699997     253.300003     116.300003     141.800003       5.100000   10000.000000      74.400002       6.900000      68.500000       5.100000       5.100000       5.100000       5.100000       5.100000       5.100000
           1          39       7.400000       7.400000       7.400000       7.400000       0.000000       5.500000       5.400000       6.400000       7.600000       8.900000       8.000000       7.800000      11.000000       8.300000       6.600000       8.500000       6.600000       5.800000       9.400000       5.800000       7.600000       5.700000       5.700000       9.800000       9.400000      13.900000     146.500000       9.000000     105.699997     302.799988      68.199997     162.500000     173.100006     156.699997     253.300003     116.300003     141.800003       5.100000   10000.000000      74.400002       6.900000      68.500000       5.100000       5.100000       5.100000       5.100000       5.100000       5.100000
           1          40       7.400000       7.400000       7.400000       7.400000       0.000000       5.500000       5.400000       6.400000       7.600000       8.900000       8.000000       7.800000      11.000000       8.300000       6.600000       8.500000       6.600000       5.800000       9.400000       5.800000       7.600000       5.700000       5.700000       9.800000       9.400000      13.900000     146.500000       9.000000     105.699997     302.799988      68.199997     162.500000     173.100006     156.699997     253.300003     116.300003     141.800003       5.100000   10000.000000      74.400002       6.900000      68.500000       5.100000       5.100000       5.100000       5.100000       5.100000       5.100000
           1          43       0.000000       0.000000       0.000000       0.000000       0.000000       5.900000       6.200000       6.400000       8.300000       7.300000       0.000000       7.300000       7.900000       6.800000       7.500000       6.900000       6.100000       9.500000       7.400000       6.200000       6.900000       6.700000      12.800000      10.900000      98.500000      46.900002      43.900002     150.800003     258.100006     200.600006     214.300003      99.599998     157.199997     424.500000     157.100006       6.100000     247.800003     247.600006     122.699997     123.199997       5.800000      37.500000     140.699997     140.699997     140.699997     140.699997     140.699997     140.699997
           1          45       6.400000       6.400000       6.400000       6.400000       5.600000       5.700000       6.700000       7.700000       7.300000       8.300000       7.800000       8.800000       8.800000       7.600000       9.100000      12.000000       6.900000       6.900000       7.700000       6.900000       6.400000       7.100000       6.900000       8.100000      10.100000      11.400000      15.200000      17.900000      14.600000      16.900000      23.900000      71.400002      17.400000       7.700000      16.900000      17.000000     279.600006      16.900000      17.900000       8.000000      16.700001       6.600000       6.700000       6.700000       6.700000       6.700000       6.700000       6.700000
           1          46       6.400000       6.400000       6.400000       6.400000       5.600000       5.700000       6.700000       7.700000       7.300000       8.300000       7.800000       8.800000       8.800000       7.600000       9.100000      12.000000       6.900000       6.900000       7.700000       6.900000       6.400000       7.100000       6.900000       8.100000      10.100000      11.400000      15.200000      17.900000      14.600000      16.900000      23.900000      71.400002      17.400000       7.700000      16.900000      17.000000     279.600006      16.900000      17.900000       8.000000      16.700001       6.600000       6.700000       6.700000       6.700000       6.700000       6.700000       6.700000
