  57 TAZ
 144 NTI
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.2   6.829
  1 1.00    0.00     8.2   6.829
  1 1.00    0.00     8.2   6.829
  1 1.00    0.00     8.3   6.829
  1 1.00    0.00     8.4   6.829
  1 1.00    0.00     8.7   6.829
  1 1.00    0.00     8.8   6.829
  1 1.00    0.00     8.9   6.829
  1 1.00    0.00     9.5   6.829
  1 1.00    0.00     9.7   6.829
  1 1.00    0.00     9.4   6.829
  1 1.00    0.00     9.4   6.829
  1 1.00    0.00     9.6   6.829
  1 1.00    0.00     9.7   6.829
  1 1.00    0.00     9.7   6.829
  1 1.00    0.00     9.7   6.829
  1 1.00    0.00     9.6   6.829
  1 1.00    0.00     9.8   6.849
  1 1.00    0.00     9.8   6.849
  1 1.00    0.00     9.8   6.849
  1 1.00    0.00     9.4   6.829
  1 1.00    0.00    10.0   6.849
  1 1.00    0.00     9.5   6.829
  1 1.00    0.00     9.8   6.829
  1 1.00    0.00    10.6   7.248
  1 1.00    0.00     9.9   6.829
  1 1.00    0.00    10.1   6.829
  1 1.00    0.00    10.4   6.829
  1 1.00    0.00    10.1   7.699
  1 1.00    0.00     9.8   6.829
  1 1.00    0.00    10.1   7.269
  1 1.00    0.00     9.5   6.849
  1 1.00    0.00     9.8   7.248
  1 1.00    0.00     9.2   6.829
  1 1.00    0.00     9.2   6.829
  1 1.00    0.00     9.2   6.829
  1 1.00    0.00     9.0   6.829
  1 1.00    0.00     9.0   6.829
  1 1.00    0.00     9.1   6.829
  1 1.00    0.00     8.9   6.829
  1 1.00    0.00     8.9   6.829
  1 1.00    0.00     9.0   6.829
  1 1.00    0.00     9.0   6.829
  1 1.00    0.00     8.9   6.829
  1 1.00    0.00     9.0   6.829
  1 1.00    0.00     9.2   6.829
  1 1.00    0.00     9.1   6.829
  1 1.00    0.00     9.1   6.829
  1 1.00    0.00     9.1   6.829
  1 1.00    0.00     9.0   6.829
  1 1.00    0.00     9.1   6.829
  1 1.00    0.00     9.1   6.829
  1 1.00    0.00     9.2   6.829
  1 1.00    0.00     9.7   6.829
  1 1.00    0.00     9.9   6.829
  1 1.00    0.00    10.2   6.829
  1 1.00    0.00    10.4   6.829
  1 1.00    0.00    10.4   6.829
  1 1.00    0.00    10.5   6.849
  1 1.00    0.00    10.8   6.849
  1 1.00    0.00    11.3   7.169
  1 1.00    0.00    10.9   6.829
  1 1.00    0.00    13.0   6.829
  1 1.00    0.00    14.9   9.607
  1 1.00    0.00    14.3   9.188
  1 1.00    0.00    13.6   8.768
  1 1.00    0.00    12.9   8.348
  1 1.00    0.00    12.2   7.928
  1 1.00    0.00    11.5   7.509
  1 1.00    0.00    12.0   7.509
  1 1.00    0.00    11.9   7.509
  1 1.00    0.00    12.9   6.829
  1 1.00    0.00    13.5   8.119
  1 1.00    0.00    12.7   7.699
  1 1.00    0.00    12.9   6.829
  1 1.00    0.00    13.9   6.829
  2 0.42    0.00    14.5   9.119 1.00    0.00    14.0   0.000
  2 0.42    0.00    14.5   9.119 1.00    0.00    14.0  10.168
  2 0.82    0.00    13.6   9.388 1.00    0.00    13.3   0.000
  2 0.82    0.00    13.6   9.388 1.00    0.00    13.3   9.688
  1 1.00    0.00    12.2   8.538
  1 1.00    0.00    11.5   8.039
  1 1.00    0.00    10.7   7.699
  1 1.00    0.00    10.3   6.829
  1 1.00    0.00    10.1   6.829
  1 1.00    0.00     9.6   6.829
  1 1.00    0.00     9.2   6.829
  1 1.00    0.00     9.4   6.829
  1 1.00    0.00     9.4   6.829
  1 1.00    0.00     9.3   6.829
  1 1.00    0.00     9.5   6.829
  1 1.00    0.00     9.3   6.829
  1 1.00    0.00     9.0   6.829
  1 1.00    0.00     8.9   6.829
  1 1.00    0.00     8.6   6.829
  1 1.00    0.00     8.7   6.829
  1 1.00    0.00     8.5   6.829
  1 1.00    0.00     8.5   6.829
  1 1.00    0.00     8.4   6.829
  1 1.00    0.00     8.5   6.829
  1 1.00    0.00     8.5   6.829
  1 1.00    0.00     8.5   6.829
  1 1.00    0.00     8.4   6.829
  1 1.00    0.00     8.4   6.829
  1 1.00    0.00     8.4   6.829
  1 1.00    0.00     8.4   6.829
  1 1.00    0.00     8.3   6.829
  1 1.00    0.00     8.4   6.829
  1 1.00    0.00     8.3   6.829
  1 1.00    0.00     8.3   6.829
  1 1.00    0.00     8.2   6.829
  1 1.00    0.00     8.3   6.829
  1 1.00    0.00     8.2   6.829
  1 1.00    0.00     8.2   6.829
  1 1.00    0.00     8.2   6.829
  1 1.00    0.00     8.2   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.0   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.0   6.829
  1 1.00    0.00     8.0   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.1   6.829
  1 1.00    0.00     8.0   6.829
  1 1.00    0.00     8.0   6.829
  1 1.00    0.00     8.0   6.829
  1 1.00    0.00     8.0   6.829
  1 1.00    0.00     8.0   6.829
  1 1.00    0.00     7.1   6.389
  1 1.00    0.00     7.1   6.389
  1 1.00    0.00     7.1   6.389
  1 1.00    0.00     7.1   6.389
  1 1.00    0.00     7.1   6.389
  1 1.00    0.00     7.2   6.389
  1 1.00    0.00     7.1   6.389
  1 1.00    0.00     7.2   6.389
  1 1.00    0.00     7.2   6.389
  1 1.00    0.00     7.2   6.389
  1 1.00    0.00     7.2   6.389
  1 1.00    0.00     7.3   6.389
  1 1.00    0.00     7.3   6.389
  1 1.00    0.00     7.4   6.389
  1 1.00    0.00     7.5   6.389
  1 1.00    0.00     7.8   6.389
  1 1.00    0.00     7.8   6.389
  1 1.00    0.00     8.1   6.389
  1 1.00    0.00     8.5   6.389
  1 1.00    0.00     8.4   6.389
  1 1.00    0.00     8.5   6.389
  1 1.00    0.00     8.4   6.389
  1 1.00    0.00     8.3   6.389
  1 1.00    0.00     8.3   6.389
  1 1.00    0.00     8.6   6.389
  1 1.00    0.00     8.9   6.249
  1 1.00    0.00     8.2   6.389
  1 1.00    0.00     8.2   6.389
  1 1.00    0.00     8.7   6.249
  1 1.00    0.00     8.2   6.389
  1 1.00    0.00     8.5   6.249
  1 1.00    0.00     8.6   6.199
  1 1.00    0.00     8.6   6.249
  1 1.00    0.00     8.8   6.249
  1 1.00    0.00     9.4   6.729
  1 1.00    0.00     8.7   6.389
  1 1.00    0.00     9.1   6.249
  1 1.00    0.00     9.4   6.389
  1 1.00    0.00     8.7   6.389
  1 1.00    0.00     8.3   6.389
  1 1.00    0.00     8.7   6.249
  1 1.00    0.00     8.5   6.249
  1 1.00    0.00     8.4   6.249
  1 1.00    0.00     7.8   6.389
  1 1.00    0.00     7.9   6.389
  1 1.00    0.00     7.9   6.389
  1 1.00    0.00     7.8   6.389
  1 1.00    0.00     8.0   6.389
  1 1.00    0.00     7.9   6.389
  1 1.00    0.00     8.0   6.389
  1 1.00    0.00     7.9   6.389
  1 1.00    0.00     7.9   6.389
  1 1.00    0.00     7.8   6.389
  1 1.00    0.00     7.8   6.389
  1 1.00    0.00     8.1   6.389
  1 1.00    0.00     8.0   6.389
  1 1.00    0.00     8.1   6.389
  1 1.00    0.00     8.0   6.389
  1 1.00    0.00     7.8   6.389
  1 1.00    0.00     7.9   6.389
  1 1.00    0.00     7.9   6.389
  1 1.00    0.00     8.3   6.249
  1 1.00    0.00     8.2   6.389
  1 1.00    0.00     8.9   6.249
  1 1.00    0.00     8.6   6.389
  1 1.00    0.00     9.4   6.249
  1 1.00    0.00     9.3   6.389
  1 1.00    0.00     9.2   6.389
  1 1.00    0.00     9.5   6.389
  1 1.00    0.00     9.8   6.199
  1 1.00    0.00    10.1   6.539
